dlnr;artikelnr;artikelid;preis;pfandwert;menge
406;BM80005H;BM80005H;131,43;0;3.0
406;BM90384H;BM90384H;132,21;0;3.0
406;BM11007;BM11007;132,4;0;3.0
274;33727;33727;132,4;0;3.0
274;37892;37892;134,16;0;3.0
274;28543D;28543D;134,94;0;3.0
274;42184;42184;134,94;0;3.0
406;BM90012H;BM90012H;135,73;0;3.0
406;BM80025H;BM80025H;135,91;0;3.0
406;BM90500H;BM90500H;136,5;0;3.0
406;BM11037;BM11037;136,7;0;3.0
274;37835;37835;137,28;0;3.0
406;BM90043H;BM90043H;138,06;0;3.0
406;BM11082;BM11082;138,65;0;3.0
406;BM91029H;BM91029H;138,84;0;3.0
406;BM90113H;BM90113H;139,63;0;3.0
406;BM90345H;BM90345H;139,63;0;3.0
488;ST8008T;ST8008T;139,63;0;3.0
406;BM80105H;BM80105H;139,63;0;3.0
406;BM90261H;BM90261H;139,63;0;3.0
406;BM91444H;BM91444H;139,63;0;3.0
274;42121;42121;140,01;0;3.0
406;BM80207H;BM80207H;140,4;0;3.0
406;BM90163H;BM90163H;140,6;0;3.0
406;BM80130H;BM80130H;140,99;0;3.0
4843;S3077;S3077;141,45;0;3.0
4843;S6098;S6098;141,45;0;3.0
4843;A3100;A3100;141,45;0;3.0
4843;A0491;A0491;141,45;0;3.0
4843;A2025;A2025;141,45;0;3.0
406;BM90028H;BM90028H;141,58;0;3.0
4843;A3037;A3037;141,6;0;3.0
488;AU8005T;AU8005T;141,6;0;3.0
4843;A3020;A3020;141,6;0;3.0
4843;S6304S;S6304S;141,6;0;3.0
4843;A3686S;A3686S;141,6;0;3.0
4843;S5493(MITSUBISHI);S5493(MITSUBISHI);141,6;0;3.0
4843;A0346;A0346;141,75;0;3.0
4843;A3053;A3053;141,75;0;3.0
488;DE8001T;DE8001T;141,75;0;3.0
4843;A2008;A2008;141,75;0;3.0
4843;A0128;A0128;141,75;0;3.0
4843;A5362;A5362;141,75;0;3.0
488;FI8016T;FI8016T;141,75;0;3.0
4843;A4060;A4060;141,75;0;3.0
4843;A5040;A5040;141,75;0;3.0
4843;A0731S;A0731S;141,75;0;3.0
4843;A9034;A9034;141,75;0;3.0
488;VX8036T;VX8036T;141,75;0;3.0
406;BM80193H;BM80193H;141,76;0;3.0
4843;A6035;A6035;141,9;0;3.0
488;PT8010T;PT8010T;141,9;0;3.0
4843;S5401(MITSUBISHI);S5401(MITSUBISHI);141,9;0;3.0
4843;A0428;A0428;141,9;0;3.0
4843;S1156S;S1156S;141,9;0;3.0
4843;S9371S;S9371S;141,9;0;3.0
4843;A0019;A0019;141,9;0;3.0
4843;A5029;A5029;141,9;0;3.0
4843;A6002;A6002;141,9;0;3.0
4843;S9401P;S9401P;141,9;0;3.0
4843;S9445P;S9445P;141,9;0;3.0
4843;S9519P;S9519P;141,9;0;3.0
4843;SA1004;SA1004;141,9;0;3.0
488;RV8002T;RV8002T;141,9;0;3.0
4843;A0190;A0190;142,05;0;3.0
4843;A0856S;A0856S;142,05;0;3.0
4843;A5024;A5024;142,05;0;3.0
4843;S1085(DELCO);S1085(DELCO);142,05;0;3.0
4843;S6315S;S6315S;142,05;0;3.0
4843;A0538S;A0538S;142,05;0;3.0
4843;SS9297(LETRIKA);SS9297(LETRIKA);142,05;0;3.0
406;BM90649H;BM90649H;142,05;0;3.0
4843;A5080;A5080;142,05;0;3.0
488;RV8008T;RV8008T;142,05;0;3.0
4843;A6074;A6074;142,05;0;3.0
4843;A9457S;A9457S;142,05;0;3.0
274;15729D;15729D;142,15;0;3.0
4843;A5325;A5325;142,2;0;3.0
406;BM80509H;BM80509H;142,2;0;3.0
4843;S0905S;S0905S;142,2;0;3.0
4843;A0025;A0025;142,2;0;3.0
4843;S1242S;S1242S;142,2;0;3.0
406;BM80067H;BM80067H;142,2;0;3.0
406;BM80089H;BM80089H;142,35;0;3.0
4843;A4077;A4077;142,35;0;3.0
4843;A6697S;A6697S;142,35;0;3.0
4843;A6016;A6016;142,35;0;3.0
4843;A6028;A6028;142,35;0;3.0
4843;A9188;A9188;142,35;0;3.0
4843;S2056;S2056;142,35;0;3.0
488;PT8037T;PT8037T;142,35;0;3.0
488;BM6010T;BM6010T;142,5;0;3.0
4843;S9500S;S9500S;142,5;0;3.0
4843;A5261;A5261;142,5;0;3.0
406;BM80234H;BM80234H;142,5;0;3.0
4843;S5178;S5178;142,5;0;3.0
488;DPF093;DPF093;142,5;0;3.0
406;BM11001;BM11001;142,5;0;3.0
406;BM11004;BM11004;142,5;0;3.0
406;BM11084;BM11084;142,5;0;3.0
406;BM50163;BM50163;142,5;0;3.0
406;BM50184;BM50184;142,5;0;3.0
406;BM50295;BM50295;142,5;0;3.0
406;BM50523;BM50523;142,5;0;3.0
406;BM70570;BM70570;142,5;0;3.0
406;BM80009H;BM80009H;142,5;0;3.0
406;BM80073H;BM80073H;142,5;0;3.0
406;BM80087H;BM80087H;142,5;0;3.0
406;BM80122H;BM80122H;142,5;0;3.0
406;BM80131H;BM80131H;142,5;0;3.0
406;BM80141H;BM80141H;142,5;0;3.0
406;BM80144H;BM80144H;142,5;0;3.0
406;BM90153H;BM90153H;142,5;0;3.0
406;BM90171H;BM90171H;142,5;0;3.0
406;BM90717H;BM90717H;142,5;0;3.0
406;BM90821H;BM90821H;142,5;0;3.0
406;BM90842H;BM90842H;142,5;0;3.0
406;BM90854H;BM90854H;142,5;0;3.0
406;BM90860H;BM90860H;142,5;0;3.0
406;BM90953H;BM90953H;142,5;0;3.0
406;BM91007H;BM91007H;142,5;0;3.0
406;BM91023H;BM91023H;142,5;0;3.0
406;BM91052H;BM91052H;142,5;0;3.0
406;BM91248H;BM91248H;142,5;0;3.0
406;BM91290H;BM91290H;142,5;0;3.0
406;BM91537H;BM91537H;142,5;0;3.0
4843;MP0043S;MP0043S;142,5;0;3.0
4843;ARC9056(LETRIKA);ARC9056(LETRIKA);142,5;0;3.0
4843;MP0050S;MP0050S;142,5;0;3.0
488;PT8050T;PT8050T;142,5;0;3.0
4843;A5011;A5011;142,5;0;3.0
4843;A6099;A6099;142,5;0;3.0
274;20408;20408;142,5;0;3.0
4843;A1084S;A1084S;142,5;0;3.0
406;BM91018H;BM91018H;142,55;0;3.0
4843;A3188;A3188;142,65;0;3.0
488;RE8007T;RE8007T;142,65;0;3.0
4843;A0378;A0378;142,65;0;3.0
488;CI8012T;CI8012T;142,65;0;3.0
488;FR8044T;FR8044T;142,65;0;3.0
488;PT8051T;PT8051T;142,65;0;3.0
4843;A5052;A5052;142,65;0;3.0
4843;A6115;A6115;142,65;0;3.0
4843;S6104;S6104;142,65;0;3.0
406;BM90205H;BM90205H;142,74;0;3.0
406;BM80035H;BM80035H;142,8;0;3.0
4843;A0125;A0125;142,8;0;3.0
4843;A4118;A4118;142,8;0;3.0
4843;A6402S;A6402S;142,8;0;3.0
4843;A6691S;A6691S;142,8;0;3.0
4843;S0306;S0306;142,8;0;3.0
4843;S0421;S0421;142,8;0;3.0
4843;S2105S;S2105S;142,8;0;3.0
4843;A6032;A6032;142,8;0;3.0
488;PT8008T;PT8008T;142,8;0;3.0
488;RE8009T;RE8009T;142,8;0;3.0
488;VX8007T;VX8007T;142,8;0;3.0
406;BM91230H;BM91230H;142,94;0;3.0
4843;A6025;A6025;142,95;0;3.0
4843;S3143;S3143;142,95;0;3.0
4843;A4062;A4062;142,95;0;3.0
4843;A0010;A0010;142,95;0;3.0
4843;A9064;A9064;142,95;0;3.0
4843;SS5350S;SS5350S;142,95;0;3.0
488;CI8039T;CI8039T;143,1;0;3.0
4843;A0133;A0133;143,1;0;3.0
4843;AFP9030(INA);AFP9030(INA);143,1;0;3.0
488;RE6026T;RE6026T;143,1;0;3.0
4843;A2020;A2020;143,1;0;3.0
4843;A3022;A3022;143,1;0;3.0
4843;S6387S;S6387S;143,1;0;3.0
4843;A6812S;A6812S;143,1;0;3.0
406;BM91538H;BM91538H;143,1;0;3.0
4843;S0206;S0206;143,1;0;3.0
4843;A5192;A5192;143,1;0;3.0
4843;S3147S;S3147S;143,1;0;3.0
4843;A0920S;A0920S;143,1;0;3.0
4843;A0638S;A0638S;143,25;0;3.0
4843;A9224;A9224;143,25;0;3.0
4843;S0424;S0424;143,25;0;3.0
4843;S0896(SEG);S0896(SEG);143,25;0;3.0
4843;S6076;S6076;143,25;0;3.0
4843;A0427;A0427;143,25;0;3.0
4843;S0127;S0127;143,25;0;3.0
4843;S1068(DELCO);S1068(DELCO);143,25;0;3.0
4843;S1070(DELCO);S1070(DELCO);143,25;0;3.0
4843;A0129;A0129;143,25;0;3.0
4843;A6813S;A6813S;143,25;0;3.0
406;BM90529H;BM90529H;143,33;0;3.0
4843;S0144;S0144;143,4;0;3.0
4843;A0104;A0104;143,4;0;3.0
4843;A4068;A4068;143,4;0;3.0
4843;A6480S;A6480S;143,4;0;3.0
4843;S0042;S0042;143,4;0;3.0
4843;S6144;S6144;143,4;0;3.0
488;CI8001T;CI8001T;143,4;0;3.0
488;CI8018T;CI8018T;143,4;0;3.0
488;VX8023T;VX8023T;143,4;0;3.0
4843;A3078;A3078;143,4;0;3.0
4843;A4073(P);A4073(P);143,4;0;3.0
4843;A6204;A6204;143,4;0;3.0
4843;A9020;A9020;143,4;0;3.0
4843;S3117(VALEO);S3117(VALEO);143,4;0;3.0
4843;S4035;S4035;143,4;0;3.0
4843;A0912S;A0912S;143,4;0;3.0
4843;A9292S;A9292S;143,4;0;3.0
4843;S01000S;S01000S;143,4;0;3.0
4843;S0909S;S0909S;143,4;0;3.0
4843;S6050;S6050;143,4;0;3.0
4843;S9060;S9060;143,4;0;3.0
406;BM80103H;BM80103H;143,4;0;3.0
406;BM91201H;BM91201H;143,4;0;3.0
4843;S9435P;S9435P;143,4;0;3.0
488;RE8040T;RE8040T;143,53;0;3.0
406;BM80216H;BM80216H;143,55;0;3.0
4843;A5196;A5196;143,55;0;3.0
4843;A5272;A5272;143,55;0;3.0
4843;A9262S;A9262S;143,55;0;3.0
4843;S5060(MITSUBISHI);S5060(MITSUBISHI);143,55;0;3.0
4843;A0122SR;A0122SR;143,7;0;3.0
4843;A0211PR;A0211PR;143,7;0;3.0
4843;A0252PR;A0252PR;143,7;0;3.0
4843;A0569PR;A0569PR;143,7;0;3.0
4843;A0861PR;A0861PR;143,7;0;3.0
4843;A2011PR;A2011PR;143,7;0;3.0
4843;A3027PR;A3027PR;143,7;0;3.0
4843;A3034PR;A3034PR;143,7;0;3.0
4843;A3052PR;A3052PR;143,7;0;3.0
4843;A3070PR;A3070PR;143,7;0;3.0
4843;A3082PR;A3082PR;143,7;0;3.0
4843;A3139PR;A3139PR;143,7;0;3.0
4843;A3171PR;A3171PR;143,7;0;3.0
4843;A3440SR;A3440SR;143,7;0;3.0
4843;A3590PR;A3590PR;143,7;0;3.0
4843;A3647PR;A3647PR;143,7;0;3.0
4843;A5433PR;A5433PR;143,7;0;3.0
4843;A6007PR;A6007PR;143,7;0;3.0
4843;A6010PR;A6010PR;143,7;0;3.0
4843;A6025PR;A6025PR;143,7;0;3.0
4843;A6063PR;A6063PR;143,7;0;3.0
4843;A6074PR;A6074PR;143,7;0;3.0
4843;A6687PR;A6687PR;143,7;0;3.0
4843;A9021PR;A9021PR;143,7;0;3.0
4843;A9170;A9170;143,7;0;3.0
4843;A9273SR;A9273SR;143,7;0;3.0
4843;S0040SR;S0040SR;143,7;0;3.0
4843;S0153SR;S0153SR;143,7;0;3.0
4843;S3193PR;S3193PR;143,7;0;3.0
4843;S6023SR;S6023SR;143,7;0;3.0
4843;S2134S;S2134S;143,7;0;3.0
488;VK6003T;VK6003T;143,7;0;3.0
488;CL8004T;CL8004T;143,7;0;3.0
4843;A0033;A0033;143,7;0;3.0
4843;A3724S;A3724S;143,7;0;3.0
274;30578;30578;143,7;0;3.0
488;VK8028T;VK8028T;143,7;0;3.0
4843;A0341;A0341;143,7;0;3.0
4843;A9346S;A9346S;143,7;0;3.0
488;DPF012;DPF012;143,85;0;3.0
488;FR8012T;FR8012T;143,85;0;3.0
4843;A3030;A3030;143,85;0;3.0
4843;A0386;A0386;143,85;0;3.0
4843;A4090;A4090;143,85;0;3.0
4843;A9473S;A9473S;143,85;0;3.0
4843;S5501(MITSUBISHI);S5501(MITSUBISHI);143,85;0;3.0
4843;A2007;A2007;143,85;0;3.0
4843;A9218;A9218;143,85;0;3.0
4843;S0091;S0091;143,85;0;3.0
406;BM80070H;BM80070H;143,91;0;3.0
4843;A4121S;A4121S;144;0;3.0
4843;A9158;A9158;144;0;3.0
4843;A0458;A0458;144;0;3.0
4843;A0520S;A0520S;144;0;3.0
4843;A5027;A5027;144;0;3.0
4843;A6042;A6042;144,15;0;3.0
4843;S0066;S0066;144,15;0;3.0
4843;S6489S;S6489S;144,15;0;3.0
406;BM80111H;BM80111H;144,15;0;3.0
4843;A6214;A6214;144,15;0;3.0
4843;S4029SR;S4029SR;144,15;0;3.0
406;BM80192H;BM80192H;144,3;0;3.0
4843;A0522;A0522;144,3;0;3.0
4843;S6289S;S6289S;144,3;0;3.0
488;FI8027T;FI8027T;144,3;0;3.0
4843;S0986(SEG);S0986(SEG);144,3;0;3.0
4843;A5042;A5042;144,3;0;3.0
4843;A2069;A2069;144,45;0;3.0
4843;A6619S;A6619S;144,45;0;3.0
4843;S0166;S0166;144,45;0;3.0
4843;S3242S;S3242S;144,45;0;3.0
4843;A6205;A6205;144,45;0;3.0
4843;S1107;S1107;144,45;0;3.0
4843;S9167;S9167;144,45;0;3.0
4843;S0064;S0064;144,45;0;3.0
4843;S0017;S0017;144,6;0;3.0
4843;A0029;A0029;144,6;0;3.0
4843;S0047;S0047;144,6;0;3.0
4843;S0018;S0018;144,6;0;3.0
406;BM91141H;BM91141H;144,6;0;3.0
4843;A0411;A0411;144,75;0;3.0
4843;DC9025S;DC9025S;144,75;0;3.0
4843;DC9061S;DC9061S;144,75;0;3.0
488;VX8009T;VX8009T;144,75;0;3.0
488;SI8011T;SI8011T;144,75;0;3.0
4843;A6111;A6111;144,75;0;3.0
274;33731;33731;144,75;0;3.0
4843;A3108;A3108;144,75;0;3.0
4843;S0236;S0236;144,75;0;3.0
4843;S3107(VALEO);S3107(VALEO);144,75;0;3.0
406;BM80056H;BM80056H;144,89;0;3.0
4843;A0036;A0036;144,9;0;3.0
4843;S0043;S0043;144,9;0;3.0
4843;A0927S;A0927S;144,9;0;3.0
4843;A4144S;A4144S;144,9;0;3.0
4843;S9238;S9238;144,9;0;3.0
4843;A3521S;A3521S;144,9;0;3.0
4843;A4026;A4026;144,9;0;3.0
488;PT8000T;PT8000T;145,05;0;3.0
4843;S0502;S0502;145,05;0;3.0
4843;S6296S;S6296S;145,05;0;3.0
4843;A6500S;A6500S;145,05;0;3.0
4843;S0132;S0132;145,05;0;3.0
274;37898D;37898D;145,05;0;3.0
406;BM91533H;BM91533H;145,08;0;3.0
4843;A6098;A6098;145,2;0;3.0
4843;S3268S;S3268S;145,2;0;3.0
4843;A0788S;A0788S;145,2;0;3.0
4843;A0923S;A0923S;145,2;0;3.0
4843;A2026;A2026;145,2;0;3.0
4843;S6198;S6198;145,2;0;3.0
406;BM91588H;BM91588H;145,2;0;3.0
4843;A5059;A5059;145,2;0;3.0
4843;A5095;A5095;145,2;0;3.0
4843;A2108S;A2108S;145,2;0;3.0
4843;A9356S;A9356S;145,2;0;3.0
406;BM80321H;BM80321H;145,2;0;3.0
4843;A3220;A3220;145,2;0;3.0
4843;A6120;A6120;145,2;0;3.0
406;BM80063H;BM80063H;145,28;0;3.0
406;BM90745H;BM90745H;145,28;0;3.0
4843;A0257;A0257;145,35;0;3.0
4843;A6377S;A6377S;145,35;0;3.0
4843;S3082(VALEO);S3082(VALEO);145,35;0;3.0
4843;A6349;A6349;145,35;0;3.0
4843;A9005;A9005;145,35;0;3.0
4843;A0401;A0401;145,35;0;3.0
4843;A3699S;A3699S;145,35;0;3.0
4843;A6361;A6361;145,35;0;3.0
4843;A5391S;A5391S;145,35;0;3.0
4843;S6306S;S6306S;145,35;0;3.0
4843;A9040;A9040;145,5;0;3.0
4843;A6696S;A6696S;145,5;0;3.0
4843;S0616S;S0616S;145,5;0;3.0
4843;A5076;A5076;145,5;0;3.0
488;FR8063T;FR8063T;145,5;0;3.0
4843;A0352;A0352;145,65;0;3.0
4843;A6114;A6114;145,65;0;3.0
488;VK8029T;VK8029T;145,65;0;3.0
4843;A6083;A6083;145,65;0;3.0
4843;A9455S;A9455S;145,65;0;3.0
488;VK8011T;VK8011T;145,65;0;3.0
488;HY8009T;HY8009T;145,65;0;3.0
4843;A3032;A3032;145,65;0;3.0
406;BM80055H;BM80055H;145,66;0;3.0
406;BM91132H;BM91132H;145,8;0;3.0
4843;A3534S;A3534S;145,8;0;3.0
4843;S5223;S5223;145,8;0;3.0
4843;A0144;A0144;145,8;0;3.0
4843;A3035;A3035;145,8;0;3.0
4843;S5506(MITSUBISHI);S5506(MITSUBISHI);145,8;0;3.0
274;28566D;28566D;145,8;0;3.0
406;BM80120H;BM80120H;145,8;0;3.0
4843;A3293;A3293;145,8;0;3.0
488;FI8012T;FI8012T;145,8;0;3.0
406;BM80049H;BM80049H;145,86;0;3.0
4843;S2103S;S2103S;145,95;0;3.0
4843;ARC3044(VALEO);ARC3044(VALEO);145,95;0;3.0
488;SU6003T;SU6003T;145,95;0;3.0
4843;A0189;A0189;145,95;0;3.0
4843;A5426S;A5426S;145,95;0;3.0
488;PT8048T;PT8048T;145,95;0;3.0
4843;DC9075S;DC9075S;145,95;0;3.0
488;RE8033T;RE8033T;145,95;0;3.0
4843;A9159;A9159;146,1;0;3.0
4843;A2047;A2047;146,1;0;3.0
4843;A2050;A2050;146,1;0;3.0
4843;A6118;A6118;146,1;0;3.0
4843;A6693S;A6693S;146,1;0;3.0
4843;A9259S;A9259S;146,1;0;3.0
4843;SA9024(LETRIKA);SA9024(LETRIKA);146,1;0;3.0
4843;A3044;A3044;146,1;0;3.0
4843;A3306;A3306;146,1;0;3.0
4843;S6145;S6145;146,1;0;3.0
4843;A0077;A0077;146,1;0;3.0
4843;A2031;A2031;146,1;0;3.0
4843;A6006;A6006;146,1;0;3.0
488;VK8035T;VK8035T;146,1;0;3.0
406;BM91683H;BM91683H;146,1;0;3.0
406;BM80052H;BM80052H;146,25;0;3.0
406;BM80146H;BM80146H;146,25;0;3.0
406;BM90059H;BM90059H;146,25;0;3.0
406;BM80127H;BM80127H;146,25;0;3.0
4843;A0756S;A0756S;146,25;0;3.0
488;DE8000T;DE8000T;146,25;0;3.0
488;CL8001T;CL8001T;146,25;0;3.0
406;BM80262H;BM80262H;146,25;0;3.0
274;21703D;21703D;146,25;0;3.0
4843;A0509;A0509;146,25;0;3.0
4843;A5492S;A5492S;146,25;0;3.0
4843;A6123;A6123;146,25;0;3.0
4843;A9433S;A9433S;146,25;0;3.0
4843;S5583S;S5583S;146,25;0;3.0
4843;A0240;A0240;146,4;0;3.0
4843;S6291S;S6291S;146,4;0;3.0
4843;A3063;A3063;146,4;0;3.0
4843;A5034;A5034;146,4;0;3.0
4843;A5425S;A5425S;146,4;0;3.0
4843;A2022;A2022;146,55;0;3.0
4843;A0052PR;A0052PR;146,55;0;3.0
4843;A0072PR;A0072PR;146,55;0;3.0
4843;A0074PR;A0074PR;146,55;0;3.0
4843;A5046SR;A5046SR;146,55;0;3.0
4843;A6052PR;A6052PR;146,55;0;3.0
4843;A6312PR;A6312PR;146,55;0;3.0
4843;A3623S;A3623S;146,55;0;3.0
4843;A5006;A5006;146,55;0;3.0
4843;A6138;A6138;146,55;0;3.0
4843;S5197;S5197;146,55;0;3.0
406;BM11053;BM11053;146,64;0;3.0
406;BM90779H;BM90779H;146,64;0;3.0
4843;A9042;A9042;146,7;0;3.0
4843;A6774S;A6774S;146,7;0;3.0
488;VK6002T;VK6002T;146,7;0;3.0
488;VX8040T;VX8040T;146,7;0;3.0
4843;DC9026S;DC9026S;146,7;0;3.0
4843;S0143;S0143;146,7;0;3.0
4843;A5113;A5113;146,7;0;3.0
4843;SA9042(LETRIKA);SA9042(LETRIKA);146,7;0;3.0
4843;A9388S;A9388S;146,7;0;3.0
4843;A1085S;A1085S;146,7;0;3.0
4843;A6356;A6356;146,7;0;3.0
4843;A9151;A9151;146,7;0;3.0
488;PT8003T;PT8003T;146,7;0;3.0
488;RE8048T;RE8048T;146,7;0;3.0
488;PT8049T;PT8049T;146,85;0;3.0
4843;S0454;S0454;146,85;0;3.0
406;BM80145H;BM80145H;146,85;0;3.0
4843;S1054;S1054;146,85;0;3.0
274;15772;15772;146,85;0;3.0
274;37889D;37889D;146,85;0;3.0
488;PT6009T;PT6009T;146,85;0;3.0
4843;S01014(SEG);S01014(SEG);146,85;0;3.0
4843;A2063;A2063;146,85;0;3.0
4843;A3024;A3024;146,85;0;3.0
4843;S2074S;S2074S;146,85;0;3.0
4843;S6123;S6123;146,85;0;3.0
4843;A0532S;A0532S;146,85;0;3.0
4843;A6101;A6101;146,85;0;3.0
406;BM80275H;BM80275H;147;0;3.0
4843;A5394S;A5394S;147;0;3.0
4843;S0505;S0505;147;0;3.0
406;BM80322H;BM80322H;147;0;3.0
4843;S2132S;S2132S;147;0;3.0
4843;A3071;A3071;147;0;3.0
4843;S4017;S4017;147;0;3.0
406;BM90641H;BM90641H;147;0;3.0
488;CI8017T;CI8017T;147,15;0;3.0
4843;A3291;A3291;147,15;0;3.0
4843;A5406S;A5406S;147,15;0;3.0
4843;DC9081S;DC9081S;147,15;0;3.0
488;FI6001T;FI6001T;147,15;0;3.0
488;VX8050T;VX8050T;147,15;0;3.0
4843;A9022;A9022;147,15;0;3.0
4843;A0921S;A0921S;147,15;0;3.0
488;PT8025T;PT8025T;147,15;0;3.0
488;CI8044T;CI8044T;147,15;0;3.0
488;RE6000T;RE6000T;147,15;0;3.0
4843;S0899S;S0899S;147,15;0;3.0
4843;SA9033(LETRIKA);SA9033(LETRIKA);147,15;0;3.0
4843;A5442S;A5442S;147,15;0;3.0
4843;A6380;A6380;147,15;0;3.0
406;BM80200H;BM80200H;147,23;0;3.0
488;VX8029T;VX8029T;147,3;0;3.0
406;BM91689H;BM91689H;147,3;0;3.0
4843;A2010;A2010;147,3;0;3.0
4843;A5246;A5246;147,3;0;3.0
4843;S5108;S5108;147,3;0;3.0
488;VX8016T;VX8016T;147,3;0;3.0
488;CL6007T;CL6007T;147,3;0;3.0
488;PT8063T;PT8063T;147,3;0;3.0
406;BM91625H;BM91625H;147,3;0;3.0
274;28293;28293;147,3;0;3.0
274;33735;33735;147,3;0;3.0
406;BM80241H;BM80241H;147,3;0;3.0
4843;A3014;A3014;147,3;0;3.0
4843;S5098;S5098;147,3;0;3.0
4843;A6439S;A6439S;147,3;0;3.0
4843;A0210;A0210;147,45;0;3.0
4843;DC9045S;DC9045S;147,45;0;3.0
488;FR8025T;FR8025T;147,45;0;3.0
4843;A3104;A3104;147,45;0;3.0
4843;A5166;A5166;147,45;0;3.0
4843;S6219S;S6219S;147,45;0;3.0
488;AR8006T;AR8006T;147,45;0;3.0
488;HA6025T;HA6025T;147,45;0;3.0
4843;A0558S;A0558S;147,45;0;3.0
4843;A5451S;A5451S;147,45;0;3.0
4843;A6185;A6185;147,45;0;3.0
4843;S6418S;S6418S;147,45;0;3.0
274;28283;28283;147,6;0;3.0
4843;A0198;A0198;147,6;0;3.0
4843;A3056;A3056;147,6;0;3.0
488;RE8012T;RE8012T;147,6;0;3.0
4843;A5390S;A5390S;147,6;0;3.0
4843;A6661S;A6661S;147,6;0;3.0
4843;S9169;S9169;147,6;0;3.0
4843;A6734S;A6734S;147,6;0;3.0
406;BM80132H;BM80132H;147,61;0;3.0
406;BM91011H;BM91011H;147,61;0;3.0
4843;A3300;A3300;147,75;0;3.0
4843;A5169;A5169;147,75;0;3.0
4843;A5347;A5347;147,75;0;3.0
4843;A6103;A6103;147,75;0;3.0
4843;S4030;S4030;147,75;0;3.0
488;AU6015T;AU6015T;147,75;0;3.0
4843;A3326;A3326;147,75;0;3.0
4843;S5057;S5057;147,75;0;3.0
488;TY8020T;TY8020T;147,75;0;3.0
488;RE6001T;RE6001T;147,75;0;3.0
4843;A3446S;A3446S;147,75;0;3.0
4843;S9002(VISTEON);S9002(VISTEON);147,75;0;3.0
274;30126;30126;147,75;0;3.0
4843;S0163;S0163;147,75;0;3.0
488;RE8042T;RE8042T;147,81;0;3.0
406;BM11134;BM11134;147,81;0;3.0
4843;S0203;S0203;147,9;0;3.0
4843;A6113;A6113;147,9;0;3.0
4843;A3331;A3331;147,9;0;3.0
4843;S3158S;S3158S;147,9;0;3.0
274;37928;37928;147,9;0;3.0
4843;A9060;A9060;147,9;0;3.0
488;CI8053T;CI8053T;147,9;0;3.0
4843;A4074;A4074;147,9;0;3.0
4843;S6143;S6143;147,9;0;3.0
4843;A5019;A5019;148,05;0;3.0
4843;A5222;A5222;148,05;0;3.0
4843;S5041;S5041;148,05;0;3.0
488;SI6000T;SI6000T;148,05;0;3.0
4843;A0256;A0256;148,05;0;3.0
4843;A1042;A1042;148,05;0;3.0
4843;S5251S;S5251S;148,05;0;3.0
488;MA6018T;MA6018T;148,05;0;3.0
4843;A3069;A3069;148,05;0;3.0
488;CI6000T;CI6000T;148,05;0;3.0
4843;A6795S;A6795S;148,05;0;3.0
488;RE6007T;RE6007T;148,05;0;3.0
406;BM91170H;BM91170H;148,2;0;3.0
274;28281;28281;148,2;0;3.0
488;MZ8009T;MZ8009T;148,2;0;3.0
488;RV6006T;RV6006T;148,2;0;3.0
4843;A6825S;A6825S;148,2;0;3.0
4843;S2131S;S2131S;148,2;0;3.0
4843;S0188(BOSCH);S0188(BOSCH);148,2;0;3.0
4843;A0110;A0110;148,2;0;3.0
4843;A2132S;A2132S;148,2;0;3.0
4843;A6387S;A6387S;148,2;0;3.0
4843;A9260S;A9260S;148,2;0;3.0
488;KA8001T;KA8001T;148,2;0;3.0
406;BM80093H;BM80093H;148,2;0;3.0
4843;A5094;A5094;148,35;0;3.0
4843;A0729S;A0729S;148,35;0;3.0
4843;S0266;S0266;148,35;0;3.0
4843;S1154S;S1154S;148,35;0;3.0
406;BM11062;BM11062;148,35;0;3.0
4843;A5387S;A5387S;148,35;0;3.0
4843;A5465S;A5465S;148,35;0;3.0
4843;A9092(MANDO);A9092(MANDO);148,35;0;3.0
4843;A9097(MANDO);A9097(MANDO);148,35;0;3.0
4843;A9106(MANDO);A9106(MANDO);148,35;0;3.0
406;BM80416H;BM80416H;148,35;0;3.0
274;71163;71163;148,35;0;3.0
4843;A0778S;A0778S;148,35;0;3.0
274;33728;33728;148,4;0;3.0
4843;A5015;A5015;148,5;0;3.0
4843;A5153;A5153;148,5;0;3.0
488;MA8007T;MA8007T;148,5;0;3.0
488;TY6021T;TY6021T;148,5;0;3.0
488;FI8025T;FI8025T;148,5;0;3.0
488;CI6009T;CI6009T;148,5;0;3.0
488;MA8008T;MA8008T;148,5;0;3.0
4843;A9066;A9066;148,5;0;3.0
488;PT8028T;PT8028T;148,5;0;3.0
4843;A0718S;A0718S;148,65;0;3.0
406;BM80546H;BM80546H;148,65;0;3.0
4843;A2023;A2023;148,65;0;3.0
4843;A5038;A5038;148,65;0;3.0
4843;A9179;A9179;148,65;0;3.0
488;MA6005T;MA6005T;148,65;0;3.0
4843;A3082;A3082;148,65;0;3.0
4843;DC9019S;DC9019S;148,65;0;3.0
488;311787;311787;148,65;0;3.0
4843;S6229S;S6229S;148,8;0;3.0
4843;A0707S;A0707S;148,8;0;3.0
406;BM91519H;BM91519H;148,8;0;3.0
4843;A5001SR;A5001SR;148,8;0;3.0
488;VK6007T;VK6007T;148,8;0;3.0
488;DPF031;DPF031;148,8;0;3.0
4843;A6121;A6121;148,8;0;3.0
