dlnr;artikelnr;artikelid;preis;pfandwert;menge
4843;A3387PR;A3387PR;160,8;0;3.0
4843;A3593PR;A3593PR;160,8;0;3.0
4843;A3655PR;A3655PR;160,8;0;3.0
4843;A5003SR;A5003SR;160,8;0;3.0
4843;A5096PR;A5096PR;160,8;0;3.0
4843;A6038PR;A6038PR;160,8;0;3.0
4843;A6456PR;A6456PR;160,8;0;3.0
4843;A6687SR;A6687SR;160,8;0;3.0
488;VK8012T;VK8012T;160,88;0;3.0
406;BM11022;BM11022;160,88;0;3.0
4843;S0582;S0582;160,95;0;3.0
4843;A0302;A0302;160,95;0;3.0
406;BM80772H;BM80772H;160,95;0;3.0
4843;S0673S;S0673S;160,95;0;3.0
4843;A6143;A6143;160,95;0;3.0
4843;S5176(MITSUBISHI);S5176(MITSUBISHI);160,95;0;3.0
4843;A4024;A4024;161,1;0;3.0
4843;A6236;A6236;161,1;0;3.0
4843;A6653S;A6653S;161,1;0;3.0
4843;A9051;A9051;161,1;0;3.0
4843;S0756S;S0756S;161,1;0;3.0
406;BM80277H;BM80277H;161,1;0;3.0
4843;A2056;A2056;161,1;0;3.0
4843;S6514S;S6514S;161,1;0;3.0
488;AU8011T;AU8011T;161,1;0;3.0
4843;A0720S;A0720S;161,1;0;3.0
4843;S5300S;S5300S;161,1;0;3.0
4843;A0228;A0228;161,25;0;3.0
4843;S0040;S0040;161,25;0;3.0
4843;A6383S;A6383S;161,25;0;3.0
4843;A9180;A9180;161,25;0;3.0
4843;S5083;S5083;161,25;0;3.0
4843;S9146;S9146;161,25;0;3.0
488;CI8003T;CI8003T;161,25;0;3.0
488;PT6000T;PT6000T;161,25;0;3.0
488;RE6047T;RE6047T;161,25;0;3.0
4843;A3537S;A3537S;161,25;0;3.0
4843;A6663S;A6663S;161,25;0;3.0
4843;S6064;S6064;161,25;0;3.0
4843;S6070;S6070;161,25;0;3.0
4843;S9212;S9212;161,25;0;3.0
488;PT6002T;PT6002T;161,25;0;3.0
4843;A3530S;A3530S;161,25;0;3.0
406;BM90780H;BM90780H;161,26;0;3.0
4843;S0310;S0310;161,4;0;3.0
4843;S3097S;S3097S;161,4;0;3.0
4843;S6003;S6003;161,4;0;3.0
4843;SS5305(MITSUBISHI);SS5305(MITSUBISHI);161,4;0;3.0
4843;A6027;A6027;161,4;0;3.0
4843;A9470S;A9470S;161,4;0;3.0
4843;S0170;S0170;161,4;0;3.0
488;RE6033T;RE6033T;161,4;0;3.0
4843;A0765S;A0765S;161,4;0;3.0
4843;A2016;A2016;161,4;0;3.0
4843;A6561S;A6561S;161,4;0;3.0
4843;S0067;S0067;161,4;0;3.0
4843;A0584S;A0584S;161,55;0;3.0
4843;A3450S;A3450S;161,55;0;3.0
4843;S1083(DELCO);S1083(DELCO);161,55;0;3.0
488;PT8057T;PT8057T;161,55;0;3.0
488;RE8027T;RE8027T;161,55;0;3.0
4843;S1194S;S1194S;161,55;0;3.0
488;MZ8017T;MZ8017T;161,55;0;3.0
4843;A0011;A0011;161,55;0;3.0
4843;S9272;S9272;161,55;0;3.0
4843;A6003;A6003;161,55;0;3.0
274;15750D;15750D;161,65;0;3.0
406;BM80566H;BM80566H;161,7;0;3.0
4843;A4032;A4032;161,7;0;3.0
4843;A4042(P);A4042(P);161,7;0;3.0
4843;A9296S;A9296S;161,7;0;3.0
4843;S6166;S6166;161,7;0;3.0
4843;S6389S;S6389S;161,7;0;3.0
4843;A6394S;A6394S;161,7;0;3.0
4843;A6703S;A6703S;161,7;0;3.0
4843;A6802S;A6802S;161,7;0;3.0
4843;S0115;S0115;161,7;0;3.0
406;BM90431H;BM90431H;161,7;0;3.0
406;BM80357H;BM80357H;161,7;0;3.0
4843;A6095;A6095;161,7;0;3.0
4843;S0075;S0075;161,7;0;3.0
488;VK6019T;VK6019T;161,7;0;3.0
4843;S0802S;S0802S;161,7;0;3.0
4843;A6799S;A6799S;161,7;0;3.0
4843;S0073(SEG);S0073(SEG);161,7;0;3.0
4843;S0096(SEG);S0096(SEG);161,7;0;3.0
4843;S0123(SEG);S0123(SEG);161,7;0;3.0
4843;S0282(SEG);S0282(SEG);161,7;0;3.0
4843;S0460(SEG);S0460(SEG);161,7;0;3.0
4843;S0700(SEG);S0700(SEG);161,7;0;3.0
4843;S0973(SEG);S0973(SEG);161,7;0;3.0
274;28606D;28606D;161,85;0;3.0
406;BM91529H;BM91529H;161,85;0;3.0
4843;S0254;S0254;161,85;0;3.0
4843;S0518;S0518;161,85;0;3.0
4843;S0749S;S0749S;161,85;0;3.0
4843;S6288S;S6288S;161,85;0;3.0
406;BM90021H;BM90021H;161,85;0;3.0
4843;A9362S;A9362S;161,85;0;3.0
4843;S0251;S0251;161,85;0;3.0
4843;A9129(MANDO);A9129(MANDO);161,85;0;3.0
4843;A9136(MANDO);A9136(MANDO);161,85;0;3.0
4843;A9145(MANDO);A9145(MANDO);161,85;0;3.0
4843;A9146(MANDO);A9146(MANDO);161,85;0;3.0
4843;A0542S;A0542S;162;0;3.0
4843;A0683S;A0683S;162;0;3.0
4843;A2033;A2033;162;0;3.0
4843;A9372S;A9372S;162;0;3.0
4843;S5242S;S5242S;162;0;3.0
488;SI6002T;SI6002T;162,01;0;3.0
4843;S2042;S2042;162,01;0;3.0
4843;A6239;A6239;162,04;0;3.0
4843;A6322;A6322;162,04;0;3.0
488;DPF049;DPF049;162,06;0;3.0
4843;A4048(P);A4048(P);162,06;0;3.0
274;45210;45210;162,09;0;3.0
4843;S0734S;S0734S;162,1;0;3.0
4843;A1076S;A1076S;162,13;0;3.0
4843;S2108S;S2108S;162,13;0;3.0
4843;A5023;A5023;162,15;0;3.0
488;RV8019T;RV8019T;162,19;0;3.0
406;BM80078H;BM80078H;162,24;0;3.0
406;BM80328H;BM80328H;162,24;0;3.0
406;BM90032H;BM90032H;162,24;0;3.0
4843;A0747S;A0747S;162,24;0;3.0
4843;A3612S;A3612S;162,26;0;3.0
4843;S0116;S0116;162,26;0;3.0
4843;S6453(DENSO);S6453(DENSO);162,26;0;3.0
4843;S6420S;S6420S;162,29;0;3.0
406;BM11169;BM11169;162,31;0;3.0
4843;A5002;A5002;162,33;0;3.0
4843;A9327S;A9327S;162,33;0;3.0
488;FR8022T;FR8022T;162,35;0;3.0
4843;A0501;A0501;162,35;0;3.0
406;BM91480H;BM91480H;162,38;0;3.0
4843;A6536S;A6536S;162,39;0;3.0
4843;S3211S;S3211S;162,39;0;3.0
4843;A6184;A6184;162,41;0;3.0
4843;A6609S;A6609S;162,41;0;3.0
4843;S6200;S6200;162,41;0;3.0
4843;AR0087(BOSCH);AR0087(BOSCH);162,43;0;3.0
274;FD1025;FD1025;162,43;0;3.0
406;BM80084H;BM80084H;162,44;0;3.0
4843;A6611S;A6611S;162,45;0;3.0
406;BM11138;BM11138;162,48;0;3.0
4843;S9038;S9038;162,5;0;3.0
4843;S0165;S0165;162,53;0;3.0
406;BM80206H;BM80206H;162,54;0;3.0
4843;S6023;S6023;162,55;0;3.0
4843;A5092;A5092;162,56;0;3.0
4843;S3180S;S3180S;162,56;0;3.0
4843;S0469;S0469;162,59;0;3.0
4843;S4082S;S4082S;162,59;0;3.0
4843;A0174;A0174;162,61;0;3.0
4843;S0174;S0174;162,61;0;3.0
488;VK8000T;VK8000T;162,63;0;3.0
488;VK8006T;VK8006T;162,63;0;3.0
406;BM91213H;BM91213H;162,63;0;3.0
488;VK6005T;VK6005T;162,64;0;3.0
4843;A0779S;A0779S;162,65;0;3.0
4843;A6576S;A6576S;162,65;0;3.0
4843;S1190S;S1190S;162,71;0;3.0
488;RE6021T;RE6021T;162,73;0;3.0
406;BM90999H;BM90999H;162,73;0;3.0
4843;S5203;S5203;162,75;0;3.0
488;DPF079;DPF079;162,78;0;3.0
274;21729;21729;162,78;0;3.0
4843;A0327;A0327;162,79;0;3.0
4843;A0596S;A0596S;162,79;0;3.0
4843;A5207;A5207;162,79;0;3.0
4843;A6033;A6033;162,79;0;3.0
4843;A9250S;A9250S;162,79;0;3.0
488;VK6015T;VK6015T;162,8;0;3.0
4843;A0060;A0060;162,85;0;3.0
4843;A0376;A0376;162,85;0;3.0
4843;A5115;A5115;162,85;0;3.0
4843;A6081;A6081;162,85;0;3.0
4843;S1057;S1057;162,85;0;3.0
4843;S6224S;S6224S;162,85;0;3.0
4843;S1066;S1066;162,88;0;3.0
4843;S3156S;S3156S;162,91;0;3.0
4843;A5014;A5014;162,94;0;3.0
4843;A6659S;A6659S;162,94;0;3.0
4843;A0760S;A0760S;162,98;0;3.0
4843;A5198;A5198;162,98;0;3.0
488;PT6026T;PT6026T;163;0;3.0
4843;S0559;S0559;163;0;3.0
488;RE8036T;RE8036T;163,03;0;3.0
4843;A2114S;A2114S;163,04;0;3.0
4843;A3247;A3247;163,04;0;3.0
4843;A6281;A6281;163,04;0;3.0
4843;S6066;S6066;163,04;0;3.0
488;MA6008T;MA6008T;163,05;0;3.0
488;VK8049T;VK8049T;163,05;0;3.0
4843;A1059S;A1059S;163,08;0;3.0
4843;A3262;A3262;163,08;0;3.0
4843;A6388S;A6388S;163,08;0;3.0
4843;S9246;S9246;163,08;0;3.0
488;CI8036T;CI8036T;163,1;0;3.0
4843;A0301;A0301;163,1;0;3.0
4843;S0758S;S0758S;163,1;0;3.0
488;FR6038T;FR6038T;163,14;0;3.0
488;SI6006T;SI6006T;163,14;0;3.0
4843;A6176;A6176;163,16;0;3.0
4843;S1060;S1060;163,16;0;3.0
4843;S0579;S0579;163,18;0;3.0
4843;A0074;A0074;163,23;0;3.0
4843;A0930S;A0930S;163,23;0;3.0
4843;A3055(P-INA);A3055(P-INA);163,24;0;3.0
4843;A3761S;A3761S;163,24;0;3.0
4843;A6368;A6368;163,24;0;3.0
4843;A9280S;A9280S;163,24;0;3.0
4843;A9297S;A9297S;163,24;0;3.0
4843;S2059;S2059;163,24;0;3.0
488;VX8053T;VX8053T;163,26;0;3.0
4843;A0702S;A0702S;163,31;0;3.0
4843;A3177;A3177;163,31;0;3.0
4843;S9437P;S9437P;163,31;0;3.0
4843;S6330S;S6330S;163,35;0;3.0
4843;A0381;A0381;163,36;0;3.0
4843;S6139;S6139;163,36;0;3.0
4843;S6512S;S6512S;163,36;0;3.0
406;BM90041H;BM90041H;163,38;0;3.0
4843;S6085;S6085;163,4;0;3.0
488;RE8035T;RE8035T;163,41;0;3.0
488;PT6004T;PT6004T;163,43;0;3.0
4843;A2043;A2043;163,43;0;3.0
4843;A2110S;A2110S;163,44;0;3.0
488;SI6007T;SI6007T;163,46;0;3.0
406;BM90596H;BM90596H;163,46;0;3.0
274;28568D;28568D;163,48;0;3.0
4843;A1026;A1026;163,49;0;3.0
274;37877;37877;163,5;0;3.0
4843;A0726S;A0726S;163,51;0;3.0
488;PT6011T;PT6011T;163,55;0;3.0
4843;S0113;S0113;163,58;0;3.0
4843;S2015;S2015;163,58;0;3.0
4843;S5515(MITSUBISHI);S5515(MITSUBISHI);163,59;0;3.0
406;BM90196H;BM90196H;163,6;0;3.0
406;BM80208H;BM80208H;163,6;0;3.0
4843;A0563S;A0563S;163,61;0;3.0
4843;A5068;A5068;163,61;0;3.0
4843;A5447S;A5447S;163,61;0;3.0
406;BM11233;BM11233;163,63;0;3.0
4843;A3028;A3028;163,64;0;3.0
4843;A3092;A3092;163,64;0;3.0
4843;S0763S;S0763S;163,66;0;3.0
4843;A0544S;A0544S;163,69;0;3.0
4843;A2121S;A2121S;163,69;0;3.0
4843;S0803S;S0803S;163,73;0;3.0
406;BM11198;BM11198;163,74;0;3.0
406;BM11208;BM11208;163,74;0;3.0
488;DE6000T;DE6000T;163,75;0;3.0
4843;A0073PR;A0073PR;163,75;0;3.0
4843;A0665PR;A0665PR;163,75;0;3.0
4843;A3201PR;A3201PR;163,75;0;3.0
4843;A3701S;A3701S;163,75;0;3.0
4843;A5188;A5188;163,75;0;3.0
4843;ARE3161(VALEO);ARE3161(VALEO);163,75;0;3.0
4843;S0079SR;S0079SR;163,75;0;3.0
4843;S4013SR;S4013SR;163,75;0;3.0
488;RE8024T;RE8024T;163,76;0;3.0
406;BM91211H;BM91211H;163,8;0;3.0
274;15738D;15738D;163,8;0;3.0
406;BM91108H;BM91108H;163,8;0;3.0
274;30329;30329;163,8;0;3.0
4843;A0127(P);A0127(P);163,81;0;3.0
4843;A0150;A0150;163,81;0;3.0
4843;A9431S;A9431S;163,81;0;3.0
4843;S0430;S0430;163,81;0;3.0
4843;S0114;S0114;163,88;0;3.0
4843;S3098;S3098;163,88;0;3.0
4843;A5326;A5326;163,9;0;3.0
4843;A6310;A6310;163,9;0;3.0
4843;A3602S;A3602S;163,94;0;3.0
488;KA6004T;KA6004T;163,95;0;3.0
4843;A3418S;A3418S;163,95;0;3.0
4843;S0919S;S0919S;163,95;0;3.0
4843;S6282S;S6282S;163,95;0;3.0
4843;S6546S;S6546S;163,95;0;3.0
406;BM91313H;BM91313H;163,98;0;3.0
4843;A0263;A0263;163,99;0;3.0
4843;A0734S;A0734S;163,99;0;3.0
406;BM80427H;BM80427H;164;0;3.0
4843;A3021;A3021;164,01;0;3.0
4843;A6122;A6122;164,01;0;3.0
4843;A5110;A5110;164,05;0;3.0
4843;S0516;S0516;164,05;0;3.0
406;BM90998H;BM90998H;164,13;0;3.0
4843;S1280S;S1280S;164,14;0;3.0
4843;A3258;A3258;164,2;0;3.0
4843;A6325;A6325;164,2;0;3.0
4843;A6618S;A6618S;164,2;0;3.0
406;BM90115H;BM90115H;164,23;0;3.0
4843;A0149;A0149;164,25;0;3.0
4843;A6307;A6307;164,25;0;3.0
4843;S0139(SEG);S0139(SEG);164,25;0;3.0
4843;S0273(SEG);S0273(SEG);164,25;0;3.0
4843;S3153(VALEO);S3153(VALEO);164,25;0;3.0
406;BM80487H;BM80487H;164,28;0;3.0
4843;S6275S;S6275S;164,28;0;3.0
4843;S0789S;S0789S;164,3;0;3.0
274;28570D;28570D;164,31;0;3.0
4843;A3648PR;A3648PR;164,33;0;3.0
406;BM80097H;BM80097H;164,39;0;3.0
488;PT6008T;PT6008T;164,39;0;3.0
488;RE8010T;RE8010T;164,39;0;3.0
4843;A6063;A6063;164,39;0;3.0
4843;A0052;A0052;164,4;0;3.0
4843;S5216;S5216;164,4;0;3.0
4843;S9467S;S9467S;164,45;0;3.0
488;DPF107;DPF107;164,46;0;3.0
4843;A0325;A0325;164,46;0;3.0
4843;S9121;S9121;164,49;0;3.0
4843;A6066;A6066;164,51;0;3.0
4843;A3135;A3135;164,54;0;3.0
488;VX8049T;VX8049T;164,55;0;3.0
406;BM91015H;BM91015H;164,56;0;3.0
4843;S5517(MITSUBISHI);S5517(MITSUBISHI);164,56;0;3.0
406;BM80342H;BM80342H;164,58;0;3.0
406;BM80248H;BM80248H;164,58;0;3.0
406;BM11011;BM11011;164,58;0;3.0
406;BM80109H;BM80109H;164,58;0;3.0
488;RV8007T;RV8007T;164,58;0;3.0
4843;S5102;S5102;164,58;0;3.0
488;MA6004T;MA6004T;164,64;0;3.0
4843;A0911S;A0911S;164,66;0;3.0
4843;A4088;A4088;164,66;0;3.0
4843;A5346;A5346;164,66;0;3.0
4843;A9123;A9123;164,69;0;3.0
4843;A9176;A9176;164,71;0;3.0
4843;A0507;A0507;164,74;0;3.0
4843;A0888S;A0888S;164,74;0;3.0
488;CI6044T;CI6044T;164,78;0;3.0
4843;A5461S;A5461S;164,78;0;3.0
4843;A9011;A9011;164,78;0;3.0
4843;S6170;S6170;164,78;0;3.0
406;BM90293H;BM90293H;164,78;0;3.0
4843;A0020;A0020;164,78;0;3.0
4843;DC9062S;DC9062S;164,78;0;3.0
4843;S6078;S6078;164,78;0;3.0
4843;S6485S;S6485S;164,78;0;3.0
4843;SM0002;SM0002;164,78;0;3.0
4843;A0641S;A0641S;164,78;0;3.0
4843;S5162;S5162;164,78;0;3.0
406;BM80243H;BM80243H;164,83;0;3.0
4843;A5109;A5109;164,84;0;3.0
4843;S5099;S5099;164,84;0;3.0
4843;A3102;A3102;164,85;0;3.0
4843;S9514P;S9514P;164,85;0;3.0
4843;S6390S;S6390S;164,89;0;3.0
4843;A0466;A0466;164,91;0;3.0
488;SI6014T;SI6014T;164,93;0;3.0
488;CI8027T;CI8027T;164,94;0;3.0
4843;A0595S;A0595S;164,94;0;3.0
406;BM11180;BM11180;164,95;0;3.0
4843;A4111;A4111;164,98;0;3.0
4843;S3253S;S3253S;164,98;0;3.0
4843;A9012;A9012;164,98;0;3.0
4843;S6031;S6031;164,98;0;3.0
4843;S3074;S3074;164,98;0;3.0
4843;S5177;S5177;164,98;0;3.0
4843;S6307S;S6307S;164,98;0;3.0
4843;DC9110S;DC9110S;164,98;0;3.0
4843;A0171(BOSCH)PR;A0171(BOSCH)PR;164,98;0;3.0
274;50010;50010;164,98;0;3.0
4843;A4093;A4093;164,98;0;3.0
4843;A0154;A0154;165,01;0;3.0
488;MA6037T;MA6037T;165,03;0;3.0
4843;A6128;A6128;165,04;0;3.0
4843;S5478S;S5478S;165,04;0;3.0
488;AU8032T;AU8032T;165,1;0;3.0
488;FR8006T;FR8006T;165,1;0;3.0
4843;A6044;A6044;165,1;0;3.0
4843;A0842S;A0842S;165,15;0;3.0
4843;ARE3397(VALEO);ARE3397(VALEO);165,16;0;3.0
4843;S0609S;S0609S;165,16;0;3.0
4843;S6342S;S6342S;165,16;0;3.0
4843;A9354S;A9354S;165,16;0;3.0
488;AU8029T;AU8029T;165,18;0;3.0
488;VK6077T;VK6077T;165,18;0;3.0
4843;A0081;A0081;165,18;0;3.0
274;37912;37912;165,18;0;3.0
488;BM8010T;BM8010T;165,26;0;3.0
488;HA6015T;HA6015T;165,28;0;3.0
4843;S0563;S0563;165,28;0;3.0
4843;A0400;A0400;165,3;0;3.0
4843;SD0328(BOSCH);SD0328(BOSCH);165,3;0;3.0
4843;A6317;A6317;165,35;0;3.0
4843;S0284;S0284;165,35;0;3.0
4843;S0791S;S0791S;165,35;0;3.0
4843;S1189S;S1189S;165,35;0;3.0
406;BM80445H;BM80445H;165,36;0;3.0
4843;A4142S;A4142S;165,36;0;3.0
4843;DC0001S;DC0001S;165,36;0;3.0
4843;S6093;S6093;165,36;0;3.0
4843;A5152;A5152;165,36;0;3.0
4843;A9426S;A9426S;165,36;0;3.0
4843;A9437S;A9437S;165,36;0;3.0
4843;S0605;S0605;165,36;0;3.0
4843;S0771S;S0771S;165,36;0;3.0
4843;S6394S;S6394S;165,36;0;3.0
4843;A0001;A0001;165,36;0;3.0
4843;S6097;S6097;165,36;0;3.0
406;BM90132H;BM90132H;165,36;0;3.0
4843;A0031;A0031;165,36;0;3.0
4843;S9118;S9118;165,36;0;3.0
4843;A3584S;A3584S;165,41;0;3.0
488;DPF064;DPF064;165,43;0;3.0
274;95069;95069;165,44;0;3.0
488;CI8015T;CI8015T;165,46;0;3.0
406;BM80228H;BM80228H;165,46;0;3.0
4843;S0558;S0558;165,46;0;3.0
4843;S6005SR;S6005SR;165,46;0;3.0
4843;A2149S;A2149S;165,48;0;3.0
488;DU8500T;DU8500T;165,49;0;3.0
488;VO8001T;VO8001T;165,49;0;3.0
4843;A4034(P);A4034(P);165,5;0;3.0
406;BM80139H;BM80139H;165,55;0;3.0
406;BM80297H;BM80297H;165,55;0;3.0
4843;S6327S;S6327S;165,55;0;3.0
4843;A0038;A0038;165,55;0;3.0
4843;A9432S;A9432S;165,55;0;3.0
4843;S5471S;S5471S;165,55;0;3.0
4843;A2116S;A2116S;165,56;0;3.0
4843;A4101;A4101;165,63;0;3.0
4843;A6309;A6309;165,63;0;3.0
4843;S0578;S0578;165,63;0;3.0
488;PT8055T;PT8055T;165,66;0;3.0
4843;A6079;A6079;165,68;0;3.0
4843;A6247;A6247;165,68;0;3.0
4843;S6120;S6120;165,68;0;3.0
4843;A6620S;A6620S;165,69;0;3.0
4843;A9021;A9021;165,69;0;3.0
488;CI8005T;CI8005T;165,74;0;3.0
4843;S0133;S0133;165,74;0;3.0
4843;S0940S;S0940S;165,75;0;3.0
4843;S9048;S9048;165,75;0;3.0
488;VK6000T;VK6000T;165,75;0;3.0
406;BM90905H;BM90905H;165,75;0;3.0
406;BM80017H;BM80017H;165,75;0;3.0
406;BM90065H;BM90065H;165,75;0;3.0
4843;S2054;S2054;165,75;0;3.0
4843;S6251S;S6251S;165,75;0;3.0
4843;A5018SR;A5018SR;165,75;0;3.0
4843;A5504S;A5504S;165,75;0;3.0
4843;A6018;A6018;165,75;0;3.0
4843;S6444S;S6444S;165,75;0;3.0
4843;A6301;A6301;165,76;0;3.0
4843;A0926S;A0926S;165,81;0;3.0
4843;S0118;S0118;165,81;0;3.0
274;37918;37918;165,81;0;3.0
488;AU8027T;AU8027T;165,83;0;3.0
4843;A0732S;A0732S;165,83;0;3.0
4843;S6258S;S6258S;165,83;0;3.0
406;BM80128H;BM80128H;165,85;0;3.0
4843;A4034(P-INA);A4034(P-INA);165,88;0;3.0
4843;A0044;A0044;165,94;0;3.0
4843;A0453;A0453;165,95;0;3.0
4843;A4095;A4095;165,95;0;3.0
4843;S6479S;S6479S;165,95;0;3.0
4843;S6402S;S6402S;165,95;0;3.0
4843;A5221;A5221;165,95;0;3.0
4843;S3094;S3094;165,95;0;3.0
4843;S9047;S9047;165,95;0;3.0
4843;S9049;S9049;165,95;0;3.0
4843;A3640S;A3640S;165,96;0;3.0
4843;S3135(VALEO);S3135(VALEO);165,98;0;3.0
4843;A3243S;A3243S;166;0;3.0
406;BM91717H;BM91717H;166,03;0;3.0
4843;A0500;A0500;166,04;0;3.0
4843;A3709S;A3709S;166,04;0;3.0
4843;A6660S;A6660S;166,04;0;3.0
4843;S0160SR;S0160SR;166,04;0;3.0
406;BM80157H;BM80157H;166,14;0;3.0
4843;S5516(MITSUBISHI);S5516(MITSUBISHI);166,14;0;3.0
4843;S6423S;S6423S;166,14;0;3.0
4843;S9054;S9054;166,14;0;3.0
4843;A0100;A0100;166,14;0;3.0
4843;DC9076S;DC9076S;166,14;0;3.0
4843;S6259S;S6259S;166,14;0;3.0
488;RE6030T;RE6030T;166,14;0;3.0
4843;A0023;A0023;166,14;0;3.0
4843;S4075S;S4075S;166,14;0;3.0
4843;A0444;A0444;166,2;0;3.0
4843;A0462;A0462;166,2;0;3.0
4843;A9314S;A9314S;166,2;0;3.0
4843;A0819S;A0819S;166,24;0;3.0
4843;S6165;S6165;166,24;0;3.0
4843;A9441S;A9441S;166,26;0;3.0
4843;A0155;A0155;166,3;0;3.0
4843;A0177;A0177;166,3;0;3.0
4843;A9333S;A9333S;166,3;0;3.0
4843;S6297S;S6297S;166,3;0;3.0
4843;A2117S;A2117S;166,33;0;3.0
4843;S9039;S9039;166,33;0;3.0
4843;S9497S;S9497S;166,34;0;3.0
4843;A6137;A6137;166,34;0;3.0
4843;ARE9134S;ARE9134S;166,34;0;3.0
4843;S9509S;S9509S;166,34;0;3.0
4843;A3046;A3046;166,34;0;3.0
4843;A6077;A6077;166,34;0;3.0
4843;S5508(MITSUBISHI);S5508(MITSUBISHI);166,34;0;3.0
4843;A6269S;A6269S;166,34;0;3.0
488;AU8028T;AU8028T;166,34;0;3.0
4843;A5506S;A5506S;166,35;0;3.0
4843;S9526P;S9526P;166,36;0;3.0
4843;A6713S;A6713S;166,38;0;3.0
4843;S0607;S0607;166,38;0;3.0
274;21716;21716;166,38;0;3.0
4843;A0349;A0349;166,4;0;3.0
4843;A4094;A4094;166,4;0;3.0
4843;A5374S;A5374S;166,4;0;3.0
4843;A9366S;A9366S;166,44;0;3.0
4843;S0268;S0268;166,46;0;3.0
4843;A5400S;A5400S;166,49;0;3.0
4843;A3425S;A3425S;166,5;0;3.0
4843;A5267;A5267;166,53;0;3.0
4843;S6136;S6136;166,53;0;3.0
4843;S6417S;S6417S;166,53;0;3.0
406;BM90152H;BM90152H;166,53;0;3.0
4843;A9007SR;A9007SR;166,53;0;3.0
4843;A3511S;A3511S;166,53;0;3.0
4843;S0892S;S0892S;166,53;0;3.0
488;RE6020T;RE6020T;166,58;0;3.0
4843;A0362;A0362;166,58;0;3.0
4843;A3285;A3285;166,58;0;3.0
4843;A6231;A6231;166,58;0;3.0
4843;A6242;A6242;166,58;0;3.0
4843;S0904S;S0904S;166,58;0;3.0
4843;S0500S;S0500S;166,59;0;3.0
4843;A0142PR;A0142PR;166,61;0;3.0
4843;A0200PR;A0200PR;166,61;0;3.0
4843;A0446PR;A0446PR;166,61;0;3.0
4843;A2022PR;A2022PR;166,61;0;3.0
4843;A3119PR;A3119PR;166,61;0;3.0
4843;A3210SR;A3210SR;166,61;0;3.0
4843;A5101SR;A5101SR;166,61;0;3.0
4843;A5331SR;A5331SR;166,61;0;3.0
4843;A6509PR;A6509PR;166,61;0;3.0
4843;A9070SR;A9070SR;166,61;0;3.0
4843;S0070SR;S0070SR;166,61;0;3.0
4843;S0078SR;S0078SR;166,61;0;3.0
4843;S0082SR;S0082SR;166,61;0;3.0
4843;A3297;A3297;166,64;0;3.0
4843;A6321;A6321;166,65;0;3.0
4843;A0742S;A0742S;166,7;0;3.0
4843;A9164;A9164;166,7;0;3.0
4843;S5533S;S5533S;166,73;0;3.0
4843;S6012;S6012;166,73;0;3.0
406;BM90391H;BM90391H;166,73;0;3.0
4843;A5383S;A5383S;166,73;0;3.0
4843;A6014;A6014;166,73;0;3.0
4843;S3070(VALEO);S3070(VALEO);166,73;0;3.0
274;FD1014;FD1014;166,74;0;3.0
4843;S01010(SEG);S01010(SEG);166,75;0;3.0
4843;S0974(SEG);S0974(SEG);166,75;0;3.0
4843;S0997(SEG);S0997(SEG);166,75;0;3.0
4843;S6468(DENSO);S6468(DENSO);166,75;0;3.0
4843;A6282;A6282;166,78;0;3.0
406;BM91056H;BM91056H;166,79;0;3.0
4843;A3241S;A3241S;166,79;0;3.0
488;SK8001T;SK8001T;166,81;0;3.0
4843;A0264;A0264;166,84;0;3.0
4843;A2039;A2039;166,85;0;3.0
406;BM90812H;BM90812H;166,86;0;3.0
4843;S0636S;S0636S;166,88;0;3.0
4843;A0057;A0057;166,9;0;3.0
488;PT6018T;PT6018T;166,91;0;3.0
488;VX6005T;VX6005T;166,91;0;3.0
4843;A9326S;A9326S;166,93;0;3.0
4843;A9357S;A9357S;166,93;0;3.0
4843;ARE3109(VALEO);ARE3109(VALEO);166,93;0;3.0
4843;S6046;S6046;166,93;0;3.0
4843;S6262S;S6262S;166,93;0;3.0
4843;S5013;S5013;166,93;0;3.0
4843;S6361S;S6361S;166,93;0;3.0
4843;S9061;S9061;166,93;0;3.0
4843;S5007;S5007;166,93;0;3.0
4843;S6246S;S6246S;166,93;0;3.0
488;CI8011T;CI8011T;166,93;0;3.0
488;FR8041T;FR8041T;166,93;0;3.0
4843;A5552S;A5552S;166,94;0;3.0
4843;A0297;A0297;166,95;0;3.0
4843;A3063S;A3063S;166,95;0;3.0
406;BM91241H;BM91241H;166,98;0;3.0
4843;S2107S;S2107S;166,98;0;3.0
4843;A0516S;A0516S;167,01;0;3.0
4843;A0045;A0045;167,04;0;3.0
4843;A0338;A0338;167,04;0;3.0
4843;A0562S;A0562S;167,04;0;3.0
4843;S6419S;S6419S;167,04;0;3.0
4843;A1054S;A1054S;167,05;0;3.0
4843;S0894(BOSCH);S0894(BOSCH);167,05;0;3.0
4843;A0268;A0268;167,08;0;3.0
488;DPF022;DPF022;167,09;0;3.0
4843;A0317;A0317;167,1;0;3.0
4843;A0809S;A0809S;167,1;0;3.0
4843;A9067;A9067;167,1;0;3.0
4843;S6358S;S6358S;167,11;0;3.0
4843;S6396S;S6396S;167,11;0;3.0
4843;A4049;A4049;167,11;0;3.0
4843;A0127;A0127;167,11;0;3.0
4843;A4002;A4002;167,11;0;3.0
4843;S0655S;S0655S;167,11;0;3.0
