RAD|000057|2|STORM           
RAD|000064|13|STORM           
RAD|000073|0|STORM           
RAD|000090|2|STORM           
RAD|000103|0|STORM           
RAD|000139|4|STORM           
RAD|0530-2|1|STORM           
RAD|053002|1|STORM           
RAD|053004|2|STORM           
RAD|053013|11|STORM           
RAD|053017|3|STORM           
RAD|053019|12|STORM           
RAD|053020|12|STORM           
RAD|053040|12|STORM           
RAD|053045|3|STORM           
RAD|053048|16|STORM           
RAD|053049|21|STORM           
RAD|05P012|2|LPR             
RAD|05P014|1|LPR             
RAD|05P032|2|LPR             
RAD|05P035|2|LPR             
RAD|05P036|1|LPR             
RAD|05P037|1|LPR             
RAD|05P041|2|LPR             
RAD|05P043|1|LPR             
RAD|05P056|2|LPR             
RAD|05P071|2|LPR             
RAD|05P090|2|LPR             
RAD|05P092|1|LPR             
RAD|05P094|2|LPR             
RAD|05P095|2|LPR             
RAD|05P1001|3|LPR             
RAD|05P1004|1|LPR             
RAD|05P1005|1|LPR             
RAD|05P1008|2|LPR             
RAD|05P1009|1|LPR             
RAD|05P1015|2|LPR             
RAD|05P1018|1|LPR             
RAD|05P1025|1|LPR             
RAD|05P1036|3|LPR             
RAD|05P1041|1|LPR             
RAD|05P1042|1|LPR             
RAD|05P1050|1|LPR             
RAD|05P1053|1|LPR             
RAD|05P1054|5|LPR             
RAD|05P1056|2|LPR             
RAD|05P1059|2|LPR             
RAD|05P1065|2|LPR             
RAD|05P1066|1|LPR             
RAD|05P1068|2|LPR             
RAD|05P1069|1|LPR             
RAD|05P1070|1|LPR             
RAD|05P1072|2|LPR             
RAD|05P1080|2|LPR             
RAD|05P1098|2|LPR             
RAD|05P1101|1|LPR             
RAD|05P1105|7|LPR             
RAD|05P1106|1|LPR             
RAD|05P1107|9|LPR             
RAD|05P1112|2|LPR             
RAD|05P1114|1|LPR             
RAD|05P1119|2|LPR             
RAD|05P1120|2|LPR             
RAD|05P1121|2|LPR             
RAD|05P1131|1|LPR             
RAD|05P1140|2|LPR             
RAD|05P1141|0|LPR             
RAD|05P1188|7|LPR             
RAD|05P1190|0|LPR             
RAD|05P1193|2|LPR             
RAD|05P1194|1|LPR             
RAD|05P1195|1|LPR             
RAD|05P1196|4|LPR             
RAD|05P1197|14|LPR             
RAD|05P1202|2|LPR             
RAD|05P1203|1|LPR             
RAD|05P1206|2|LPR             
RAD|05P1212|1|LPR             
RAD|05P1215|2|LPR             
RAD|05P1219|0|LPR             
RAD|05P1220|2|LPR             
RAD|05P1224|2|LPR             
RAD|05P1226|2|LPR             
RAD|05P1229|1|LPR             
RAD|05P1231|3|LPR             
RAD|05P1232|2|LPR             
RAD|05P1233|1|LPR             
RAD|05P1235|0|LPR             
RAD|05P1236|0|LPR             
RAD|05P1238|2|LPR             
RAD|05P1239|2|LPR             
RAD|05P1240|2|LPR             
RAD|05P1241|0|LPR             
RAD|05P1242|1|LPR             
RAD|05P1246|2|LPR             
RAD|05P1247|2|LPR             
RAD|05P1248|7|LPR             
RAD|05P1249|0|LPR             
RAD|05P1250|1|LPR             
RAD|05P1251|0|LPR             
RAD|05P1252|12|LPR             
RAD|05P1255|2|LPR             
RAD|05P1257|2|LPR             
RAD|05P1261|2|LPR             
RAD|05P1264|4|LPR             
RAD|05P1267|0|LPR             
RAD|05P1269|3|LPR             
RAD|05P1270|2|LPR             
RAD|05P1271|2|LPR             
RAD|05P1272|0|LPR             
RAD|05P1275|2|LPR             
RAD|05P1276|1|LPR             
RAD|05P1277|3|LPR             
RAD|05P1278|1|LPR             
RAD|05P1279|2|LPR             
RAD|05P128|2|LPR             
RAD|05P1281|2|LPR             
RAD|05P1283|0|LPR             
RAD|05P1284|1|LPR             
RAD|05P1285|0|LPR             
RAD|05P1286|2|LPR             
RAD|05P1287|2|LPR             
RAD|05P1288|6|LPR             
RAD|05P1289|5|LPR             
RAD|05P1291|2|LPR             
RAD|05P1292|2|LPR             
RAD|05P1293|1|LPR             
RAD|05P1295|0|LPR             
RAD|05P1296|7|LPR             
RAD|05P1297|5|LPR             
RAD|05P1313|0|LPR             
RAD|05P1314|2|LPR             
RAD|05P1317|2|LPR             
RAD|05P1319|2|LPR             
RAD|05P1322|2|LPR             
RAD|05P1326|2|LPR             
RAD|05P1328|2|LPR             
RAD|05P133|2|LPR             
RAD|05P1334|2|LPR             
RAD|05P1336|3|LPR             
RAD|05P1340|2|LPR             
RAD|05P1343|2|LPR             
RAD|05P1344|1|LPR             
RAD|05P1347|2|LPR             
RAD|05P1348|1|LPR             
RAD|05P1349|2|LPR             
RAD|05P1351|25|LPR             
RAD|05P1353|1|LPR             
RAD|05P1359|2|LPR             
RAD|05P1360|1|LPR             
RAD|05P1363|2|LPR             
RAD|05P1369|2|LPR             
RAD|05P137|2|LPR             
RAD|05P1378|1|LPR             
RAD|05P1379|1|LPR             
RAD|05P1388|2|LPR             
RAD|05P1389|6|LPR             
RAD|05P1390|0|LPR             
RAD|05P1391|1|LPR             
RAD|05P1392|0|LPR             
RAD|05P1398|2|LPR             
RAD|05P1398A|1|LPR             
RAD|05P1399|1|LPR             
RAD|05P1402|1|LPR             
RAD|05P1406|0|LPR             
RAD|05P1408|2|LPR             
RAD|05P1409|0|LPR             
RAD|05P1410|1|LPR             
RAD|05P1415|0|LPR             
RAD|05P142|1|LPR             
RAD|05P1443|1|LPR             
RAD|05P1444|1|LPR             
RAD|05P1453|1|LPR             
RAD|05P1460|6|LPR             
RAD|05P1464|1|LPR             
RAD|05P1465|6|LPR             
RAD|05P1467|0|LPR             
RAD|05P1471|5|LPR             
RAD|05P1474|2|LPR             
RAD|05P1475|11|LPR             
RAD|05P1476|2|LPR             
RAD|05P1480|2|LPR             
RAD|05P1481|0|LPR             
RAD|05P1482|2|LPR             
RAD|05P1484|0|LPR             
RAD|05P1485|0|LPR             
RAD|05P1486|8|LPR             
RAD|05P1487|2|LPR             
RAD|05P1489|0|LPR             
RAD|05P1490|0|LPR             
RAD|05P1491|1|LPR             
RAD|05P1493|0|LPR             
RAD|05P1495|3|LPR             
RAD|05P150|1|LPR             
RAD|05P1500|5|LPR             
RAD|05P1504|2|LPR             
RAD|05P1506|1|LPR             
RAD|05P1508|2|LPR             
RAD|05P1509|0|LPR             
RAD|05P1533|1|LPR             
RAD|05P1534|0|LPR             
RAD|05P1536|2|LPR             
RAD|05P1548|1|LPR             
RAD|05P1552|1|LPR             
RAD|05P156|2|LPR             
RAD|05P1561|2|LPR             
RAD|05P1562|2|LPR             
RAD|05P1567|2|LPR             
RAD|05P157|2|LPR             
RAD|05P1570|0|LPR             
RAD|05P1575|1|LPR             
RAD|05P1578|0|LPR             
RAD|05P1579|3|LPR             
RAD|05P1584|0|LPR             
RAD|05P1589|2|LPR             
RAD|05P1590|2|LPR             
RAD|05P1600|3|LPR             
RAD|05P1602|2|LPR             
RAD|05P1603|2|LPR             
RAD|05P1606|1|LPR             
RAD|05P1608|1|LPR             
RAD|05P161|2|LPR             
RAD|05P1618|2|LPR             
RAD|05P1619|2|LPR             
RAD|05P1626A|0|LPR             
RAD|05P1627|1|LPR             
RAD|05P1630|2|LPR             
RAD|05P1637|2|LPR             
RAD|05P1653|0|LPR             
RAD|05P1654|2|LPR             
RAD|05P1656|0|LPR             
RAD|05P1660|1|LPR             
RAD|05P1661|2|LPR             
RAD|05P1665|1|LPR             
