RAD|000057|23|STORM           
RAD|000064|41|STORM           
RAD|000073|0|STORM           
RAD|000090|21|STORM           
RAD|000103|12|STORM           
RAD|000139|25|STORM           
RAD|031202|2|STORM           
RAD|0339-1|1|STORM           
RAD|0409G|1|STORM           
RAD|051224|2|STORM           
RAD|0513C|0|STORM           
RAD|0530-2|0|STORM           
RAD|053002|3|STORM           
RAD|053003|5|STORM           
RAD|053004|1|STORM           
RAD|053013|17|STORM           
RAD|053017|29|STORM           
RAD|053019|19|STORM           
RAD|053020|64|STORM           
RAD|053040|11|STORM           
RAD|053045|15|STORM           
RAD|053048|90|STORM           
RAD|053049|0|STORM           
RAD|05999|0|STORM           
RAD|05P002|0|LPR             
RAD|05P003|0|LPR             
RAD|05P007|0|LPR             
RAD|05P010|0|LPR             
RAD|05P011|3|LPR             
RAD|05P012|0|LPR             
RAD|05P013|0|LPR             
RAD|05P014|0|LPR             
RAD|05P015|0|LPR             
RAD|05P016|2|LPR             
RAD|05P017|0|LPR             
RAD|05P024|0|LPR             
RAD|05P026|0|LPR             
RAD|05P032|0|LPR             
RAD|05P035|0|LPR             
RAD|05P036|0|LPR             
RAD|05P037|0|LPR             
RAD|05P040|0|LPR             
RAD|05P041|0|LPR             
RAD|05P043|0|LPR             
RAD|05P056|0|LPR             
RAD|05P058|2|LPR             
RAD|05P061|0|LPR             
RAD|05P071|0|LPR             
RAD|05P088|0|LPR             
RAD|05P089|3|LPR             
RAD|05P090|3|LPR             
RAD|05P092|0|LPR             
RAD|05P094|4|LPR             
RAD|05P095|0|LPR             
RAD|05P1000A|3|LPR             
RAD|05P1001|5|LPR             
RAD|05P1002|0|LPR             
RAD|05P1004|0|LPR             
RAD|05P1005|0|LPR             
RAD|05P1006|0|LPR             
RAD|05P1008|0|LPR             
RAD|05P1009|0|LPR             
RAD|05P101|0|LPR             
RAD|05P1015|0|LPR             
RAD|05P1018|0|LPR             
RAD|05P102|0|LPR             
RAD|05P1025|0|LPR             
RAD|05P1029|0|LPR             
RAD|05P1030|0|LPR             
RAD|05P1031|0|LPR             
RAD|05P1036|18|LPR             
RAD|05P1037|0|LPR             
RAD|05P1041|0|LPR             
RAD|05P1042|0|LPR             
RAD|05P1043|0|LPR             
RAD|05P1044|0|LPR             
RAD|05P1045|0|LPR             
RAD|05P1046|0|LPR             
RAD|05P1050|0|LPR             
RAD|05P1053|0|LPR             
RAD|05P1054|7|LPR             
RAD|05P1056|0|LPR             
RAD|05P1059|1|LPR             
RAD|05P1061|0|LPR             
RAD|05P1062|0|LPR             
RAD|05P1065|0|LPR             
RAD|05P1066|0|LPR             
RAD|05P1068|2|LPR             
RAD|05P1069|0|LPR             
RAD|05P107|3|LPR             
RAD|05P1070|0|LPR             
RAD|05P1071|3|LPR             
RAD|05P1072|1|LPR             
RAD|05P1080|2|LPR             
RAD|05P1098|0|LPR             
RAD|05P1101|0|LPR             
RAD|05P1105|12|LPR             
RAD|05P1106|12|LPR             
RAD|05P1107|10|LPR             
RAD|05P1109|0|LPR             
RAD|05P1109A|2|LPR             
RAD|05P1112|1|LPR             
RAD|05P1113|1|LPR             
RAD|05P1114|0|LPR             
RAD|05P1115|0|LPR             
RAD|05P1119|2|LPR             
RAD|05P1120|0|LPR             
RAD|05P1121|0|LPR             
RAD|05P1124|4|LPR             
RAD|05P1124A|2|LPR             
RAD|05P113|0|LPR             
RAD|05P1131|0|LPR             
RAD|05P1137|0|LPR             
RAD|05P1140|1|LPR             
RAD|05P1141|0|LPR             
RAD|05P117|0|LPR             
RAD|05P118|0|LPR             
RAD|05P1188|34|LPR             
RAD|05P1190|3|LPR             
RAD|05P1193|4|LPR             
RAD|05P1194|3|LPR             
RAD|05P1195|9|LPR             
RAD|05P1196|6|LPR             
RAD|05P1197|15|LPR             
RAD|05P1202|2|LPR             
RAD|05P1203|0|LPR             
RAD|05P1205|2|LPR             
RAD|05P1206|2|LPR             
RAD|05P1207|0|LPR             
RAD|05P1210|0|LPR             
RAD|05P1212|0|LPR             
RAD|05P1215|0|LPR             
RAD|05P1219|0|LPR             
RAD|05P1220|1|LPR             
RAD|05P1221|0|LPR             
RAD|05P1224|0|LPR             
RAD|05P1226|0|LPR             
RAD|05P1228|0|LPR             
RAD|05P1229|2|LPR             
RAD|05P1230|0|LPR             
RAD|05P1231|3|LPR             
RAD|05P1232|2|LPR             
RAD|05P1233|0|LPR             
RAD|05P1234|0|LPR             
RAD|05P1235|16|LPR             
RAD|05P1236|25|LPR             
RAD|05P1237|0|LPR             
RAD|05P1238|2|LPR             
RAD|05P1239|0|LPR             
RAD|05P1240|3|LPR             
RAD|05P1241|0|LPR             
RAD|05P1242|7|LPR             
RAD|05P1243|2|LPR             
RAD|05P1244|0|LPR             
RAD|05P1245|1|LPR             
RAD|05P1246|8|LPR             
RAD|05P1247|0|LPR             
RAD|05P1248|4|LPR             
RAD|05P1249|7|LPR             
RAD|05P1250|0|LPR             
RAD|05P1251|2|LPR             
RAD|05P1252|3|LPR             
RAD|05P1253|2|LPR             
RAD|05P1254|3|LPR             
RAD|05P1255|2|LPR             
RAD|05P1257|1|LPR             
RAD|05P1258|0|LPR             
RAD|05P1259|0|LPR             
RAD|05P1260|0|LPR             
RAD|05P1261|4|LPR             
RAD|05P1263|2|LPR             
RAD|05P1264|1|LPR             
RAD|05P1265|2|LPR             
RAD|05P1267|1|LPR             
RAD|05P1269|6|LPR             
RAD|05P1270|0|LPR             
RAD|05P1271|1|LPR             
RAD|05P1272|2|LPR             
RAD|05P1273|0|LPR             
RAD|05P1274|0|LPR             
RAD|05P1275|6|LPR             
RAD|05P1276|0|LPR             
RAD|05P1277|1|LPR             
RAD|05P1278|11|LPR             
RAD|05P1279|7|LPR             
RAD|05P128|2|LPR             
RAD|05P1280|0|LPR             
RAD|05P1281|4|LPR             
RAD|05P1282|3|LPR             
RAD|05P1283|6|LPR             
RAD|05P1284|0|LPR             
RAD|05P1285|0|LPR             
RAD|05P1286|3|LPR             
RAD|05P1287|6|LPR             
RAD|05P1288|6|LPR             
RAD|05P1289|14|LPR             
RAD|05P129|0|LPR             
RAD|05P1290|0|LPR             
RAD|05P1291|0|LPR             
RAD|05P1292|1|LPR             
RAD|05P1293|8|LPR             
RAD|05P1294|2|LPR             
RAD|05P1295|2|LPR             
RAD|05P1296|4|LPR             
RAD|05P1297|0|LPR             
RAD|05P1303|3|LPR             
RAD|05P131|0|LPR             
RAD|05P1313|0|LPR             
RAD|05P1314|9|LPR             
RAD|05P1315|3|LPR             
RAD|05P1316|0|LPR             
RAD|05P1317|1|LPR             
RAD|05P1318|4|LPR             
RAD|05P1319|2|LPR             
RAD|05P1322|0|LPR             
RAD|05P1323|2|LPR             
RAD|05P1326|0|LPR             
RAD|05P1328|6|LPR             
RAD|05P133|5|LPR             
RAD|05P1333|0|LPR             
RAD|05P1334|1|LPR             
RAD|05P1336|0|LPR             
RAD|05P1340|5|LPR             
RAD|05P1343|1|LPR             
RAD|05P1344|2|LPR             
RAD|05P1345|1|LPR             
RAD|05P1347|2|LPR             
RAD|05P1348|13|LPR             
RAD|05P1349|3|LPR             
RAD|05P1351|18|LPR             
RAD|05P1353|0|LPR             
RAD|05P1354|1|LPR             
RAD|05P1355|0|LPR             
RAD|05P1358|0|LPR             
RAD|05P1359|0|LPR             
RAD|05P1360|0|LPR             
RAD|05P1361|0|LPR             
RAD|05P1362|2|LPR             
RAD|05P1363|0|LPR             
RAD|05P1365|0|LPR             
RAD|05P1366|0|LPR             
RAD|05P1367|0|LPR             
RAD|05P1368|0|LPR             
RAD|05P1369|2|LPR             
RAD|05P137|0|LPR             
RAD|05P1370|1|LPR             
RAD|05P1372|2|LPR             
RAD|05P1373|0|LPR             
RAD|05P1374|0|LPR             
RAD|05P1375|6|LPR             
RAD|05P1376|2|LPR             
RAD|05P1378|0|LPR             
RAD|05P1379|1|LPR             
RAD|05P1380|0|LPR             
RAD|05P1382|0|LPR             
RAD|05P1384|1|LPR             
RAD|05P1387|0|LPR             
RAD|05P1388|0|LPR             
RAD|05P1389|3|LPR             
RAD|05P139|0|LPR             
RAD|05P1390|4|LPR             
RAD|05P1391|0|LPR             
RAD|05P1392|4|LPR             
RAD|05P1393|0|LPR             
RAD|05P1398|1|LPR             
RAD|05P1398A|0|LPR             
RAD|05P1399|0|LPR             
RAD|05P140|0|LPR             
RAD|05P1400|2|LPR             
RAD|05P1401|2|LPR             
RAD|05P1402|0|LPR             
RAD|05P1403|3|LPR             
RAD|05P1405|1|LPR             
RAD|05P1406|3|LPR             
RAD|05P1407|0|LPR             
RAD|05P1408|0|LPR             
RAD|05P1409|2|LPR             
RAD|05P1410|1|LPR             
RAD|05P1411|0|LPR             
RAD|05P1412|0|LPR             
RAD|05P1413|0|LPR             
RAD|05P1415|5|LPR             
RAD|05P1416|0|LPR             
RAD|05P1417|0|LPR             
RAD|05P142|0|LPR             
RAD|05P1420|3|LPR             
RAD|05P1420A|0|LPR             
RAD|05P1421|0|LPR             
RAD|05P143|0|LPR             
RAD|05P1430|0|LPR             
RAD|05P1441|0|LPR             
RAD|05P1443|0|LPR             
RAD|05P1444|1|LPR             
RAD|05P1448|0|LPR             
RAD|05P1453|0|LPR             
RAD|05P1456|0|LPR             
RAD|05P146|0|LPR             
RAD|05P1460|34|LPR             
RAD|05P1464|1|LPR             
RAD|05P1465|18|LPR             
RAD|05P1467|2|LPR             
RAD|05P1469|0|LPR             
RAD|05P1470|3|LPR             
RAD|05P1471|58|LPR             
RAD|05P1472|0|LPR             
RAD|05P1474|4|LPR             
RAD|05P1475|19|LPR             
RAD|05P1476|3|LPR             
RAD|05P1477|0|LPR             
RAD|05P1480|5|LPR             
RAD|05P1481|3|LPR             
RAD|05P1482|2|LPR             
RAD|05P1483|0|LPR             
RAD|05P1484|22|LPR             
RAD|05P1485|3|LPR             
RAD|05P1486|1|LPR             
RAD|05P1487|20|LPR             
RAD|05P1489|3|LPR             
RAD|05P1490|0|LPR             
RAD|05P1491|0|LPR             
RAD|05P1493|37|LPR             
RAD|05P1495|13|LPR             
RAD|05P1496|0|LPR             
RAD|05P1498|0|LPR             
RAD|05P1499|0|LPR             
RAD|05P150|0|LPR             
RAD|05P1500|61|LPR             
RAD|05P1504|1|LPR             
RAD|05P1505|0|LPR             
RAD|05P1506|0|LPR             
RAD|05P1508|8|LPR             
RAD|05P1509|0|LPR             
RAD|05P151|0|LPR             
RAD|05P1511|1|LPR             
RAD|05P1518|0|LPR             
RAD|05P1519|0|LPR             
RAD|05P1522|0|LPR             
RAD|05P1528|1|LPR             
RAD|05P1533|2|LPR             
RAD|05P1534|11|LPR             
RAD|05P1535|2|LPR             
RAD|05P1536|0|LPR             
RAD|05P1541|0|LPR             
RAD|05P1548|0|LPR             
RAD|05P1550|0|LPR             
RAD|05P1551|0|LPR             
RAD|05P1552|0|LPR             
RAD|05P1553|0|LPR             
