ID_Product;Quantity;Quantity_Fourniss_After_Cumule;Qty Available
0K30A40500D;1;1;1
0K30A59760C;1;1;1
0K30B34350B;1;1;1
0K30C15210;1;1;1
0K30C58310E08;1;1;1
0K30E12111;4;6;6
0K30E12111;2;6;6
0K30E18211A;1;1;1
0K30E677F0;1;1;1
0K31L4372YE;1;1;1
0K33A67720B;1;1;1
0K34A67450D;1;1;1
0K34W51040C;1;1;1
0K41023802A;1;1;1
0K43A55482;1;1;1
0K51A41300B;1;1;1
0K52A4006XA;1;1;1
0K52Y40305;12;12;12
0K53A58410XX;1;1;1
0K53A59410CXX;1;1;1
0K53A61H04;1;1;1
0K53A66250;2;2;2
0K53B51520A;1;1;1
0K53B5771144;1;1;1
0K53B5773144;1;1;1
0K53B73250A;1;1;1
0K53B88122CY;1;2;2
0K53B88122CY;1;2;2
0K53C61461;1;1;1
0K53C61464;1;1;1
0K53H57741CY;1;1;1
0K54A53140C;1;1;1
0K54C66350WQ;1;1;1
0K54E51150;1;1;1
0K54J69180XX;1;1;1
0K55110220B;2;2;2
0K55111316;1;1;1
0K55112205B;1;1;1
0K55115981B;1;1;1
0K55123570A;4;4;4
0K55211721;1;1;1
0K55233251A;1;6;6
0K55233251A;5;6;6
0K55250925BXX;1;1;1
0K55251911A;1;2;2
0K55251911A;1;2;2
0K55259410B;1;1;1
0K55259605D;1;1;1
0K55261C08;1;1;1
0K55261H01A;1;1;1
0K55261H03A;1;1;1
0K55267330;5;5;5
0K55267450A;1;1;1
0K55272310;1;1;1
0K55272380C;1;1;1
0K55343712B;12;14;14
0K55343712B;2;14;14
0K55351320E71;1;1;1
0K55359511;1;1;1
0K55419100;1;1;1
0K55439070;1;1;1
0K55639030D;1;1;1
0K55A76930A;1;1;1
0K55B33251;3;4;4
0K55B33251;1;4;4
0K55E32490A;1;1;1
0K55G61R16;1;1;1
0K56A3323Z;2;2;2
0K56A43701A;2;19;19
0K56A43701A;16;19;19
0K56A43701A;1;19;19
0K56A44420B;1;1;1
0K56B26610;3;3;3
0K56B3323ZA;3;4;4
0K56B3323ZA;1;4;4
0K56B44150;1;1;1
0K58A2638Z;1;1;1
0K58A3323Z;2;6;6
0K58A3323Z;4;6;6
0K58B33251;4;4;4
0K5Z111SE0;2;2;2
0K60A32180;1;1;1
0K60A32270A;1;1;1
0K60A32640A;1;1;1
0K60A32850B;1;1;1
0K60A32850C;1;1;1
0K60A33251A;32;38;38
0K60A33251A;6;38;38
0K60A3328ZA;10;10;10
0K63A44410A;2;2;2
0K63K46600A;1;1;1
0K63K66762;1;1;1
0K63K67050B;1;1;1
0K63M67010A;1;1;1
0K65A10311;1;1;1
0K67032301B;1;1;1
0K67033020B;1;1;1
0K6B056620A;1;1;1
0K6Z211SH0;1;1;1
0K71E17201A;1;1;1
0K71E17242;1;1;1
0K71E17500B;1;1;1
0K72A15930;1;1;1
0K72A2638Z;1;1;1
0K72A33047;1;4;4
0K72A33047;3;4;4
0K72A33075;1;6;6
0K72A33075;5;6;6
0K72A3328Z;1;1;1
0K72B26710A;33;34;34
0K72B26710A;1;34;34
0K72C23603;2;2;2
0K72C72511;1;1;1
0K74R23603;1;1;1
0K7562638ZA;2;2;2
0K75B3328Z;1;1;1
0K76B51030A;1;1;1
0K76L61310A;1;1;1
0K79023603B;1;14;14
0K79023603B;5;14;14
0K79023603B;8;14;14
0K88R12750;1;1;1
0K95412205;1;1;1
0K97212205;1;1;1
0K9A115909;1;1;1
0K9A166630B;1;1;1
0K9A243900A;1;1;1
0K9A443701B;1;1;1
0K9AA40500B;6;6;6
0K9B010511;1;1;1
0K9B139060;2;2;2
0K9B569180XX;1;1;1
0K9BA51040C;1;1;1
0K9BV12205;1;1;1
0K9D033990;1;1;1
0K9FC15171;2;2;2
0K9Y63328Z;2;6;6
0K9Y63328Z;4;6;6
0S08941400;1;1;1
0S61734300A;2;2;2
0VN0112400;1;1;1
0VN0112411;1;1;1
0W00125060A;1;1;1
1864735010QQK;1;2;2
1864735010QQK;1;2;2
1864765009;2;2;2
1879000621;1;5;5
1879000621;4;5;5
1879003338AS;4;4;4
1881111051;16;16;16
1881411062;8;8;8
1882511101;8;8;8
1882611101;6;20;20
1882611101;14;20;20
1884111051;4;75;75
1884111051;23;75;75
1884111051;48;75;75
1884310062;12;20;20
1884310062;8;20;20
1884508200;1;4;4
1884508200;3;4;4
1885111070;2;6;6
1885111070;4;6;6
1885409080;4;4;4
1885808090;4;4;4
1898006762AS;1;1;1
1J142ADE01;1;1;1
1J142ADE05;1;1;1
1J200ADE00BL;1;1;1
1J620ADE00C;2;2;2
1JF40AC000;1;3;3
1JF40AC000;2;3;3
1K120ADE00;1;1;1
1K141ADE00;1;1;1
1K54B6932068;1;1;1
1K58260810QQH;1;1;1
1K620ADE01PD;1;1;1
1KF40AC200;1;1;1
1P131ADE00;1;1;1
1P210ADE00AL;1;1;1
1W122ADE00;1;1;1
1W200ADE00BL;1;1;1
1W271ADE00;1;1;1
2092024B11;1;1;1
2102002740;3;3;3
2102042032D;1;1;1
2103002805;16;16;16
213502A802;1;1;1
2135227300;1;1;1
2135227310;1;1;1
2135327310;1;1;1
2135327320;1;1;1
2151024001;1;1;1
2151025001;1;1;1
2151043603;1;1;1
21810FD060;1;1;1
218171C310;1;1;1
218913W000;6;6;6
219102D210;1;1;1
219501W000;1;1;1
221142U000;8;8;8
22127210;1;1;1
2221102200;8;12;12
2221102200;4;12;12
2221121010;2;2;2
2221123100;7;7;7
2221202200;4;4;4
2221223600;4;4;4
2221233000;14;14;14
222242A000;64;64;64
222242A100;48;48;48
222242B011;32;32;32
222244A000;16;16;16
2222627000;1;3;3
2222627000;2;3;3
222262B405;10;10;10
222263E015;4;7;7
222263E015;3;7;7
2231127020;1;1;1
2231127902;1;1;1
223112Y100;1;1;1
223114A100;1;1;1
223122A650;1;1;1
223132A700;1;1;1
2232127400;1;22;22
2232127400;5;22;22
2232127400;5;22;22
2232127400;11;22;22
2241042941;1;1;1
2244102230;5;6;6
2244102230;1;6;6
2304002935;2;2;2
2304026170;1;1;1
230412B010;4;4;4
2306002903;1;1;1
2306026220;2;2;2
231202U000;1;1;1
2312403401;1;1;1
2312939800;3;3;3
231294A000;1;1;1
2335633160;2;2;2
2335642011;2;3;3
2335642011;1;3;3
2335642200;1;1;1
2335733130;2;2;2
2335738001;1;1;1
233614X000;4;4;4
233624X000;4;8;8
233624X000;4;8;8
2420003050;1;1;1
2431222010;2;2;2
2431223002;1;3;3
2431223002;1;3;3
2431223002;1;3;3
2431224050;1;1;1
2431226050;1;4;4
2431226050;3;4;4
243122Y000;2;2;2
2431233160;1;1;1
2431237100;1;1;1
2431237400;1;1;1
2431237500;1;3;3
2431237500;2;3;3
2431238020;1;1;1
2431238210;1;1;1
2431238220;1;1;1
243124X000;1;1;1
2431542101;2;3;3
2431542101;1;3;3
2431542200;1;1;1
243174X001;2;3;3
243174X001;1;3;3
243224X000;1;1;1
243503C113;1;2;2
243503C113;1;2;2
2437029000;1;1;1
2441032560;2;2;2
2455102200;4;4;4
2455122020;2;10;10
2455122020;2;10;10
2455122020;6;10;10
2455202200;4;4;4
2455222020;2;2;2
2481037120;1;1;1
2484037120;1;1;1
2484039000;1;1;1
2510026660;2;2;2
2510027900;2;2;2
251002A001;1;1;1
2510032033;1;1;1
251004X800;1;1;1
251102G500;1;1;1
2511129001;1;1;1
2521203350;1;2;2
2521203350;1;2;2
2521225000;1;1;1
252122A001;1;1;1
252122A121;2;2;2
252122F000;1;5;5
252122F000;2;5;5
252122F000;2;5;5
252122F010;1;1;1
252122F020;1;1;1
2521233160;3;3;3
2521237181;1;1;1
2521237182;2;2;2
252123A000;1;1;1
252124A000;24;24;24
252124A001;1;3;3
252124A001;2;3;3
252124A010;2;5;5
252124A010;3;5;5
252124A011;1;1;1
252124A101;1;2;2
252124A101;1;2;2
252124A401;1;1;1
252124A411;1;1;1
252124A700;1;1;1
2521542022;12;12;12
252312E000;1;1;1
2528125000;1;1;1
2528127010;1;1;1
2528127060;1;2;2
2528127060;1;2;2
2528135060;1;1;1
2528137120;1;1;1
252814A700;1;1;1
252864A000;1;1;1
252864A020;1;1;1
2528727400;1;4;4
2528727400;3;4;4
252872F480;1;1;1
2528827000;6;10;10
2528827000;4;10;10
2528925000;1;1;1
252902A000;1;1;1
253100U000;1;1;1
253101C300;1;1;1
2535007100;2;2;2
253501P250;1;1;1
2535022000;1;1;1
2535023300;1;1;1
2535024000;1;1;1
2535026000;2;2;2
253502E400;1;1;1
2538017800;1;1;1
2538026400;1;1;1
2538605500;1;1;1
2538622020;1;1;1
253863A150;1;1;1
254141W100;1;1;1
254141W950;1;1;1
25N2A1P2S0;1;2;2
25N2A1P2S0;1;2;2
2630029000;1;1;1
2632027000;5;5;5
263203C100;1;1;1
263203C250;2;2;2
263212W000;11;12;12
263212W000;1;12;12
263304X000;2;3;3
263304X000;1;3;3
2644043159;1;1;1
264434A100;1;1;1
2645043159;2;2;2
2714002500;1;2;2
2714002500;1;2;2
2731002620;1;1;1
2740018110;4;8;8
2740018110;4;8;8
274002X180;4;4;4
2741037100;12;12;12
2811205700;1;1;1
281122H100;1;1;1
2811304000;28;28;28
2811307100;4;7;7
2811307100;3;7;7
2811307200;2;3;3
2811307200;1;3;3
2811308000;4;9;9
2811308000;4;9;9
2811308000;1;9;9
281130X200;1;1;1
2811317500;2;2;2
281131G100;1;1;1
281131R100;4;4;4
281131W000;15;16;16
281131W000;1;16;16
281132F000;2;3;3
281132F000;1;3;3
281132K000;5;5;5
281132P100;2;2;2
281132P300;1;3;3
281132P300;2;3;3
2811332510;3;3;3
2811337101;7;7;7
281133E500;1;1;1
281133K010;6;7;7
281133K010;1;7;7
281133K100;1;5;5
281133K100;4;5;5
281133K200;3;6;6
281133K200;1;6;6
281133K200;2;6;6
281134D000;4;13;13
281134D000;9;13;13
281134H000;1;6;6
281134H000;5;6;6
28113A5800AS;2;4;4
28113A5800AS;1;4;4
28113A5800AS;1;4;4
28113C1500;2;3;3
28113C1500;1;3;3
28113F6300AS;1;1;1
2813059000;1;2;2
2813059000;1;2;2
281382K200;1;1;1
281614A151;1;1;1
2816242760;1;2;2
2816242760;1;2;2
2816342761;1;1;1
2816423700;1;1;1
2817242760;1;1;1
281924X330;1;1;1
281934A200;1;2;2
281934A200;1;2;2
282003E000;1;1;1
282012A000;1;1;1
282012A800;1;1;1
2821007000;1;1;1
282101C051;2;2;2
282404X400;1;1;1
2824842543;1;1;1
282512F001;1;1;1
282612A301;1;1;1
2826227700;1;1;1
2826327700;1;1;1
282672A300;1;1;1
282742A613;1;1;1
2828042540;3;5;5
2828042540;2;5;5
2828042541;1;1;1
282923A055;8;8;8
2831142540;1;1;1
284002AA10;1;1;1
2841027001;1;1;1
284104A010;1;1;1
284104X510;1;1;1
284112B000;2;4;4
284112B000;2;4;4
284172A770;1;1;1
2851123001;1;1;1
2851123302;1;1;1
2851124000;1;1;1
2851138001;1;2;2
2851138001;1;2;2
2851142540;1;1;1
285134A001;1;1;1
285252B010;2;2;2
2853502751;1;1;1
2857127200;1;1;1
2860022000;1;1;1
2861029800;1;1;1
28641C8450;1;1;1
28641C8486;1;1;1
2865734000;3;3;3
2869502000;1;1;1
2876428020QQK;4;4;4
291104A401;1;1;1
29110A2900;1;1;1
291202T200;1;1;1
291302T200;1;1;1
291404A800;1;1;1
292402U700;1;1;1
2924037300;1;1;1
2K161ADE00;1;1;1
2P431ADE00ST;1;1;1
2P621ADE03CP;1;1;1
2PF37AQ800;1;1;1
2PF40AC650;1;1;1
2S131ADE00;1;1;1
2S271ADE00;3;3;3
2S280ADE01;1;2;2
2S280ADE01;1;2;2
2S450ADE00;1;1;1
2V301ADE00CB;1;1;1
2W143ADE00;1;1;1
2W221ADE00;1;1;1
2W280ADE01;1;1;1
2W281ADE02;1;1;1
2W620ADE02CP;1;1;1
2WH15AP000RYN;1;1;1
2Y620ADE00CP;3;3;3
3104025810;1;1;1
310503A900;3;3;3
310902F000;1;1;1
311024A050;1;1;1
311101P900;1;1;1
311102F900;1;1;1
311102Y100;1;1;1
311103A901;1;1;1
311111G500;1;1;1
3111126930;1;1;1
3111207000;5;5;5
311121A600;1;1;1
311121G000;1;2;2
311121G000;1;2;2
311121R100;3;3;3
311123Q500;2;3;3
311123Q500;1;3;3
311123R000;3;3;3
31112BE300;1;1;1
31112C0000;1;1;1
31112C1101;1;1;1
31112C9100;1;1;1
31118F3500;1;1;1
311681H000;4;5;5
311681H000;1;5;5
3119029810;6;6;6
311WX1D00TQQK;12;12;12
313003E200;2;2;2
3131725805;6;6;6
313302T900;1;1;1
313382E900;1;1;1
31339C8900;1;1;1
31390H1970;4;6;6
31390H1970;2;6;6
314002A660;1;1;1
314022A400;1;1;1
3141027000;13;13;13
314104A510;1;1;1
3141127400;4;4;4
314192U000QQH;2;3;3
314192U000QQH;1;3;3
3142007000;1;1;1
3142022000;1;1;1
314203A000;1;1;1
314203K000;3;3;3
314204A440;1;4;4
314204A440;1;4;4
314204A440;2;4;4
314404A000;3;3;3
315004X520;1;1;1
315004X540;1;1;1
315004X700;1;2;2
315004X700;1;2;2
31570J7900;1;1;1
3170024200;1;1;1
3190629001;1;1;1
3191021000;3;3;3
319102F900;1;1;1
319112D000;1;2;2
319112D000;1;2;2
319112E960;1;1;1
319112G501;1;1;1
319113A000;1;2;2
319113A000;1;2;2
319114D500;4;4;4
319114D600;3;3;3
319122F900;1;2;2
319122F900;1;2;2
319131P900;1;1;1
3192217400;2;2;2
3192226900;8;10;10
3192226900;1;10;10
3192226900;1;10;10
319223A800;2;5;5
319223A800;3;5;5
319223E10A;2;4;4
319223E10A;2;4;4
31922F6900;1;1;1
3192317400;1;1;1
3192517800;1;1;1
31925A6900;1;1;1
319702Y010FFF;1;1;1
319711P000;10;10;10
31973H1000;3;3;3
319744B070;1;1;1
3270526022;1;1;1
327404A500;1;1;1
32800G4200;1;1;1
328022K200;1;1;1
331154X400;7;8;8
331154X400;1;8;8
3313742000;1;1;1
3380042020;2;2;2
338142A101;3;3;3
3510025400;1;1;1
351023B000;1;1;1
3512227000;2;2;2
3531003200;1;1;1
353102B150;1;1;1
3611042000;1;1;1
3613942000;1;1;1
3613993000;1;1;1
3616042300;1;1;1
361604Z210;1;1;1
365021XAA0QQK;1;3;3
365021XAA0QQK;2;3;3
3671027010;4;5;5
3671027010;1;5;5
367102A200;16;16;16
367102A700;4;8;8
367102A700;4;8;8
367103A000;1;2;2
367103A000;1;2;2
3671042000;4;4;4
3671042020;1;1;1
3671042021;4;8;8
3671042021;4;8;8
3671042060;2;6;6
3671042060;4;6;6
369102B100QQK;1;1;1
36910G2912QQK;2;2;2
3721002002;1;1;1
373002A805;1;1;1
373003E105;1;1;1
3732103100;1;1;1
373214X300;1;1;1
3733029101;3;3;3
3733147301;1;1;1
373402F301QQK;1;1;1
3734142001;1;1;1
373604X300;1;1;1
3736722020;1;1;1
3736737150;1;1;1
3737024510;1;1;1
3737027013;1;1;1
3737027500;1;1;1
3737037250;1;1;1
3737042300;1;1;1
3737042540;2;3;3
3737042540;1;3;3
373704Z220;2;2;2
3738042000;3;3;3
3738042310;1;1;1
37513A8520QQK;1;1;1
37514G2000QQH;1;1;1
37514K4001;1;1;1
37537E4000;1;1;1
37561Q4051;1;1;1
37583A8000QQH;3;3;3
37583A8000QQK;2;4;4
37583A8000QQK;2;4;4
391052A760;1;1;1
391052GPE2QQH;1;1;1
3911504389;1;1;1
391804A111;1;1;1
3920042030;1;1;1
3921002950;1;2;2
3921002950;1;2;2
3921007070;1;1;1
3921023036;1;1;1
3921023216;1;1;1
392102B270;1;1;1
392102B420;1;1;1
392202A800;1;1;1
392304A000;1;1;1
3924027280;2;2;2
392402A650;1;1;1
3925022010;1;1;1
392502B020;1;1;1
3925037150;1;1;1
392503E110;1;1;1
392504A200;1;1;1
3930038200;1;1;1
3931002600;1;2;2
3931002600;1;2;2
3935022040;1;1;1
3935025010;1;1;1
3936022040;1;1;1
3940238520;1;1;1
3941042750;1;1;1
394112A635;1;1;1
394122M601;1;1;1
394702A600;1;1;1
396004X310;1;1;1
3K75D67030B;1;1;1
3NF40AC000;2;3;3
3NF40AC000;1;3;3
3U141ADE00;1;3;3
3U141ADE00;2;3;3
3U620ADE00CP;2;2;2
3W830SBA00;1;1;1
3Z150ADE00;2;2;2
3Z210ADE00AL;2;2;2
3Z280ADE01;1;1;1
410502B050QQ;5;6;6
410502B050QQ;1;6;6
4110002800;1;1;1
4110002840;1;1;1
4110002857;1;1;1
4110002880;1;1;1
4110023580;1;1;1
4110028040;1;1;1
4110039140;2;2;2
4110039310;1;1;1
411003A160;1;1;1
411003D000;1;2;2
411003D000;1;2;2
41100M2001;1;1;1
4130002510;1;2;2
4130002510;1;2;2
4130002701;1;1;1
4130002840;1;1;1
4130002857;1;1;1
4130002880;2;2;2
4130022650;2;2;2
4130023138;1;1;1
4130023138FFF;1;1;1
4130026900;1;1;1
4130028800;1;2;2
4130028800;1;2;2
4130034020;2;2;2
4130039090;2;2;2
4130039115;1;1;1
413003A200;1;1;1
41300M2001;1;1;1
416101D100;1;1;1
4161022060;1;1;1
4161025020;1;1;1
4161028050;1;1;1
416313K500;1;1;1
426203B311;1;1;1
431414A001;1;1;1
432104B102;1;1;1
4321502618;1;1;1
4322126230;1;1;1
4322132330;1;1;1
4322336060;2;2;2
432234A050;2;2;2
432253A040;1;1;1
4322549601;2;2;2
432264A040;1;3;3
432264A040;2;3;3
4322734280;3;3;3
432313C052;1;1;1
432402D000;1;1;1
432453C000;1;1;1
4326024705;1;1;1
432603C052;1;1;1
4327024720;1;1;1
4328023130;1;1;1
4328023240;1;1;1
4328024320;1;1;1
432803C031;1;1;1
433113C051;1;1;1
4333202020;1;1;1
4335002502;1;1;1
4335023002;1;1;1
4335023012;1;1;1
4335024370;1;1;1
4335028Q00;1;1;1
4335038530;1;1;1
4335324300;1;1;1
4336024350;1;1;1
4336032200;2;2;2
433603C000;1;1;1
4336049623;1;3;3
4336049623;1;3;3
4336049623;1;3;3
4337025700;1;1;1
433704A300;1;1;1
4337502502;1;1;1
4337624300;1;1;1
4338002000;1;1;1
4338022Q00;3;3;3
4338049621;1;1;1
4338434002;2;2;2
4338728500;5;5;5
433943D041;1;1;1
4362222640;1;1;1
437111J3209P;1;1;1
437112R161XP;1;1;1
437112R200XP;1;1;1
437113A100LK;1;1;1
437113K300;2;2;2
43711C5200;1;1;1
43711C7210;1;1;1
43711C72104X;1;2;2
43711C72104X;1;2;2
4379407510;1;1;1
437941C100;1;1;1
437941Y000;1;1;1
4383049611;1;1;1
4386139010;1;1;1
4386249802;1;1;1
4386923000;2;2;2
4388022614;1;1;1
4505022A10;1;1;1
4505036A02;1;1;1
451003B900;1;1;1
4572028800;1;1;1
4630739050;1;1;1
463133B673;1;1;1
473254B000;1;1;1
473303C100;1;1;1
4736439010;2;2;2
47385H1000;1;1;1
47385H1100;1;1;1
4738939000;1;1;1
491204A010;1;1;1
491404A000;3;3;3
493003W000;1;1;1
495002B010;1;1;1
495002Y100;1;1;1
49500E4000;1;1;1
49501E4000;1;1;1
495062BA60;1;1;1
4950729L20;1;1;1
4950909800;2;2;2
495091CC00;1;1;1
495092DE00;2;2;2
4950938E00;1;2;2
4950938E00;1;2;2
495093AB00;2;2;2
49536G6000;1;1;1
4957017100;1;1;1
495813Z420;1;1;1
495833S300;1;1;1
49583D4700;1;1;1
495843Z300;1;1;1
49584A4300;1;1;1
495901C000;395;395;395
4959022E00;1;1;1
495911F310;1;1;1
495914D350;4;6;6
495914D350;2;6;6
495931D500;2;2;2
495942Y900;1;1;1
495951F400;1;1;1
495953X0A0;1;1;1
495983E000;1;1;1
4960533A11;1;1;1
4960626E50;1;1;1
496092BA30;1;1;1
496092PA30;1;1;1
4960933A11;1;2;2
4960933A11;1;2;2
4960938E00;1;1;1
4960938G00;1;1;1
510204A000;1;1;1
513003E100;1;1;1
51612H1000;1;1;1
51622H1010;1;1;1
517034A000;4;4;4
5171207500;1;2;2
5171207500;1;2;2
5171207700;1;10;10
5171207700;4;10;10
5171207700;5;10;10
517120X500;2;2;2
517120Z000;2;2;2
517121C050;1;1;1
517121D100;1;2;2
517121D100;1;2;2
517121F000;2;2;2
517121H000;2;4;4
517121H000;2;4;4
517121H100;1;1;1
517121W050;2;2;2
517121W200;2;4;4
517121W200;2;4;4
517121W250;3;5;5
517121W250;2;5;5
5171221350;1;1;1
5171225060;1;1;1
5171228300;1;4;4
5171228300;3;4;4
5171233001;1;1;1
5171238100;2;2;2
517123B000;2;4;4
517123B000;2;4;4
517123D300;1;1;1
517123E000;4;8;8
517123E000;4;8;8
517123K110;1;1;1
517123K160;1;1;1
517124D200;5;6;6
517124D200;1;6;6
51712G2100;2;2;2
51712H1000;2;3;3
51712H1000;1;3;3
51712H1030;2;3;3
51712H1030;1;3;3
5171502000;1;1;1
5171517100;1;1;1
517151C110;1;1;1
517152K000;1;1;1
5171602050;1;1;1
5171629100;1;1;1
51716M2010;1;1;1
5172002000;1;1;1
517200Q000;2;2;2
517200Q000FFF;1;1;1
5172022000;3;6;6
5172022000;3;6;6
517202D000;1;1;1
517202D200;2;2;2
5172036200;1;1;1
5172038000;1;1;1
517203A101;1;1;1
51720FL047;1;1;1
5173011101;1;1;1
5175024500;1;3;3
5175024500;2;3;3
517502H000;1;1;1
51750M2010;1;1;1
51751H1050;1;1;1
5175237000;6;6;6
5175545200;7;7;7
518304E000;3;3;3
523713E000;2;2;2
52688H1B00;1;1;1
5270144530;1;1;1
527014A070;1;3;3
527014A070;1;3;3
527014A070;1;3;3
5270344530;1;1;1
5271002300;1;1;1
5271002500;1;2;2
5271002500;1;2;2
5271022400;1;1;1
5271022600;1;1;1
5271026510;1;1;1
5271029461;1;1;1
5271029470;1;3;3
5271029470;2;3;3
5271029671;1;2;2
5271029671;1;2;2
527102D000;1;1;1
527201F000;1;1;1
5272024000;6;6;6
527501C000;1;1;1
527502K000;1;1;1
528214A060;1;2;2
528214A060;1;2;2
528214A400;2;2;2
52910A2270;1;1;1
529322Y000;1;1;1
529331J000;1;1;1
529332L600;1;1;1
529332M000;1;1;1
529332V100;1;1;1
529332Y450;1;1;1
52933B2100;3;3;3
529341P000QQH;5;5;5
529343X000;5;5;5
52934A5000;3;15;15
52934A5000;4;15;15
52934A5000;8;15;15
52936A5100;1;4;4
52936A5100;3;4;4
52936D9100;1;1;1
52940CG100;1;1;1
52941J7000;5;5;5
5295037000;30;30;30
529601E800;1;1;1
529601K000;1;1;1
5296025020;1;1;1
5296025030;1;1;1
5296027610;2;3;3
5296027610;1;3;3
5296029400;1;2;2
5296029400;1;2;2
5296029421;1;3;3
5296029421;2;3;3
529604D000;1;4;4
529604D000;3;4;4
529604P605;1;1;1
52960C8001ALT;1;1;1
529611G100;1;2;2
529611G100;1;2;2
529865H500;9;9;9
530753B300;1;1;1
53080H1170;1;1;1
53110H1170;1;1;1
5333243000;1;1;1
535224H000;5;5;5
544433K001;3;3;3
5450002052;1;1;1
545002210A;1;1;1
5450022200;1;1;1
5450022B00;1;1;1
545011P100;1;1;1
545012210A;1;1;1
5450324001;1;1;1
5452444A00;1;1;1
545304AA00;2;2;2
545304AA10;1;1;1
545412H000;1;1;1
5455102000;1;1;1
545511C000;2;2;2
5455122200;3;3;3
545512H000;1;2;2
545512H000;1;2;2
545553A100;1;1;1
5455628001;1;1;1
545844D000;1;1;1
546013E040;1;2;2
546013E040;1;2;2
5461022000;1;1;1
5461026000;2;2;2
546102D100;1;1;1
546104D001;2;2;2
5461138550;2;2;2
546301H541;1;1;1
546301J852;1;1;1
546301P000;1;1;1
546302Y754;1;1;1
546302Y954;2;2;2
546303K000;2;2;2
5465007100;2;2;2
546501C300;2;2;2
5465121A00;1;1;1
546512L601;1;1;1
546513U000;1;1;1
5466025750;1;1;1
5466027130;2;2;2
546602B200;1;1;1
546602P700;1;1;1
546603A201;1;1;1
546604P100;2;2;2
546604P150;2;2;2
5466122102;1;1;1
546612F100;1;1;1
546612V450;1;1;1
546612Y001;1;1;1
5481007100;1;1;1
548103E000;2;2;2
54822H1000;1;1;1
548300X000;1;1;1
548301G500;1;4;4
548301G500;3;4;4
5483029000;1;3;3
5483029000;2;3;3
548302S200QQK;1;5;5
548302S200QQK;4;5;5
548303L000;5;5;5
548304A003;4;12;12
548304A003;8;12;12
548304A600;2;2;2
548304A803;1;2;2
548304A803;1;2;2
548304D000;1;1;1
548400X000;1;1;1
5484026100;1;1;1
548402B000;1;1;1
551003Z000AS;1;1;1
55101H1300;1;1;1
5511038000;1;1;1
5520026500QQH;1;1;1
55217D3000;1;1;1
552214H100;1;1;1
553000X100;1;1;1
553001K000FFF;1;1;1
553001K100;1;1;1
553003E021;1;1;1
553003E060;2;2;2
5530047100;1;1;1
55300A2970;1;1;1
55300A4250;1;1;1
55300A6460;2;2;2
553101G210;1;1;1
553104A100;1;1;1
553104A500;1;1;1
55310H8100;1;1;1
553112Y101;1;2;2
553112Y101;1;2;2
553112Y350;2;2;2
553112Y400;1;1;1
553113K130;2;2;2
553202E000;1;1;1
553303K010;1;1;1
55330A4250;1;1;1
55330H8150QQK;2;3;3
55330H8150QQK;1;3;3
553483K600;6;6;6
5535027130;1;1;1
553502Y120;1;1;1
5535122150;1;1;1
5536122150;1;1;1
555302S200;3;4;4
555302S200;1;4;4
555303R000;3;3;3
55621ADE01;1;1;1
55700SBA20;2;2;2
55701SBA20;1;1;1
55896J5050;1;1;1
561112V100RYFFF;1;1;1
56111G3100TRY;1;1;1
561504A010LK;1;1;1
561901J500;1;1;1
563003E100;1;1;1
563101K051;1;1;1
56351F2AAAFFF;1;1;1
56351G3AAAFFF;3;5;5
56351G3AAAFFF;2;5;5
564002E000;1;1;1
5641023000;1;1;1
5654002000;2;2;2
565401G000;1;2;2
565401G000;1;2;2
5654024001;1;1;1
567164A550;1;1;1
5682002500;3;3;3
568201C080;1;1;1
568201G000;1;1;1
568202K000;1;1;1
568203B000;2;2;2
568203F111;1;1;1
5690026500;1;1;1
56900A6000TRYQH;1;1;1
571303A000;1;1;1
5717002710;9;9;9
575004E000;1;2;2
575004E000;1;2;2
5752043032;1;1;1
575502G200;1;1;1
575603A000;1;1;1
5756126400;1;1;1
5768445210;1;1;1
57720M1000;1;1;1
577240X010;2;2;2
5773029001;2;2;2
5810102A00;2;2;2
5810107A10;2;2;2
5810107A20;8;16;16
5810107A20;8;16;16
581010XA10;2;2;2
581011CA00;3;6;6
581011CA00;3;6;6
581011FA50;1;1;1
581011FE01;2;13;13
581011FE01;10;13;13
581011FE01;1;13;13
581011GE00;1;13;13
581011GE00;4;13;13
581011GE00;8;13;13
581011HA00;28;28;28
581011HA10;2;6;6
581011HA10;4;6;6
581011HA20;7;7;7
581011JA60;1;6;6
581011JA60;5;6;6
581011KA00;2;3;3
581011KA00;1;3;3
581011WA05;3;4;4
581011WA05;1;4;4
581011YA31;3;3;3
581011YA35;1;1;1
5810124B00;1;1;1
5810126A10;1;1;1
5810126A30;2;6;6
5810126A30;1;6;6
5810126A30;3;6;6
5810129A50;1;1;1
5810129A90;1;1;1
5810129B00;1;1;1
581012DA31;1;1;1
581012DA40;1;3;3
581012DA40;2;3;3
581012EA11;1;1;1
581012EA30;1;2;2
581012EA30;1;2;2
581012FA20;1;1;1
581012KA10;5;12;12
581012KA10;7;12;12
581012PA70;2;4;4
581012PA70;1;4;4
581012PA70;1;4;4
581012TA20;1;1;1
581012TA50;3;3;3
581012VA50;1;3;3
581012VA50;2;3;3
581012VA70;1;1;1
581012WA40;1;1;1
5810133A00;1;1;1
5810134A21;2;2;2
5810138A70;1;2;2
5810138A70;1;2;2
5810138A81;1;1;1
581013AA20;3;4;4
581013AA20;1;4;4
