ID_Product,Quantity,Quantity_Fourniss_After_Cumule
17707505,13,13
17707506,4,4
17707509,2,2
17707517,3,3
17707518,1,1
177076,6,6
177081,13,13
177082,15,15
177083,10,10
177099,4,4
1783D05FR,100,100
1783D1FR,60,60
18008,1,1
18014,1,1
18025,117,117
18026,23,23
18051,2,2
18052,2,2
18053,27,27
18054,23,23
18071,57,57
18072,5,5
18073,3,3
18074,7,7
18075,4,4
18076,29,29
18077,2,2
18078,0,0
18085,3,3
18086,2,2
18087,4,4
18090,0,0
18095,4,4
18096,1,1
18097,4,4
18098,5,5
18099,11,11
181076,1,1
181163,2,2
18126,308,308
181310,0,0
18144,64,64
182098,6,6
182240,1,1
182480,2,2
182490,2,2
182530,1,1
18302,38,38
18568,3,3
18620,841,841
18636,111,111
1865D04FR,0,0
18671,2,2
18672,1,1
18758,1,1
18775,148,148
18776,95,95
18875,9,9
18876,1,1
18877,10,10
18878,17,17
18975,0,0
18976,1,1
19003,0,0
19008,1,1
190102,0,0
190103,7,7
190151,16,16
190250,9,9
190285,6,6
190290,11,11
190353,2,2
190354,13,13
190364,7,7
190366,8,8
190368,9,9
190371,18,18
190379,4,4
190390,2,2
190445,13,13
190470,6,6
190485,4,4
190501,18,18
190588,1,1
190650,5,5
190705,21,21
190707,5,5
19073,2,2
19074,1,1
19079,0,0
190790,32,32
190797,4,4
19080,2,2
190810,13,13
190811,1,1
190835,5,5
190870,1,1
190871,11,11
190880,1,1
190885,6,6
190900,5,5
190901,7,7
190902,3,3
190903,2,2
190904,3,3
190905,5,5
190906,0,0
190907,5,5
190916,10,10
190918,1,1
190933,1,1
190960,8,8
19097,1,1
190970,3,3
190990,10,10
191102,0,0
191151,9,9
191290,11,11
191390,3,3
191485,8,8
191500,7,7
191650,5,5
191705,60,60
191707,3,3
191810,2,2
191835,28,28
191870,2,2
191871,23,23
191885,431,431
191906,4,4
191944,1,1
191958,1,1
191960,2,2
191966,17,17
191970,2,2
192290,2,2
192390,6,6
192705,1,1
192870,12,12
192885,2,2
192970,8,8
193102,4,4
193390,8,8
193870,8,8
193885,2,2
193960,10,10
194290,16,16
194390,8,8
194870,1,1
19501B,0,0
19501N,0,0
19501O,4,4
19501R,6,6
19502B,2,2
19502N,0,0
19502O,2,2
19502R,2,2
19503B,2,2
19503N,0,0
19503R,0,0
19503RS,0,0
19504,1,1
19504B,2,2
19504N,4,4
19504R,2,2
19510B,3,3
19510N,0,0
19510O,3,3
19510R,3,3
19511B,3,3
19511N,5,5
19520B,1,1
19520R,3,3
195290,5,5
19530B,2,2
19530N,0,0
19530R,4,4
19531B,1,1
19531N,0,0
19531R,2,2
19532B,6,6
19532N,4,4
19532R,3,3
19533B,4,4
19533N,3,3
19533R,8,8
19534B,1,1
19534N,3,3
19534R,6,6
19540B,5,5
19560N,4,4
19570B,6,6
19578,1,1
19579,2,2
19580,1,1
19581,0,0
19582,1,1
19583,0,0
19584,0,0
195870,4,4
19590D,2,2
19596,1,1
19597,6,6
19598,2,2
19599,15,15
19699,1,1
198099,2,2
199000,5,5
199003,129,129
199004,1,1
199005,5,5
199006,246,246
199007,1,1
199008,14,14
199013,15,15
199014,48,48
199015,283,283
199016,42,42
199017,92,92
199018,132,132
199019,29,29
199021,252,252
199024,6,6
199025,11,11
199026,26,26
199027,5,5
199028,30,30
199029,9,9
199030,32,32
199031,3,3
199033,5,5
199035,17,17
199036,10,10
199039,4,4
199041,29,29
199046,3,3
199048,13,13
199049,1,1
199050,0,0
199052,10,10
199056,1,1
199057,11,11
199058,1,1
199059,1,1
199062,2,2
199064,1,1
199066,5,5
199067,1,1
199068,1,1
199069,14,14
199080,6,6
199090,2,2
199100,57,57
199101,0,0
199102,13,13
199103,2,2
199104,1,1
199105,2,2
199106,2,2
199107,0,0
199109,1,1
199110,3,3
199111,1,1
199112,6,6
199113,0,0
199114,0,0
199116,0,0
199117,0,0
199118,0,0
199120,15,15
199121,1,1
199122,1,1
199123,3,3
199124,1,1
199127,1,1
199129,2,2
199131,1,1
199133,1,1
199138,1,1
199139,1,1
199140,51,51
199195,2,2
1992579,4,4
199449,14,14
199903,58,58
199942,6,6
199987,0,0
20004,0,0
200151,32,32
20023,39,39
20025,101,101
200251,3,3
20026,115,115
20027,22,22
20040KIT,15,15
20051,1,1
20052,1,1
20065,19,19
20066,2,2
20067,2,2
2007G,1,1
20081,220,220
20082,138,138
20083,2,2
20084,1,1
20095,18,18
20099,11,11
201151,4,4
2011M,2,2
202059,7,7
202061,2,2
202130,4,4
202151,7,7
2021600,2219,2219
203151,9,9
204151,9,9
205151,18,18
2057G,2,2
206151,10,10
207151,8,8
208151,16,16
208323,0,0
2088G,2,2
20901,1,1
20903,0,0
209151,6,6
20920,1,1
20921,32,32
2092501,190,190
2092502,0,0
2092503,0,0
2092504,0,0
2092505,0,0
2092506,0,0
20951,2,2
20952,0,0
20975,21,21
2097501,21,21
2097502,4,4
20976,7,7
20981,17,17
20982,16,16
2099001,8,8
2099002,4,4
20999,1,1
2099900,108,108
2103,1,1
21076,0,0
211310,1,1
2118,1,1
2119,0,0
21199,3,3
21201,7,7
21202,2,2
21204,16,16
21205,2,2
21206,9,9
2121001,56,56
2123,4,4
21230R,8,8
21231R,12,12
2124,0,0
21251,353,353
21252,228,228
21253,101,101
21254,103,103
21261,4,4
21262,29,29
2127507,2,2
2127508,15,15
21277,9,9
21278,16,16
21285,10,10
21286,0,0
21287,0,0
21296,4,4
21297,59,59
21298,12,12
21299,128,128
2135T,9,9
21451,178,178
21452,186,186
21481,47,47
21482,27,27
21483,3,3
21499,89,89
2154G,0,0
21610R,24,24
2178G,0,0
2195G,1,1
2196G,0,0
220016,4,4
220023,0,0
220035,3,3
220038,7,7
220039,3,3
220046,2,2
220052,4,4
220053,1,1
220054,1,1
220056,0,0
220067,3,3
220068,4,4
220077,3,3
220082,0,0
220085,1,1
220093,3,3
220095,3,3
220099,8,8
220103,32,32
220108,5,5
220119,1,1
220120,1,1
220121,11,11
220127,18,18
220128,2,2
220129,0,0
220130,4,4
220133,2,2
220136,5,5
220137,3,3
220138,52,52
220141,2,2
220143,2,2
220144,3,3
220146,3,3
220149,3,3
220153,2,2
220154,1,1
220157,3,3
220159,9,9
220160,4,4
220162,3,3
220163,4,4
220165,3,3
220167,3,3
220168,3,3
220169,3,3
220179,3,3
220180,3,3
220198,5,5
220205,3,3
220212,3,3
220214,3,3
220216,7,7
220217,3,3
220219,3,3
220222,3,3
220225,5,5
220238,2,2
220240,2,2
220241,3,3
220243,3,3
220251,2,2
220252,3,3
220262,0,0
220265,2,2
220275,3,3
220277,3,3
220296,2,2
220297,3,3
2202G,0,0
220300,3,3
220302,3,3
220305,3,3
220306,4,4
220307,4,4
220311,3,3
220312,3,3
220315,3,3
220316,3,3
220317,2,2
220318,3,3
220319,3,3
220328,0,0
220329,5,5
220344,6,6
220363,3,3
220372,3,3
220377,4,4
220378,5,5
2203G,0,0
220401,3,3
220410,1,1
220411,0,0
220421,3,3
220426,4,4
220427,1,1
220429,3,3
220430,10,10
220433,3,3
220435,2,2
220452,1,1
220456,6,6
220464,6,6
220465,6,6
220468,2,2
220471,3,3
220472,3,3
220477,3,3
220482,3,3
220486,3,3
220491,1,1
220494,1,1
220496,3,3
220501,0,0
220513,3,3
220515,3,3
220519,3,3
220520,3,3
220521,3,3
220528,3,3
220530,4,4
220537,2,2
220545,3,3
220546,3,3
220551,1,1
220556,2,2
220558,0,0
220566,3,3
220570,3,3
220572,3,3
220576,4,4
220577,2,2
220622,2,2
220623,3,3
220626,3,3
220627,3,3
220628,4,4
220633,3,3
220641,3,3
220647,3,3
220650,3,3
220655,2,2
220686,0,0
220692,3,3
220695,3,3
220716,3,3
220720,3,3
220721,6,6
220722,3,3
220723,3,3
220724,2,2
220725,3,3
220727,3,3
220742,3,3
220744,3,3
220747,3,3
220774,3,3
220775,3,3
220776,1,1
220782,3,3
220784,2,2
220786,3,3
220796,3,3
220804,3,3
220807,2,2
220808,5,5
220809,3,3
220814,5,5
220815,25,25
220816,6,6
220818,3,3
220821,3,3
220832,0,0
220839,3,3
220842,3,3
220843,3,3
220859,1,1
220872,3,3
220882,0,0
220885,5,5
220886,2,2
220887,0,0
220903,1,1
220904,4,4
220907,1,1
220915,6,6
220916,3,3
220927,5,5
220928,3,3
220939,3,3
220940,4,4
220941,20,20
220942,3,3
220944,54,54
220948,3,3
220950,4,4
220951,0,0
220953,3,3
220955,5,5
220957,2,2
220972,2,2
220977,3,3
220980,6,6
220987,3,3
220989,3,3
220993,3,3
221000,2,2
221001,5,5
221004,3,3
221005,5,5
221006,6,6
221007,6,6
221009,2,2
22101,9,9
221020,1,1
221023,3,3
221029,2,2
221034,6,6
221038,4,4
221040,3,3
221044,1,1
221045,4,4
221047,3,3
221048,5,5
221049,3,3
221052,3,3
221066,7,7
221068,9,9
221070,3,3
221077,4,4
221078,1,1
221079,5,5
221082,2,2
221089,3,3
221091,4,4
221092,3,3
221096,4,4
221101,0,0
221102,4,4
221103,3,3
221105,5,5
221106,25,25
221107,0,0
221108,9,9
221109,8,8
221110,6,6
221112,3,3
221115,1,1
221117,3,3
221120,3,3
221122,1,1
221128,4,4
221136,2,2
221137,0,0
221142,5,5
221143,2,2
221146,21,21
221148,1,1
221150,2,2
221172,3,3
221180,3,3
221181,4,4
221182,9,9
221183,2,2
221184,8,8
221188,1,1
221190,3,3
221200,10,10
221202,4,4
221203,3,3
221218,5,5
221220,2,2
221224,0,0
221228,3,3
221233,2,2
221234,1,1
221243,0,0
221255,0,0
221259,2,2
221262,1,1
221267,0,0
221280,0,0
221281,3,3
221288,3,3
221289,1,1
221300,1,1
221324,6,6
221335,3,3
221339,2,2
221362,0,0
221373,2,2
221387,1,1
221391,1,1
221394,5,5
221401,3,3
221421,4,4
221430,0,0
221437,3,3
221487,4,4
221536,14,14
221547,0,0
221556,0,0
221557,0,0
221570,3,3
221585,3,3
221644,0,0
221655,3,3
221701,0,0
221715,0,0
221841,0,0
221866,0,0
221980,4,4
222001,11,11
222002,25,25
222003,1,1
222004,17,17
222005,15,15
222006,10,10
222007,11,11
222008,16,16
222009,13,13
222010,24,24
222011,18,18
222012,38,38
222013,25,25
222014,1,1
222015,15,15
222016,21,21
222017,11,11
222018,14,14
222019,11,11
222020,15,15
222021,12,12
222022,10,10
222023,9,9
222024,6,6
222025,1,1
222026,8,8
222027,7,7
222028,11,11
222029,15,15
222030,23,23
222031,7,7
222032,9,9
222033,3,3
222034,12,12
222035,9,9
222036,21,21
222037,10,10
222038,8,8
222039,2,2
222040,0,0
222041,24,24
222042,5,5
222043,17,17
222044,15,15
222045,12,12
222046,6,6
222047,10,10
222048,11,11
222049,8,8
222050,11,11
222051,13,13
222052,8,8
222053,2,2
222054,6,6
222055,11,11
222056,5,5
222057,7,7
222058,16,16
222059,7,7
222060,8,8
222061,83,83
222062,12,12
222063,10,10
222064,14,14
222065,10,10
222066,5,5
222067,2,2
222068,0,0
222069,6,6
222070,10,10
222071,16,16
222072,9,9
222073,9,9
222074,17,17
222075,3,3
222076,6,6
222077,26,26
222078,8,8
222079,10,10
222080,19,19
222081,8,8
222082,7,7
222083,1,1
222084,17,17
222085,8,8
222086,56,56
222087,15,15
222088,13,13
222089,10,10
222090,2,2
222091,6,6
222092,6,6
22921,49,49
23025,94,94
23026,186,186
23027,62,62
23028,128,128
23075,19,19
23076,14,14
232040,2,2
2321001,82,82
23260,70,70
2326G,4,4
2327001,7,7
2329001,9,9
2329002,16,16
2329027,11,11
2329G,0,0
2342G,0,0
2352D025FR,120,120
2378G,0,0
24010,1,1
24025,1,1
24026,85,85
24051,2,2
24052,0,0
24053,0,0
24054,5,5
24076,1,1
24081,64,64
24082,27,27
24083,15,15
24084,4,4
24098,8,8
24099,43,43
2424-C,8,8
24242,11,11
24243,11,11
24244,6,6
2436G,3,3
2438G,0,0
2439G,0,0
2440G,16,16
2446G,3,3
2464G,0,0
25001,7,7
25025,9,9
25026,60,60
25027,27,27
25028,58,58
2509001,3,3
2509002,6,6
2509003,0,0
2509004,4,4
25504,18,18
25505,10,10
2550801,105,105
2550802,11,11
2550803,36,36
2550804,47,47
2551000,63,63
2551001,184,184
2551002,23,23
2551003,409,409
2551004,49,49
2551005,62,62
2551006,20,20
2551007,25,25
2551008,51,51
2551009,21,21
2551010,9,9
2551011,36,36
2551012,28,28
255102,123,123
255103,272,272
25515,0,0
25516,0,0
2552001,105,105
2552002,9,9
2552003,10,10
255201,367,367
2552501,34,34
25527,7,7
2553001,11,11
2553002,15,15
2553003,15,15
2553501,9,9
2553502,11,11
2553503,6,6
2553504,5,5
2553601,21,21
2553602,55,55
2553603,3,3
2553604,7,7
2553605,3,3
25551,0,0
25552,1,1
25553,1,1
25554,1,1
25555,0,0
25556,2,2
25557,0,0
25558,0,0
25560,104,104
25565,5,5
25566,4,4
25575,0,0
25576,4,4
25577,13,13
25578,5,5
25581,1,1
25583,3,3
25584,3,3
25587,4,4
25588,2,2
25590,4,4
2559001,6,6
2559002,8,8
25595,1,1
26001,24,24
26003,1,1
26006,1,1
2601F0220FR,33,33
26020,1,1
26021,1,1
26025,346,346
26027,73,73
26028,175,175
26075,1,1
26076,1,1
26079,7,7
26080,4,4
26081,2,2
26082,1,1
26098,8,8
26099,3,3
26501,21,21
26504,3,3
2653501,7,7
2653502,13,13
2654G,2,2
26551,2,2
26552,2,2
2657501,0,0
26580,4,4
26594,3,3
26595,44,44
26596,13,13
26597,53,53
26598,6,6
26599,6,6
27003,12,12
27004,0,0
27005,0,0
2701,5,5
27025,39,39
27026,155,155
27099,5,5
271226,2,2
271227,0,0
2750801,20,20
2750802,19,19
2750803,14,14
27525,24,24
2752501,52,52
2752502,28,28
27526,38,38
27527,24,24
2753501,270,270
27581,28,28
27583,0,0
27584,0,0
27585,5,5
27587,29,29
2763501,15,15
2767517,13,13
2767518,2,2
27699,86,86
2770000,14,14
2770001,21,21
2770002,26,26
2770003,90,90
2770004,18,18
2770005,25,25
2770006,22,22
2770007,15,15
2770009,10,10
27901,1,1
27903,1,1
27905,0,0
27906,10,10
27912,1,1
27925,44,44
27926,33,33
27951,5,5
27952,7,7
27971,61,61
27972,10,10
27975,10,10
27976,9,9
27977,0,0
27978,0,0
27979,1,1
27981,2,2
27982,6,6
27983,1,1
27984,95,95
27985,94,94
27998,6,6
27999,29,29
28501,0,0
28502,1,1
28503,0,0
28510,0,0
28514,8,8
28525,0,0
2852501,59,59
2852502,23,23
2852503,37,37
2852504,6,6
2852590,38,38
2852591,100,100
2852592,23,23
2852597,142,142
2852598,932,932
2852599,293,293
2853501,2,2
2853502,12,12
2853503,2,2
28540,117,117
28540KIT,212,212
28551,125,125
28552,121,121
28567,1,1
28569,1,1
28570,0,0
28571,1,1
28572,2,2
28575,2,2
2857501,1,1
2857502,1,1
2857505,13,13
2857506,16,16
2857581,3,3
2857582,0,0
2857583,0,0
28580,2,2
28581,25,25
28582,10,10
28583,35,35
28584,17,17
28587,0,0
28588,7,7
28598,1,1
28599,24,24
2859900,156,156
28683,7,7
29003,26,26
290109,3,3
29017,2,2
290200,86,86
2902001,7,7
29025,529,529
2902501,15,15
2902502,223,223
2902503,112,112
2902504,45,45
29027,56,56
29028,93,93
29029,45,45
29030,262,262
2903001,72,72
2903002,0,0
2903003,116,116
2903004,32,32
29031,78,78
2903101,12,12
29035,90,90
2903501,28,28
2903502,6,6
29036,301,301
29037,231,231
29038,34,34
29039,29,29
29049,191,191
29050,18,18
29051,23,23
290512,1,1
29052,0,0
29055,17,17
29056,42,42
29057,18,18
29058,22,22
290580,6,6
29060,35,35
29061,7,7
29062,4,4
29063,2,2
29065,31,31
29067,39,39
29069,9,9
29070,2,2
29071,22,22
29072,10,10
29075,225,225
2907501,55,55
2907502,17,17
29076,146,146
29077,189,189
29078,103,103
29081,2,2
290924,2,2
290976,2,2
290984,1,1
29099,59,59
2909900,213,213
291031,3,3
291039,3,3
291044,1,1
291090,8,8
291107,0,0
291113,10,10
291516,2,2
291910,4,4
29597,1,1
29598,5,5
2962001,71,71
2962002,11,11
2962003,29,29
2962004,25,25
29801,0,0
29851,1,1
29852,4,4
29881,8,8
29882,0,0
29899,3,3
2989900,113,113
2991001,146,146
2991002,183,183
299700,3,3
299701,351,351
299702,46,46
299703,121,121
299704,114,114
299705,151,151
299706,0,0
299707,9,9
299708,0,0
299709,0,0
299710,0,0
299711,0,0
29988,3,3
29993,66,66
29994,134,134
29995,1,1
29996,125,125
299970,673,673
299971,16,16
299973,11,11
299974,10,10
299975,10,10
299976,10,10
29999,31,31
30001,0,0
300035,57,57
300036,50,50
30006,0,0
300220,2,2
30025,28,28
30026,31,31
30027,11,11
300500,5,5
30053,4,4
30054,4,4
30065,1,1
30066,0,0
30077,0,0
30078,0,0
30079,12,12
30080,1,1
30098,4,4
30099,19,19
3009900,9,9
3009901,4,4
3009902,5,5
30101,0,0
30198,6,6
30199,8,8
30320,38,38
3032001,3,3
30325,80,80
30326,52,52
30327,17,17
30328,6,6
30330,7,7
304533,3,3
305030,0,0
3053G,2,2
305474,3,3
305475,0,0
305953,1,1
30601,0,0
307753,11,11
30799,2,2
308014,2,2
308015,1,1
308044,36,36
308045,37,37
308263,0,0
308543,0,0
31076,1,1
31097,8,8
3120000312,4,4
3125D,1,1
3125I,1,1
31275,11,11
31276,57,57
31299,0,0
31301,0,0
31351,30,30
31352,27,27
31375,6,6
31376,7,7
3156G,2,2
3157G,2,2
31698,4,4
31699,2,2
3180G,2,2
3187DG,2,2
3187IG,1,1
3189DG,0,0
3189IG,0,0
3194DG,0,0
3194IG,0,0
32025,39,39
32051,0,0
32052,0,0
3205G,1,1
32074,1,1
32076,2,2
32078,2,2
32079,2,2
32083,1,1
3208G,0,0
3209G,4,4
321050,29,29
3219G,0,0
3229DG,3,3
3229IG,3,3
3235DG,4,4
3235IG,0,0
3237G,69,69
3256DG,2,2
3256IG,0,0
3297DG,20,20
3297IG,23,23
33004,0,0
33005,1,1
33051,2,2
33052,2,2
33065,7,7
33075,5,5
33076,1,1
33077,1,1
33078,1,1
33079,1,1
33097,1,1
33099,10,10
331218,8,8
331233,2,2
331243,1,1
331264,2,2
331270,2,2
331271,1,1
331273,4,4
331274,10,10
331275,2,2
331277,1,1
3331285,4,4
333225,1,1
3338G,0,0
333904,2,2
3339G,0,0
3340G,194,194
3370G,0,0
3374DG,2,2
3374IG,0,0
3386G,2,2
3392G,1,1
3393DG,0,0
3393IG,0,0
3394DG,0,0
3394IG,0,0
3396DG,0,0
3396IG,0,0
3399DG,0,0
3399IG,1,1
34001,3,3
34002,0,0
34006,0,0
3400801,10,10
3400802,23,23
3401001,5,5
3401002,16,16
3401003,40,40
3401004,32,32
34017,0,0
3402001,40,40
3402002,24,24
3402003,15,15
3402004,44,44
3402005,3,3
34027,1,1
34034,1,1
34052,1,1
34053,0,0
34054,1,1
34055,8,8
34056,11,11
34067,15,15
34068,2,2
34069,0,0
34071,1,1
34072,1,1
34076,0,0
34079,4,4
34080,4,4
34081,5,5
34083,1,1
34085,0,0
34087,2,2
34089,2,2
3409005,2,2
3409007,0,0
3409008,0,0
34095,7,7
34096,10,10
34097,20,20
34098,11,11
34101,0,0
3413DG,0,0
3413IG,0,0
3416DG,0,0
3416IG,0,0
34171,41,41
34172,9,9
34173,16,16
34174,8,8
34175,2,2
34176,1,1
3417DG,0,0
3417IG,3,3
34195,5,5
34199,9,9
3421,0,0
3431DG,37,37
3431IG,40,40
3435G,0,0
3437G,1,1
3442,7,7
34509,1,1
34510,1,1
3451G,0,0
34525,8,8
34526,6,6
3452G,0,0
34565,3,3
3456DG,0,0
3456IG,6,6
34576,2,2
34577,1,1
3457DG,0,0
3457IG,1,1
34581,1,1
34582,1,1
34583,2,2
34597,4,4
34598,30,30
3459901,6,6
3459902,51,51
34651,1,1
34675,1,1
34698,10,10
34699,5,5
34765,2,2
34775,1,1
34776,1,1
34781,1,1
34999,5,5
350145,19,19
350155,4,4
350156,7,7
350157,6,6
350161,19,19
350178,4,4
3502081,3,3
3502091,7,7
350240R,0,0
35052,1,1
350705R,0,0
350785R,0,0
351218,2,2
351225,14,14
351231,1,1
351232,10,10
351241,1,1
351242,7,7
351243,4,4
351244,15,15
351245,2,2
351246,29,29
351247,0,0
351248,7,7
351255,7,7
351256,6,6
351257,14,14
351264,2,2
351265,2,2
351266,1,1
351267,2,2
351268,4,4
351269,9,9
351270,4,4
351271,7,7
351275,0,0
351276,7,7
351340,0,0
352102,3,3
352795R,21,21
3602001,14,14
36098,1,1
36099,1,1
3631G,2,2
36376,0,0
36475,1,1
36476,1,1
36477,1,1
36478,1,1
3652001,0,0
36574,1,1
36576,2,2
36775,1,1
36776,1,1
36777,1,1
36778,1,1
36998,2,2
36999,5,5
37077,1,1
37078,1,1
373700,52,52
373701,27,27
373702,180,180
3773,0,0
38573,2,2
38574,0,0
38581,3,3
38582,1,1
38590,8,8
3859015,0,0
3879,114,114
3880,329,329
3882,319,319
3888,241,241
3889,39,39
3890,22,22
3891,62,62
390007,2,2
390071,5,5
390074,2,2
39023,74,74
39035,16,16
39036,19,19
39037,3,3
39038,16,16
39039,25,25
39040,14,14
390463,1,1
390472,0,0
390474,1,1
390556,4,4
39074,1,1
3907502,2,2
39076,2,2
39085,0,0
390928,5,5
390934,11,11
390995,0,0
391086,1,1
391191,2,2
391926,6,6
39304,0,0
3933,24,24
39413,1,1
39552,2,2
39573,1,1
39574,1,1
39575,6,6
39576,9,9
39577,6,6
39578,5,5
39579,1,1
39580,1,1
39581,3,3
39596,2,2
39597,10,10
39598,2,2
39599,5,5
39602,1,1
39651,1,1
39652,1,1
39672,1,1
39675,4,4
39676,14,14
39697,6,6
39698,7,7
39699,12,12
39777,10,10
39778,1,1
39872,0,0
399002,14,14
399004,12,12
399005,16,16
399006,21,21
399007,15,15
399008,148,148
399011,19,19
399013,111,111
399014,14,14
399015,26,26
399017,29,29
399018,0,0
399019,2,2
399020,31,31
399025,19,19
399040,26,26
399047,105,105
399052,95,95
399100,49,49
399101,125,125
399103,136,136
399104,149,149
39920,28,28
399201,67,67
399202,10,10
399203,62,62
399204,11,11
399205,6,6
399206,11,11
399207,52,52
399208,39,39
399209,12,12
39921,30,30
399210,19,19
399211,20,20
399212,67,67
399213,52,52
399214,16,16
399215,26,26
399216,31,31
399217,12,12
399218,26,26
399219,31,31
399220,17,17
399221,7,7
399222,19,19
399223,95,95
399224,39,39
399225,9,9
399226,19,19
399228,31,31
399229,11,11
399230,25,25
399231,22,22
399232,173,173
399233,107,107
399234,123,123
399235,45,45
39975,1,1
39976,4,4
399941,2,2
39997,2,2
39999KIT,43,43
400840,2,2
4009900,2,2
4034C,28,28
40476,0,0
410179,5,5
410186,1,1
41051,1,1
41053,2,2
41054,2,2
41055,1,1
41056,1,1
41057,1,1
41059,1,1
41060,1,1
41061,0,0
41062,0,0
41065,2,2
41075,1,1
41077,0,0
41078,1,1
41080,0,0
41081,1,1
41082,1,1
41085,4,4
41086,4,4
41087,1,1
41098,8,8
41099,12,12
4112061,4,4
4112091,4,4
411213,11,11
4112141,6,6
4112161,3,3
4112181,6,6
4112201,2,2
4112241,1,1
4112251,1,1
4112271,4,4
4112291,6,6
411234,3,3
411236,9,9
411240,2,2
411243,4,4
411245,5,5
411246,6,6
411248,1,1
411250,4,4
411251,4,4
411252,1,1
411253,5,5
411254,1,1
411255,1,1
411256,1,1
411257,4,4
411262,10,10
411267,17,17
411268,1,1
411271,4,4
411291,1,1
411293,2,2
411294,1,1
411295,1,1
411296,2,2
411297,4,4
411298,2,2
411299,6,6
41181,1,1
41182,2,2
41225,60,60
41226,40,40
41227,6,6
41228,99,99
41231,36,36
41232,31,31
41255,1,1
41256,1,1
41257,0,0
41258,1,1
41274,1,1
41276,1,1
4127V,2,2
41282,1,1
4129001,0,0
4129033,1,1
41298,4,4
41299,23,23
41375,5,5
41376,1,1
41377,1,1
41378,1,1
41573,19,19
41574,2,2
41575,3,3
41576,2,2
41577,1,1
41578,1,1
41579,1,1
41580,1,1
42004,0,0
4201,5,5
4207519,5,5
4207520,3,3
4225C,1,1
43001,0,0
43004,4,4
43006,0,0
4399,2,2
44003,0,0
44025,61,61
44051,1,1
44052,2,2
44053,1,1
44054,1,1
44065,3,3
44066,112,112
44077,0,0
44078,1,1
44097,28,28
44098,10,10
4448V,1,1
4453,14,14
4455,145,145
4457R,2,2
4479R,14,14
4488,4,4
450200,18,18
450240,14,14
450250,22,22
450260,1,1
450290,1,1
450310,1,1
450330,3,3
450345,1,1
450350,3,3
450360,2,2
450410,3,3
450412,2,2
450470,2,2
450480,6,6
450611,2,2
450650,1,1
450700,1,1
450705,6,6
450706,0,0
450710,1,1
450720,4,4
450780,13,13
450795,1,1
450797,2,2
450798,2,2
450810,8,8
450811,18,18
450830,4,4
450835,2,2
450837,2,2
450850,0,0
450860,1,1
450870,2,2
450871,2,2
450880,2,2
450885,3,3
450890,0,0
450901,5,5
450930,2,2
450960,1,1
450991,1,1
451219,4,4
451240,10,10
451260,2,2
451270,1,1
451290,2,2
451310,2,2
451330,1,1
451345,1,1
451360,4,4
451470,1,1
451480,2,2
451611,1,1
451621,10,10
451700,2,2
451710,1,1
451720,1,1
451780,29,29
451790,9,9
451795,1,1
451797,6,6
451798,1,1
451800,4,4
451810,2,2
451830,2,2
451835,5,5
451837,3,3
451850,1,1
451870,1,1
451880,4,4
451885,6,6
451890,2,2
451930,7,7
451960,2,2
452240,1,1
452241,1,1
452330,4,4
452340,0,0
452470,1,1
45257,2,2
452700,33,33
452710,1,1
452720,0,0
452770,1,1
452790,16,16
452795,0,0
452798,1,1
452800,3,3
452810,3,3
452811,5,5
452835,3,3
452837,1,1
452871,2,2
452880,3,3
452885,4,4
452890,3,3
452930,3,3
452960,4,4
452991,1,1
453330,1,1
453700,8,8
453710,1,1
453720,2,2
453790,25,25
453795,2,2
453810,1,1
453835,3,3
453837,3,3
453871,2,2
453885,2,2
453890,0,0
453930,2,2
453960,2,2
454720,2,2
454790,21,21
454795,0,0
454810,2,2
454835,0,0
454837,2,2
454871,1,1
454970,10,10
454991,1,1
455810,4,4
455835,2,2
455837,1,1
455871,3,3
4563,2,2
456795,4,4
456810,3,3
456837,1,1
457810,2,2
457837,1,1
46000000016,4,4
46000000116,18,18
46000000216,0,0
46000000516,11,11
46000000616,5,5
46000000716,7,7
46000000916,10,10
46000000917,9,9
46000000918,1,1
460001,152,152
460002,107,107
460003,139,139
460004,170,170
460005,110,110
460006,105,105
460007,24,24
460008,90,90
460009,70,70
460010,101,101
460011,116,116
460012,0,0
460013,5,5
460014,18,18
460015,16,16
460017,3,3
460018,12,12
460019,5,5
460020,0,0
460021,181,181
460022,5,5
4602F025FR,130,130
46501,0,0
46502,1,1
4652590,48,48
46551,1,1
46552,0,0
46553,2,2
46554,1,1
46560,47,47
46567,30,30
46568,7,7
46569,11,11
46570,1,1
46571,9,9
46574,1,1
46575,18,18
4657505,2,2
4657506,0,0
46576,9,9
46577,11,11
46578,6,6
46580,1,1
46581,1,1
46582,1,1
46585,7,7
46586,3,3
46591,3,3
46592,4,4
46596,6,6
46597,18,18
46598,19,19
46599,9,9
4670,9,9
4673R,3,3
4674R,2,2
46755,3,3
46756,1,1
47014,1,1
470151,0,0
47051,1,1
47052,1,1
47061,4,4
47062,1,1
47065,2,2
47066,1,1
47071,1,1
47073,19,19
47074,8,8
47076,1,1
47079,2,2
47080,1,1
47081,2,2
47082,2,2
47083,1,1
47084,0,0
47088,1,1
47089,2,2
47091,6,6
47092,2,2
47093,5,5
47094,2,2
47095,2,2
47096,18,18
47097,6,6
47098,10,10
47099,3,3
4741000,2,2
4741130,0,0
4741131,0,0
4741720,1,1
4741730,2,2
474206,0,0
4743040,0,0
