ID_Product,Quantity,Quantity_Fourniss_After_Cumule,AVAILABLE
17SKV215,100,100,100
17SKV216,0,0,0
17SKV217,100,100,100
17SKV223,100,100,100
17SKV225,100,100,100
17SKV227,100,100,100
17SKV229,100,100,100
02SKV229,100,100,100
02SKV739,100,100,100
10SKV158,100,100,100
10SKV131,100,100,100
10SKV016,100,100,100
10SKV151,100,100,100
16SKV011,100,100,100
16SKV013,100,100,100
16SKV014,100,100,100
16SKV012,100,100,100
16SKV023,100,100,100
16SKV024,100,100,100
16SKV004,100,100,100
16SKV306,100,100,100
16SKV305,100,100,100
16SKV302,100,100,100
16SKV303,100,100,100
16SKV304,100,100,100
17SKV228,100,100,100
10SKV136,0,0,0
03SKV125,100,100,100
03SKV029,100,100,100
05SKV009,100,100,100
05SKV010,100,100,100
05SKV011,100,100,100
05SKV004,100,100,100
05SKV013,100,100,100
05SKV005,100,100,100
05SKV008,100,100,100
05SKV006,100,100,100
05SKV001,100,100,100
05SKV002,100,100,100
18SKV004,100,100,100
10SKV003,100,100,100
06SKV139,0,0,0
17SKV203,100,100,100
06SKV145,100,100,100
06SKV146,100,100,100
06SKV144,100,100,100
06SKV147,100,100,100
12SKV036,100,100,100
12SKV034,0,0,0
12SKV033,0,0,0
12SKV001,0,0,0
12SKV012,100,100,100
11SKV023,0,0,0
11SKV007,0,0,0
11SKV006,0,0,0
11SKV013,0,0,0
11SKV034,0,0,0
11SKV030,0,0,0
11SKV015,0,0,0
11SKV005,0,0,0
11SKV004,0,0,0
11SKV041,0,0,0
11SKV035,0,0,0
11SKV012,0,0,0
11SKV055,0,0,0
11SKV011,0,0,0
11SKV008,0,0,0
11SKV020,0,0,0
11SKV050,0,0,0
11SKV054,0,0,0
11SKV025,0,0,0
11SKV060,0,0,0
11SKV033,0,0,0
11SKV017,0,0,0
11SKV021,0,0,0
11SKV049,0,0,0
11SKV048,0,0,0
11SKV026,0,0,0
11SKV027,0,0,0
11SKV058,0,0,0
11SKV014,0,0,0
11SKV016,0,0,0
11SKV022,0,0,0
11SKV037,0,0,0
11SKV031,0,0,0
11SKV052,0,0,0
11SKV042,0,0,0
11SKV032,0,0,0
11SKV046,0,0,0
11SKV009,0,0,0
11SKV003,0,0,0
11SKV002,0,0,0
11SKV038,0,0,0
11SKV053,0,0,0
11SKV061,0,0,0
11SKV029,0,0,0
11SKV036,0,0,0
11SKV001,0,0,0
11SKV018,0,0,0
11SKV010,0,0,0
11SKV019,0,0,0
11SKV024,0,0,0
11SKV051,0,0,0
11SKV040,0,0,0
08SKV034,100,100,100
08SKV233,0,0,0
13SKV004,100,100,100
13SKV001,0,0,0
13SKV006,0,0,0
13SKV003,0,0,0
13SKV002,0,0,0
13SKV013,0,0,0
13SKV005,0,0,0
13SKV009,0,0,0
13SKV010,0,0,0
13SKV015,0,0,0
13SKV008,0,0,0
13SKV016,0,0,0
95SKV800,0,0,0
95SKV801,0,0,0
16SKV300,0,0,0
16SKV301,0,0,0
11SKV047,0,0,0
09SKV508,0,0,0
09SKV504,0,0,0
09SKV506,0,0,0
09SKV507,0,0,0
09SKV501,100,100,100
09SKV500,0,0,0
09SKV502,0,0,0
09SKV503,0,0,0
10SKV168,100,100,100
10SKV101,100,100,100
10SKV177,100,100,100
10SKV027,0,0,0
10SKV028,100,100,100
10SKV135,0,0,0
17SKV202,100,100,100
10SKV024,100,100,100
10SKV176,100,100,100
02SKV019,100,100,100
02SKV711,100,100,100
02SKV713,100,100,100
02SKV222,100,100,100
5WK97008 ORYG,100,100,100
5WK97021,0,0,0
04SKV014,100,100,100
04SKV005,100,100,100
04SKV016,0,0,0
04SKV003,100,100,100
04SKV004,100,100,100
04SKV010,100,100,100
04SKV009,100,100,100
04SKV007,100,100,100
04SKV006,100,100,100
04SKV001,100,100,100
04SKV002,100,100,100
04SKV008,100,100,100
04SKV100,100,100,100
04SKV011,100,100,100
03SKV005,100,100,100
03SKV030,100,100,100
03SKV075,100,100,100
03SKV078,100,100,100
03SKV106,100,100,100
03SKV133,100,100,100
03SKV140,100,100,100
03SKV169,100,100,100
02SKV230,100,100,100
02SKV715,0,0,0
02SKV728,100,100,100
02SKV732,100,100,100
02SKV727,100,100,100
02SKV736,100,100,100
02SKV737,100,100,100
02SKV741,100,100,100
02SKV740,100,100,100
02SKV724,0,0,0
08SKV011,0,0,0
02SKV269,0,0,0
02SKV208,100,100,100
02SKV268,100,100,100
06SKV160,100,100,100
06SKV161,100,100,100
06SKV135,100,100,100
06SKV168,100,100,100
06SKV169,100,100,100
06SKV165,100,100,100
06SKV164,100,100,100
06SKV166,100,100,100
06SKV167,100,100,100
10SKV091,100,100,100
08SKV225,100,100,100
17SKV210,100,100,100
17SKV209,100,100,100
10SKV129,100,100,100
14SKV006,100,100,100
14SKV012,100,100,100
14SKV007,100,100,100
14SKV032,100,100,100
14SKV030,100,100,100
11SKV028,0,0,0
11SKV056,0,0,0
11SKV039,0,0,0
11SKV044,0,0,0
11SKV059,0,0,0
11SKV043,0,0,0
06SKV150,100,100,100
17SKV113,100,100,100
17SKV111,100,100,100
17SKV109,100,100,100
17SKV103,100,100,100
17SKV106,100,100,100
17SKV121,100,100,100
17SKV119,100,100,100
17SKV102,0,0,0
17SKV123,100,100,100
17SKV112,100,100,100
17SKV110,100,100,100
17SKV122,100,100,100
03SKV080,100,100,100
03SKV177,0,0,0
03SKV180,100,100,100
03SKV143,100,100,100
03SKV115,100,100,100
03SKV152,100,100,100
03SKV153,100,100,100
03SKV165,100,100,100
03SKV166,100,100,100
03SKV171,100,100,100
03SKV174,100,100,100
03SKV179,100,100,100
03SKV182,100,100,100
03SKV178,100,100,100
03SKV164,100,100,100
03SKV159,100,100,100
03SKV158,100,100,100
03SKV145,100,100,100
03SKV095,100,100,100
03SKV092,100,100,100
03SKV048,0,0,0
03SKV079,100,100,100
03SKV118,100,100,100
03SKV112,100,100,100
03SKV160,100,100,100
03SKV040,100,100,100
03SKV069,100,100,100
03SKV150,100,100,100
03SKV063,100,100,100
03SKV094,100,100,100
03SKV089,100,100,100
03SKV016,100,100,100
03SKV057,100,100,100
03SKV103,100,100,100
03SKV146,100,100,100
03SKV101,100,100,100
03SKV108,100,100,100
03SKV082,100,100,100
03SKV149,100,100,100
03SKV173,100,100,100
03SKV906,100,100,100
03SKV902,100,100,100
03SKV901,100,100,100
03SKV905,100,100,100
03SKV903,0,0,0
02SKV709,0,0,0
10SKV106,100,100,100
10SKV109,0,0,0
10SKV088,100,100,100
10SKV029,100,100,100
09SKV003,100,100,100
09SKV007,100,100,100
09SKV002,0,0,0
02SKV282,100,100,100
03SKV127,100,100,100
10SKV022,100,100,100
10SKV087,100,100,100
10SKV017,100,100,100
10SKV110,100,100,100
10SKV096,0,0,0
10SKV097,100,100,100
10SKV055,100,100,100
10SKV056,100,100,100
10SKV124,100,100,100
10SKV085,100,100,100
10SKV086,0,0,0
10SKV178,100,100,100
10SKV098,100,100,100
10SKV051,100,100,100
10SKV008,100,100,100
10SKV030,100,100,100
10SKV053,0,0,0
10SKV002,0,0,0
10SKV031,100,100,100
10SKV100,100,100,100
10SKV054,0,0,0
10SKV115,100,100,100
10SKV018,100,100,100
14SKV029,100,100,100
14SKV043,0,0,0
14SKV014,100,100,100
14SKV040,100,100,100
14SKV031,100,100,100
07SKV123,100,100,100
07SKV097,100,100,100
07SKV061,100,100,100
