ID_Product;Quantity;Quantity_Fourniss_After_Cumule;Viborg
1143101180;0;0;0
1143101300;7;7;7
1143101480;11;11;11
1143101600;36;36;36
1143101880;0;0;0
1143101900;21;21;21
1143102070;24;24;24
1143102080;12;12;12
1143102170;12;12;12
1143102270;0;0;0
1143102280;0;0;0
1143102370;0;0;0
1143102380;14;14;14
1143102570;2;2;2
1143102580;0;0;0
1143102870;0;0;0
1143103080;54;54;54
1143103280;14;14;14
1143103380;2;2;2
1143103470;21;21;21
1143103480;8;8;8
1143103580;26;26;26
1143103600;34;34;34
1143103770;27;27;27
1143104070;8;8;8
1143104080;0;0;0
1143104570;5;5;5
1143104680;13;13;13
1143104980;11;11;11
1143105070;0;0;0
1143105100;9;9;9
1143106170;14;14;14
1143106180;30;30;30
1143106500;10;10;10
1143106870;0;0;0
1143107370;37;37;37
1143107400;80;80;80
1143107670;0;0;0
1143107770;20;20;20
1143107780;28;28;28
1143107880;0;0;0
1143107970;2;2;2
1143108070;3;3;3
1143108170;21;21;21
1143150300;5;5;5
1143150400;0;0;0
1143201400;999;999;999
1143201500;100;100;100
1143300110;90;90;90
1143300210;134;134;134
1143300310;78;78;78
1143300410;61;61;61
1143300510;999;999;999
1143300610;999;999;999
1143300710;76;76;76
1143300810;8;8;8
1143300910;28;28;28
1143301010;208;208;208
1143301110;41;41;41
1143301210;218;218;218
1143301410;83;83;83
1143301510;999;999;999
1143301610;4;4;4
1143301710;83;83;83
1143301810;999;999;999
1143301910;54;54;54
1143302010;50;50;50
1143302110;4;4;4
1143302210;999;999;999
1143302310;999;999;999
1143302410;10;10;10
1143302510;39;39;39
1143302710;29;29;29
1143302810;178;178;178
1143302910;41;41;41
1143303010;38;38;38
1143303110;73;73;73
1143303210;42;42;42
1143303410;64;64;64
1143303510;60;60;60
1143303710;50;50;50
1143303810;73;73;73
1143303910;81;81;81
1143304110;47;47;47
1143304210;49;49;49
1143304310;10;10;10
1143304510;120;120;120
1143304610;39;39;39
1143304750;182;182;182
1143304910;17;17;17
1143305210;75;75;75
1143305310;21;21;21
1143305410;42;42;42
1143306510;96;96;96
1143400200;35;35;35
1143500110;999;999;999
1143500310;35;35;35
1143500450;999;999;999
1143500610;27;27;27
1143500810;47;47;47
1143500910;33;33;33
1143501160;174;174;174
1143501260;5;5;5
1143501360;20;20;20
1143501410;999;999;999
1143501560;96;96;96
1143501610;175;175;175
1143501710;999;999;999
1143501810;116;116;116
1143502010;99;99;99
1143502110;6;6;6
1143502210;69;69;69
1143502310;999;999;999
1143502410;227;227;227
1143600110;999;999;999
1143600210;999;999;999
1143600310;999;999;999
1143600312;0;0;0
1143600610;132;132;132
1143600810;0;0;0
1143600910;9;9;9
1143601110;32;32;32
1143601410;228;228;228
1143601810;999;999;999
1143601910;146;146;146
1143602010;999;999;999
1143602210;40;40;40
1143602212;0;0;0
1143602500;80;80;80
1143602810;39;39;39
1143603010;999;999;999
1143603610;110;110;110
1143603710;119;119;119
1143604110;220;220;220
1143607600;58;58;58
1143700110;78;78;78
1143700210;999;999;999
1143700310;67;67;67
1143700510;239;239;239
1143700610;999;999;999
1143700910;12;12;12
1143701010;74;74;74
1143701110;0;0;0
1143701210;999;999;999
1143701450;137;137;137
1143701750;176;176;176
1143701760;200;200;200
1143701850;30;30;30
1143701860;15;15;15
1143702710;146;146;146
1143702860;34;34;34
1143703210;134;134;134
1143703510;72;72;72
1143703650;51;51;51
1143703710;71;71;71
1144000200;999;999;999
1144000300;999;999;999
1144000510;999;999;999
1144000700;999;999;999
1144200200;72;72;72
1144200300;999;999;999
1144200400;164;164;164
1144200500;84;84;84
1144200600;112;112;112
1144200700;0;0;0
1144200800;3;3;3
1144201000;31;31;31
1144201300;172;172;172
1144201500;56;56;56
1144202500;0;0;0
1144202700;0;0;0
1144300400;999;999;999
1144300800;46;46;46
1144300900;34;34;34
1144304400;14;14;14
1144304500;59;59;59
1144304600;154;154;154
1144304700;92;92;92
1144304900;99;99;99
1144305000;18;18;18
1144305100;36;36;36
1144305400;6;6;6
1144306900;16;16;16
1144350110;999;999;999
1144350210;150;150;150
1144350500;999;999;999
1144350700;999;999;999
1144352100;161;161;161
1144352200;153;153;153
1144400200;0;0;0
1144400300;0;0;0
1144400470;0;0;0
1144400480;20;20;20
1144400570;156;156;156
1144400580;48;48;48
1144400780;46;46;46
1144401270;4;4;4
1144401280;1;1;1
1144401370;15;15;15
1144401380;13;13;13
1144401600;187;187;187
1144401770;2;2;2
1144401780;44;44;44
1144401870;23;23;23
1144401880;21;21;21
1144401970;0;0;0
1144401980;106;106;106
1144402070;136;136;136
1144402080;96;96;96
1144402170;32;32;32
1144402180;39;39;39
1144402270;42;42;42
1144402280;77;77;77
1144402370;99;99;99
1144402380;62;62;62
1144402570;93;93;93
1144402580;144;144;144
1144402670;10;10;10
1144402680;10;10;10
1144402770;17;17;17
1144402780;12;12;12
1144402970;10;10;10
1144402980;15;15;15
1144403070;17;17;17
1144403080;8;8;8
1144403170;25;25;25
1144403180;0;0;0
1144403200;15;15;15
1144403280;224;224;224
1144403470;54;54;54
1144403480;43;43;43
1144403570;58;58;58
1144403580;92;92;92
1144403600;16;16;16
1144403870;0;0;0
1144403880;0;0;0
1144404570;32;32;32
1144404580;4;4;4
1144405300;17;17;17
1144405470;2;2;2
1144405480;17;17;17
1144405570;79;79;79
1144405580;52;52;52
1144409770;20;20;20
1144450100;0;0;0
1144450200;999;999;999
1144500100;0;0;0
1144500300;46;46;46
1144500400;228;228;228
1144500500;57;57;57
1144500600;88;88;88
1144500700;27;27;27
1144501000;0;0;0
1144501200;19;19;19
1144501300;10;10;10
1144501400;26;26;26
1144501500;6;6;6
1144501600;0;0;0
1144501700;118;118;118
1144502000;30;30;30
1144502100;81;81;81
1144502500;75;75;75
1144502600;141;141;141
1144502700;11;11;11
1144502800;105;105;105
1144503300;26;26;26
1144503500;37;37;37
1144503700;68;68;68
1144503800;27;27;27
1144504000;17;17;17
1144504100;10;10;10
1144504300;13;13;13
1144504400;33;33;33
1144504500;10;10;10
1144600100;177;177;177
1144600300;999;999;999
1144600570;138;138;138
1144600580;170;170;170
1144600670;19;19;19
1144600680;38;38;38
1144600770;62;62;62
1144600780;35;35;35
1144600870;80;80;80
1144600880;77;77;77
1144601070;115;115;115
1144601080;113;113;113
1144601170;117;117;117
1144601180;108;108;108
1144601270;84;84;84
1144601280;92;92;92
1144601370;163;163;163
1144601380;48;48;48
1144601570;101;101;101
1144601580;141;141;141
1144601670;44;44;44
1144601680;23;23;23
1144601770;16;16;16
1144601780;30;30;30
1144601870;26;26;26
1144601880;37;37;37
1144601970;32;32;32
1144601980;23;23;23
1144602000;0;0;0
1144602100;999;999;999
1144602200;72;72;72
1144602470;1;1;1
1144602480;9;9;9
1144602570;34;34;34
1144602580;19;19;19
1144602600;90;90;90
1144602800;76;76;76
1144603200;10;10;10
1144603870;25;25;25
1144603880;24;24;24
1144604100;14;14;14
1144604370;13;13;13
1144604380;17;17;17
1144604870;47;47;47
1144604880;47;47;47
1144605070;39;39;39
1144605080;16;16;16
1144700100;999;999;999
1144700500;999;999;999
1144700700;999;999;999
1144700800;240;240;240
1144700900;180;180;180
1144701270;999;999;999
1144701300;11;11;11
1144701310;0;0;0
1144701400;999;999;999
1144701600;197;197;197
1144701900;999;999;999
1144702000;212;212;212
1144702200;999;999;999
1144702300;45;45;45
1144703910;0;0;0
1144800400;999;999;999
1144800500;999;999;999
1144900100;193;193;193
1144900200;999;999;999
1144900300;206;206;206
1145000102;76;76;76
1145100200;36;36;36
1145100300;89;89;89
1145100400;35;35;35
1145100500;132;132;132
1145100600;63;63;63
1145100700;69;69;69
1145100800;46;46;46
1145100900;114;114;114
1145101000;61;61;61
1145101100;0;0;0
1145101200;11;11;11
1145101300;43;43;43
1145101400;10;10;10
1145101500;46;46;46
1145101600;55;55;55
1145101700;68;68;68
1145101800;0;0;0
1145101900;143;143;143
1145103300;19;19;19
1145103700;53;53;53
1145103800;10;10;10
1145103900;0;0;0
1145104000;22;22;22
1145104100;1;1;1
1145104200;47;47;47
1145104300;0;0;0
1145104400;56;56;56
1145104500;6;6;6
1145104600;5;5;5
1145104700;0;0;0
1145104800;70;70;70
1145104900;1;1;1
1145105000;8;8;8
1145105100;24;24;24
1145105200;9;9;9
1145200100;99;99;99
1145200200;82;82;82
1145200300;163;163;163
1145200400;156;156;156
1145200500;0;0;0
1145200700;103;103;103
1145200800;999;999;999
1145201000;22;22;22
1150000100;999;999;999
1150100170;162;162;162
1150100180;91;91;91
1150100200;25;25;25
1150100400;0;0;0
1150100500;66;66;66
1150100700;999;999;999
1150100800;106;106;106
1150100900;137;137;137
1150101000;999;999;999
1150101200;117;117;117
1150101300;43;43;43
1150101600;102;102;102
1150101800;128;128;128
1150101900;101;101;101
1150102000;999;999;999
1150102100;999;999;999
1150102300;999;999;999
1150102900;999;999;999
1150103000;154;154;154
1150103100;43;43;43
1150103510;28;28;28
1150103810;4;4;4
1150200270;999;999;999
1150200280;999;999;999
1150200370;112;112;112
1150200380;27;27;27
1150200470;84;84;84
1150200480;141;141;141
1150200670;50;50;50
1150200680;7;7;7
1150200800;999;999;999
1150201100;999;999;999
1150201270;51;51;51
1150201280;118;118;118
1150201300;127;127;127
1150201700;0;0;0
1150201800;11;11;11
1150201970;47;47;47
1150201980;47;47;47
1150202170;50;50;50
1150202180;50;50;50
1150202870;8;8;8
1150202880;7;7;7
1150202900;46;46;46
1150203000;46;46;46
1150203100;38;38;38
1150203400;18;18;18
1150203500;50;50;50
1150203600;50;50;50
1150203700;20;20;20
1150250180;14;14;14
1150252400;999;999;999
1150252510;24;24;24
1150300200;226;226;226
1150300300;184;184;184
1150300400;109;109;109
1150300900;23;23;23
1150301000;999;999;999
1150301100;68;68;68
1150301200;97;97;97
1150301300;999;999;999
1150301400;999;999;999
1150301500;999;999;999
1150301900;127;127;127
1150302000;61;61;61
1150302100;51;51;51
1150302200;20;20;20
1150305200;0;0;0
1150450100;999;999;999
1150450200;137;137;137
1150450300;198;198;198
1150450400;247;247;247
1150450600;999;999;999
1150450700;999;999;999
1150450800;999;999;999
1150450900;999;999;999
1150451100;165;165;165
1150451200;167;167;167
1150451300;999;999;999
1150451302;14;14;14
1150451400;999;999;999
1150451500;37;37;37
1150451600;49;49;49
1150451700;190;190;190
1150451800;58;58;58
1150500100;999;999;999
1150500400;151;151;151
1150500570;7;7;7
1150500580;11;11;11
1150501000;17;17;17
1150501170;51;51;51
1150501180;18;18;18
1150501200;38;38;38
1150502000;6;6;6
1150502100;62;62;62
1150502500;0;0;0
1150502600;0;0;0
1150550200;999;999;999
1151150100;999;999;999
1151250200;999;999;999
1151300110;999;999;999
1151300210;999;999;999
1151300310;51;51;51
1151300410;110;110;110
1151300510;23;23;23
1151301110;249;249;249
1151400100;999;999;999
1151400370;129;129;129
1151400380;153;153;153
1151400400;161;161;161
1151400600;207;207;207
1151400710;149;149;149
1151400800;999;999;999
1151400970;161;161;161
1151400980;184;184;184
1151401000;232;232;232
1151401100;212;212;212
1151401200;0;0;0
1151401400;8;8;8
1151401500;77;77;77
1151401600;0;0;0
1151401700;999;999;999
1151401800;54;54;54
1151401900;999;999;999
1151402100;20;20;20
1151402600;147;147;147
1151402700;12;12;12
1151402800;52;52;52
1151403000;34;34;34
1151403100;10;10;10
1151403200;28;28;28
1151450200;999;999;999
1151450300;10;10;10
1152100200;25;25;25
1152100300;105;105;105
1152100400;36;36;36
1152100500;50;50;50
1152100600;187;187;187
1152100900;199;199;199
1152101500;116;116;116
1152101800;57;57;57
1152102400;20;20;20
1152102500;127;127;127
1152102900;56;56;56
1152103000;159;159;159
1152103100;140;140;140
1152103200;63;63;63
1152105700;54;54;54
1152107700;64;64;64
1152107800;42;42;42
1152107900;155;155;155
1152108000;119;119;119
1152108100;207;207;207
1152108200;45;45;45
1152108300;999;999;999
1152108400;89;89;89
1152108500;82;82;82
1152108600;59;59;59
1152108700;55;55;55
1152108800;110;110;110
1152108900;73;73;73
1152109000;104;104;104
1152109100;80;80;80
1152109200;63;63;63
1152109400;43;43;43
1152109500;29;29;29
1152109700;59;59;59
1152109800;37;37;37
1152109900;3;3;3
1152110200;36;36;36
1152110500;19;19;19
1152110600;0;0;0
1152110700;31;31;31
1152110800;57;57;57
1152110900;80;80;80
1152200100;4;4;4
1152200200;70;70;70
1152200300;122;122;122
1152200400;88;88;88
1152200500;93;93;93
1152200600;24;24;24
1152200700;79;79;79
1152200800;0;0;0
1152201000;184;184;184
1152201100;999;999;999
1152201200;1;1;1
1152201300;62;62;62
1152201400;0;0;0
1152201600;84;84;84
1152201700;109;109;109
1152201800;65;65;65
1152201900;5;5;5
1152202000;229;229;229
1152202100;0;0;0
1152202800;0;0;0
1152203900;184;184;184
1152204100;80;80;80
1152205100;0;0;0
1152207800;66;66;66
1152209500;0;0;0
1152209600;0;0;0
1152210600;0;0;0
1152211500;18;18;18
1152212200;34;34;34
1152212900;36;36;36
1152213400;30;30;30
1152214300;42;42;42
1152214400;0;0;0
1152214600;87;87;87
1152214800;113;113;113
1152250200;999;999;999
1152300100;999;999;999
1152300200;999;999;999
1152300300;138;138;138
1152300500;999;999;999
1152300600;999;999;999
1152300700;999;999;999
1152300800;999;999;999
1152301000;187;187;187
1152301200;132;132;132
1152301500;37;37;37
1152301600;156;156;156
1152301700;999;999;999
1152301800;999;999;999
1152301900;999;999;999
1152302200;999;999;999
1152302300;77;77;77
1152400100;54;54;54
1152400400;21;21;21
1152500100;999;999;999
1152500400;999;999;999
1152500600;999;999;999
1152501300;0;0;0
1152550100;999;999;999
1152550200;999;999;999
1152600100;38;38;38
1152600200;108;108;108
1152600400;123;123;123
1152600500;22;22;22
1152600600;999;999;999
1152600710;95;95;95
1152601000;999;999;999
1152601100;999;999;999
1152601210;999;999;999
1152601300;90;90;90
1152601400;19;19;19
1152601500;999;999;999
1152601600;999;999;999
1152601700;31;31;31
1152601900;109;109;109
1152602000;999;999;999
1152602100;999;999;999
1152602200;89;89;89
1152602300;222;222;222
1152602400;37;37;37
1152602500;133;133;133
1152602700;39;39;39
1152602800;999;999;999
1152603200;999;999;999
1152603500;34;34;34
1152603700;23;23;23
1152603800;69;69;69
1152603900;0;0;0
1152604000;188;188;188
1152604400;21;21;21
1152700100;999;999;999
1152700300;0;0;0
1152700400;999;999;999
1152700500;44;44;44
1152700600;999;999;999
1152700700;69;69;69
1152701000;108;108;108
1152701100;219;219;219
1152701610;76;76;76
1152702110;94;94;94
1152702210;0;0;0
1152702310;18;18;18
1152702410;0;0;0
1152706510;67;67;67
1152706610;43;43;43
1152706710;32;32;32
1152706810;9;9;9
1152706910;94;94;94
1152707010;124;124;124
1152707110;11;11;11
1152707210;56;56;56
1152707310;47;47;47
1152707410;48;48;48
1152707510;22;22;22
1152707610;64;64;64
1152707710;101;101;101
1152707810;31;31;31
1152707910;54;54;54
1152708010;29;29;29
1152708110;83;83;83
1152708210;43;43;43
1152708310;18;18;18
1152708410;83;83;83
1152708510;69;69;69
1152708610;73;73;73
1152708710;75;75;75
1152708810;27;27;27
1152708910;84;84;84
1152709210;72;72;72
1152709310;84;84;84
1152709410;84;84;84
1152709510;70;70;70
1152709610;98;98;98
1152709710;0;0;0
1152709810;187;187;187
1152709910;40;40;40
1152710010;36;36;36
1152710110;114;114;114
1152710210;20;20;20
1152710310;59;59;59
1152710410;6;6;6
1152710510;51;51;51
1152710610;84;84;84
1152710710;85;85;85
1153600110;999;999;999
1153700110;15;15;15
1153700450;23;23;23
1153700510;1;1;1
1153700610;70;70;70
1153700810;31;31;31
1153900100;999;999;999
1154000100;999;999;999
1154000400;89;89;89
1160400100;0;0;0
1160400200;999;999;999
1160400300;0;0;0
1160400400;999;999;999
1160400500;999;999;999
1160400600;999;999;999
1161100100;118;118;118
1161100200;172;172;172
1161100300;65;65;65
1161100400;164;164;164
1161100500;245;245;245
1161100600;110;110;110
1161100700;218;218;218
1161100900;84;84;84
1161101000;108;108;108
1161101100;185;185;185
1161101300;116;116;116
1161101400;156;156;156
1161101500;86;86;86
1161101700;13;13;13
1161101900;145;145;145
1161102100;123;123;123
1161102300;179;179;179
1161102400;110;110;110
1161102500;90;90;90
1161102601;162;162;162
1161102700;0;0;0
1161102800;169;169;169
1161102900;144;144;144
1161103000;196;196;196
1161103100;221;221;221
1161103500;14;14;14
1161103600;87;87;87
1161103700;128;128;128
1161200200;36;36;36
1161200800;999;999;999
1161300100;25;25;25
1161300300;999;999;999
1161300400;76;76;76
1161300500;999;999;999
1161300600;53;53;53
1161300800;9;9;9
1161300900;999;999;999
1161301000;999;999;999
1161301100;36;36;36
1161301200;35;35;35
1161350100;112;112;112
1161350600;999;999;999
1161401000;45;45;45
1161500270;999;999;999
1161500280;999;999;999
1161501970;999;999;999
1161501980;999;999;999
1161502410;9;9;9
1161502510;10;10;10
1161502610;7;7;7
1161502710;19;19;19
1161502810;27;27;27
1161502910;23;23;23
1161503010;24;24;24
1161503110;11;11;11
1161503210;19;19;19
1161503310;0;0;0
1161503410;14;14;14
1161550300;999;999;999
1161551100;999;999;999
1161551200;999;999;999
1161551400;48;48;48
1161600100;114;114;114
1161600102;56;56;56
1161600200;999;999;999
1161600300;93;93;93
1161600400;999;999;999
1161600500;999;999;999
1161600600;999;999;999
1161600700;156;156;156
1161600800;999;999;999
1161600801;60;60;60
1161600900;999;999;999
1161601000;27;27;27
1161601100;140;140;140
1161601200;999;999;999
1161601300;999;999;999
1161601400;0;0;0
1161601500;999;999;999
1161601600;115;115;115
1161601700;176;176;176
1161601800;227;227;227
1161602000;999;999;999
1161602180;106;106;106
1161602200;999;999;999
1161602300;999;999;999
1161602400;137;137;137
1161602500;215;215;215
1161602600;31;31;31
1161602700;999;999;999
1161602800;999;999;999
1161602900;999;999;999
1161603000;4;4;4
1161603100;999;999;999
1161603500;223;223;223
1161603800;24;24;24
1161603900;33;33;33
1161604100;3;3;3
1161604300;0;0;0
1161604400;44;44;44
1161604500;53;53;53
1161604600;48;48;48
1161604700;10;10;10
1161604800;17;17;17
1161604970;0;0;0
1161605000;0;0;0
1161605300;33;33;33
1161605400;52;52;52
1161605500;42;42;42
1161605600;6;6;6
1161607370;21;21;21
1161607380;45;45;45
1161607400;43;43;43
1161650100;999;999;999
1161650200;999;999;999
1161700100;125;125;125
1161700200;39;39;39
1161700300;999;999;999
1161700400;29;29;29
1161700500;58;58;58
1161700600;204;204;204
1161700700;7;7;7
1161700800;140;140;140
1161701000;66;66;66
1161701100;105;105;105
1161701200;222;222;222
1161701300;225;225;225
1161701400;111;111;111
1161701500;70;70;70
1161701600;999;999;999
1161701700;83;83;83
1161701800;80;80;80
1161701900;93;93;93
1161702000;121;121;121
1161702100;91;91;91
1161702200;75;75;75
1161702300;148;148;148
1161702400;94;94;94
1161702500;999;999;999
1161702600;47;47;47
1161702770;999;999;999
1161702780;999;999;999
1161702800;999;999;999
1161702900;0;0;0
1161703100;999;999;999
1161703200;999;999;999
1161703300;122;122;122
1161703400;999;999;999
1161703500;46;46;46
1161704100;217;217;217
1161704200;0;0;0
1161704370;0;0;0
1161704380;61;61;61
1161704400;31;31;31
1161704500;41;41;41
1161704600;54;54;54
1161704700;41;41;41
1161704900;0;0;0
1161705170;67;67;67
1161705180;57;57;57
1161705270;34;34;34
1161705280;2;2;2
1161705300;25;25;25
1161705500;0;0;0
1161705600;1;1;1
1161705700;34;34;34
1161705800;24;24;24
1161800300;105;105;105
1161800500;37;37;37
1161800600;82;82;82
1161850500;0;0;0
1161851800;34;34;34
1161900170;0;0;0
1161900180;16;16;16
1161900470;110;110;110
1161900480;17;17;17
1161900570;51;51;51
1161900580;17;17;17
1161901570;48;48;48
1161901580;163;163;163
1161901670;0;0;0
1161901680;0;0;0
1161908370;999;999;999
1161908380;165;165;165
1161908470;0;0;0
1161908480;5;5;5
1161908570;37;37;37
1161908580;43;43;43
1161908670;32;32;32
1161908680;4;4;4
1161908770;12;12;12
1161908780;5;5;5
1161908870;14;14;14
1161908880;18;18;18
1161908970;9;9;9
1161908980;17;17;17
1161909070;15;15;15
1161909080;24;24;24
1161909170;1;1;1
1161909180;24;24;24
1161909370;22;22;22
1161909380;23;23;23
1161909470;9;9;9
1161909480;9;9;9
1161909570;18;18;18
1161909580;7;7;7
1161909770;11;11;11
1161909780;0;0;0
1161910370;7;7;7
1161910380;6;6;6
1161910570;9;9;9
1161910580;20;20;20
1161910870;9;9;9
1161910880;17;17;17
1161910970;11;11;11
1161910980;12;12;12
1161911070;0;0;0
1161911080;0;0;0
1161911170;0;0;0
1161911180;0;0;0
1161911370;12;12;12
1161911380;11;11;11
1161911470;47;47;47
1161911480;47;47;47
1161950100;999;999;999
1161950210;37;37;37
1161950510;83;83;83
1161950810;999;999;999
1161951210;139;139;139
1161951410;106;106;106
1161953510;999;999;999
1161953610;999;999;999
1161953710;999;999;999
1161953810;58;58;58
1161953910;999;999;999
1161954010;40;40;40
1161954110;999;999;999
1161954210;999;999;999
1161954310;200;200;200
1161954410;0;0;0
1161954510;114;114;114
1161954610;0;0;0
1161956810;197;197;197
1162000270;209;209;209
1162000280;169;169;169
1162000470;89;89;89
1162000480;39;39;39
1162000670;0;0;0
1162000680;49;49;49
1162000870;23;23;23
1162000880;0;0;0
1162000970;999;999;999
1162000980;999;999;999
1162001070;68;68;68
1162001080;80;80;80
1162001170;13;13;13
1162001180;0;0;0
1162002970;77;77;77
1162002980;14;14;14
1162004870;0;0;0
1162004880;21;21;21
1162008970;72;72;72
1162008980;78;78;78
1162009070;105;105;105
1162009080;111;111;111
1162009170;50;50;50
1162009180;80;80;80
1162009270;7;7;7
1162009280;0;0;0
1162009370;23;23;23
1162009380;6;6;6
1162009470;109;109;109
1162009480;74;74;74
1162009570;150;150;150
1162009580;94;94;94
1162009670;0;0;0
1162009680;0;0;0
1162009770;23;23;23
1162009780;24;24;24
1162009870;10;10;10
1162009880;6;6;6
1162009970;0;0;0
1162009980;12;12;12
1162010070;7;7;7
1162010080;7;7;7
1162010170;27;27;27
1162010180;12;12;12
1162010270;0;0;0
1162010280;0;0;0
1162010370;0;0;0
1162010380;1;1;1
1162010470;0;0;0
1162010480;0;0;0
1162010570;10;10;10
1162010580;0;0;0
1162010670;119;119;119
1162010680;49;49;49
1162010770;0;0;0
1162010780;0;0;0
1162010870;7;7;7
1162010880;0;0;0
1162010970;11;11;11
1162010980;13;13;13
1162011070;52;52;52
1162011080;48;48;48
1162011170;38;38;38
1162011180;18;18;18
1162011270;20;20;20
1162011280;37;37;37
1162011370;1;1;1
1162011380;0;0;0
1162011470;0;0;0
1162011480;0;0;0
1162011570;20;20;20
1162011580;20;20;20
1162011770;7;7;7
1162011780;22;22;22
1162011870;21;21;21
1162011880;41;41;41
1162011970;11;11;11
1162011980;21;21;21
1162012070;18;18;18
1162012080;21;21;21
1162012170;0;0;0
1162012180;0;0;0
1162050210;999;999;999
1163101802;20;20;20
1163103800;121;121;121
1163104900;39;39;39
1163105070;51;51;51
1163105080;49;49;49
1163105170;55;55;55
1163105180;61;61;61
1163105300;70;70;70
1163107600;40;40;40
1163108400;41;41;41
1163108600;69;69;69
1163108700;6;6;6
1163108800;17;17;17
1163109000;999;999;999
1163109100;0;0;0
1163109200;44;44;44
1163109300;0;0;0
1163109400;0;0;0
1163109500;0;0;0
1163109600;0;0;0
1163109602;45;45;45
1163109800;208;208;208
1163109900;32;32;32
1163110000;56;56;56
1163110300;24;24;24
1163110400;102;102;102
1163110500;41;41;41
1163110600;13;13;13
1163110700;23;23;23
1163110800;143;143;143
1163110900;0;0;0
1163111000;29;29;29
1163111100;24;24;24
1163111300;16;16;16
1163111400;49;49;49
1163111500;9;9;9
1163111600;106;106;106
1163111700;46;46;46
1163111800;62;62;62
1163111900;45;45;45
1163112000;70;70;70
1163112100;122;122;122
1163112200;17;17;17
1163112300;34;34;34
1163112400;83;83;83
1163112500;42;42;42
1163112600;40;40;40
1163112900;4;4;4
1163113000;999;999;999
1163113100;67;67;67
1163113400;70;70;70
1163113600;32;32;32
1163113800;36;36;36
1163114100;0;0;0
1163114200;207;207;207
1163114300;175;175;175
1163114400;999;999;999
1163114500;55;55;55
1163114600;80;80;80
1163114700;0;0;0
1163116570;15;15;15
1163116580;9;9;9
1163119002;24;24;24
1163119100;30;30;30
1163119200;0;0;0
1163119300;0;0;0
1163119400;16;16;16
1163119500;2;2;2
1163119600;5;5;5
1163119700;17;17;17
1163119800;0;0;0
1163119900;29;29;29
1163120000;42;42;42
1163120100;16;16;16
1163120200;34;34;34
1163200600;27;27;27
1163201000;42;42;42
1163202200;18;18;18
1163202400;118;118;118
1163202600;132;132;132
1163202700;47;47;47
1163203400;143;143;143
1163203500;76;76;76
1163204000;55;55;55
1163204500;36;36;36
1163204700;34;34;34
1163205400;13;13;13
1163205500;41;41;41
1163205600;0;0;0
1163205700;0;0;0
1163205800;98;98;98
1163205900;18;18;18
1163206000;19;19;19
1163206100;47;47;47
1163206300;167;167;167
1163206400;36;36;36
1163206500;58;58;58
1163206600;59;59;59
1163206700;77;77;77
1163206800;48;48;48
1163206900;48;48;48
1163207000;5;5;5
1163207100;2;2;2
1163207200;35;35;35
1163207300;41;41;41
1163207400;25;25;25
1163207500;30;30;30
1163207900;75;75;75
1163208000;0;0;0
1163208100;58;58;58
1163208300;134;134;134
1163208400;54;54;54
1163208500;999;999;999
1163208600;37;37;37
1163208700;19;19;19
1163208800;26;26;26
1163208900;33;33;33
1163209000;0;0;0
1163209100;24;24;24
1163214800;0;0;0
1163214900;36;36;36
1163500400;34;34;34
1163500600;136;136;136
1163500700;1;1;1
1163500800;999;999;999
1163500902;58;58;58
1163501000;8;8;8
1163501400;999;999;999
1163501600;174;174;174
1163501700;10;10;10
1163501800;78;78;78
1163600110;59;59;59
1163600510;63;63;63
1163600610;41;41;41
1163600710;0;0;0
1163600810;51;51;51
1163600910;999;999;999
1163601010;999;999;999
1163601110;999;999;999
1163601210;164;164;164
1163601212;19;19;19
1163601310;196;196;196
1163601510;999;999;999
1163601610;999;999;999
1163601710;999;999;999
1163601810;999;999;999
1163601910;999;999;999
1163602010;999;999;999
1163602210;26;26;26
1163602310;21;21;21
1163602410;160;160;160
1163602510;999;999;999
1163602610;135;135;135
1163602710;37;37;37
1163602810;54;54;54
1163602910;20;20;20
1163603010;54;54;54
1163603110;35;35;35
1163603210;4;4;4
1163603310;154;154;154
1163603410;999;999;999
1163603510;171;171;171
1163603610;51;51;51
1163603710;107;107;107
1163603810;156;156;156
1163603910;143;143;143
1163604010;999;999;999
1163604110;40;40;40
1163604310;79;79;79
1163604410;999;999;999
1163604810;999;999;999
1163604910;999;999;999
1163605010;169;169;169
1163605110;58;58;58
1163605210;41;41;41
1163606510;70;70;70
1163606610;134;134;134
1163606710;108;108;108
1163606810;171;171;171
1163606910;999;999;999
1163607010;999;999;999
1163607110;54;54;54
1163607210;174;174;174
1163607310;21;21;21
1163607410;27;27;27
1163607710;115;115;115
1163607810;10;10;10
1163607910;77;77;77
1163609010;24;24;24
1163609510;999;999;999
1163609610;168;168;168
1163609910;84;84;84
1163613010;18;18;18
1163613210;78;78;78
1163613310;179;179;179
1163613410;24;24;24
1163613610;48;48;48
1163613810;20;20;20
1163613910;153;153;153
1163614010;999;999;999
1163614100;999;999;999
1163614200;36;36;36
1163614300;0;0;0
1163614400;0;0;0
1163650210;999;999;999
1163650310;78;78;78
1163650610;0;0;0
1163650710;45;45;45
1163650810;64;64;64
1163650910;999;999;999
1163651010;999;999;999
1163651110;999;999;999
1163651210;0;0;0
1163651310;19;19;19
1163651510;999;999;999
1163651610;999;999;999
1163705310;999;999;999
1163705410;999;999;999
1163705510;173;173;173
1163705610;63;63;63
1163705710;999;999;999
1163705810;183;183;183
1163705910;71;71;71
