ID_Product;Quantity;Quantity_Fourniss_After_Cumule;Viborg
1330403210;3;3;3
1330403410;35;35;35
1330500100;205;205;205
1330600100;37;37;37
1330600200;63;63;63
1331900100;999;999;999
1331900200;37;37;37
1331900300;999;999;999
1331900500;999;999;999
1332100200;0;0;0
1332400100;115;115;115
1332400300;39;39;39
1332400400;90;90;90
1332400500;0;0;0
1332400600;41;41;41
1332400700;169;169;169
1332401100;0;0;0
1332401200;17;17;17
1332401300;95;95;95
1340100170;4;4;4
1340100180;16;16;16
1340100270;35;35;35
1340100280;0;0;0
1340100370;73;73;73
1340100380;37;37;37
1340100570;18;18;18
1340100580;50;50;50
1340100870;135;135;135
1340100880;91;91;91
1340100970;22;22;22
1340100980;0;0;0
1340101070;100;100;100
1340101080;97;97;97
1340101170;74;74;74
1340101180;130;130;130
1340101270;91;91;91
1340101280;160;160;160
1340101370;242;242;242
1340101380;999;999;999
1340101470;206;206;206
1340101480;200;200;200
1340101570;136;136;136
1340101580;153;153;153
1340101770;18;18;18
1340101780;31;31;31
1340101870;0;0;0
1340101880;1;1;1
1340101970;67;67;67
1340101980;39;39;39
1340102070;49;49;49
1340102080;23;23;23
1340102170;18;18;18
1340102180;6;6;6
1340102210;67;67;67
1340102470;6;6;6
1340102480;24;24;24
1340102580;15;15;15
1340102770;17;17;17
1340102780;15;15;15
1340103070;13;13;13
1340103080;0;0;0
1340103370;90;90;90
1340103380;176;176;176
1340103670;33;33;33
1340103680;32;32;32
1340103770;24;24;24
1340103780;18;18;18
1340103870;1;1;1
1340103880;0;0;0
1340103970;47;47;47
1340103980;50;50;50
1340104070;17;17;17
1340104080;19;19;19
1340104170;19;19;19
1340104180;19;19;19
1340104270;0;0;0
1340104280;0;0;0
1340104370;50;50;50
1340104380;48;48;48
1340104570;50;50;50
1340104580;0;0;0
1340104670;45;45;45
1340104680;45;45;45
1340104770;8;8;8
1340104780;8;8;8
1340104970;0;0;0
1340104980;0;0;0
1340105070;0;0;0
1340105080;0;0;0
1340105170;0;0;0
1340105180;0;0;0
1340105270;0;0;0
1340105280;0;0;0
1340105370;0;0;0
1340105380;0;0;0
1340105470;0;0;0
1340105480;0;0;0
1340105570;0;0;0
1340105580;0;0;0
1340105670;0;0;0
1340105680;0;0;0
1340105770;0;0;0
1340105780;0;0;0
1340105900;21;21;21
1340106000;12;12;12
1340106100;0;0;0
1340107770;0;0;0
1340107780;20;20;20
1340112870;0;0;0
1340112880;0;0;0
1340200110;146;146;146
1340200210;50;50;50
1340200310;50;50;50
1340200410;0;0;0
1340200510;0;0;0
1340200710;999;999;999
1340200810;16;16;16
1340200910;82;82;82
1340201010;999;999;999
1340201400;209;209;209
1340202100;49;49;49
1340202300;107;107;107
1340202700;999;999;999
1340203100;0;0;0
1340203200;999;999;999
1340203500;61;61;61
1340203600;31;31;31
1340203800;25;25;25
1340204000;141;141;141
1340204200;27;27;27
1340204700;25;25;25
1340205400;1;1;1
1340205510;205;205;205
1340205600;157;157;157
1340300100;2;2;2
1340300300;0;0;0
1340300400;45;45;45
1340300500;999;999;999
1340300600;15;15;15
1340300800;58;58;58
1340301000;0;0;0
1340301100;0;0;0
1340301300;24;24;24
1340301400;10;10;10
1340301500;0;0;0
1340301600;10;10;10
1340301900;0;0;0
1340302000;0;0;0
1340400100;43;43;43
1340400400;60;60;60
1340400670;37;37;37
1340400680;58;58;58
1340400770;0;0;0
1340400780;0;0;0
1340401370;6;6;6
1340401380;8;8;8
1340401500;28;28;28
1340401770;8;8;8
1340401780;0;0;0
1340401870;77;77;77
1340401880;89;89;89
1340402000;0;0;0
1340402270;1;1;1
1340402280;11;11;11
1340402300;0;0;0
1340408370;0;0;0
1340408380;0;0;0
1340550170;999;999;999
1340550180;999;999;999
1340550370;155;155;155
1340550380;76;76;76
1340600200;196;196;196
1340601000;40;40;40
1340601100;999;999;999
1340601200;60;60;60
1341300110;0;0;0
1341300510;71;71;71
1341300610;65;65;65
1341301010;142;142;142
1341301510;16;16;16
1342100100;57;57;57
1342101900;50;50;50
1342102000;24;24;24
1342102100;206;206;206
1342102200;87;87;87
1342102400;999;999;999
1342102500;140;140;140
1342102600;999;999;999
1342102700;57;57;57
1342102800;42;42;42
1342103300;11;11;11
1342103400;2;2;2
1342103600;999;999;999
1342103700;39;39;39
1342103800;0;0;0
1342200300;56;56;56
1342200400;71;71;71
1342200500;98;98;98
1342200600;85;85;85
1342201000;44;44;44
1342201700;91;91;91
1342202400;33;33;33
1342206400;81;81;81
1342206800;58;58;58
1342206900;57;57;57
1342207300;75;75;75
1342207400;0;0;0
1342207500;14;14;14
1342207600;80;80;80
1342207900;52;52;52
1342208000;77;77;77
1342300200;73;73;73
1342300300;0;0;0
1342300400;999;999;999
1342300500;24;24;24
1342300600;91;91;91
1342300700;172;172;172
1342400110;999;999;999
1342400200;12;12;12
1342402300;34;34;34
1342600100;8;8;8
1342600200;97;97;97
1342700100;2;2;2
1342700410;45;45;45
1342702510;37;37;37
1342702610;81;81;81
1342702710;72;72;72
1342702810;80;80;80
1342702910;57;57;57
1342703010;22;22;22
1342703110;21;21;21
1342703210;16;16;16
1342703310;92;92;92
1342703410;19;19;19
1342703510;46;46;46
1342703610;86;86;86
1342703710;65;65;65
1342703810;48;48;48
1343100270;1;1;1
1343100280;13;13;13
1343100700;8;8;8
1343300210;17;17;17
1343300310;55;55;55
1343300610;36;36;36
1343300710;42;42;42
1343500110;175;175;175
1343600310;34;34;34
1343600410;39;39;39
1343700110;11;11;11
1343700210;0;0;0
1343700410;999;999;999
1344300301;48;48;48
1344400200;31;31;31
1344400400;55;55;55
1344400500;38;38;38
1344400800;999;999;999
1344400900;154;154;154
1344401100;92;92;92
1344401200;17;17;17
1344401300;0;0;0
1344401470;9;9;9
1344401480;0;0;0
1344401800;0;0;0
1344401900;0;0;0
1344402200;9;9;9
1344402400;0;0;0
1344402500;65;65;65
1344402600;0;0;0
1344500100;104;104;104
1344500200;32;32;32
1344500300;38;38;38
1344500800;15;15;15
1344501000;109;109;109
1344501200;10;10;10
1344501400;10;10;10
1344501500;10;10;10
1344501600;13;13;13
1344501700;16;16;16
1344501800;6;6;6
1344501900;6;6;6
1344600400;30;30;30
1344601070;17;17;17
1344601080;15;15;15
1344601170;54;54;54
1344601180;38;38;38
1344601270;9;9;9
1344601280;50;50;50
1344601370;0;0;0
1344601380;9;9;9
1344601400;39;39;39
1344601770;31;31;31
1344601780;108;108;108
1344601900;0;0;0
1344602670;0;0;0
1344602680;21;21;21
1344602700;1;1;1
1344603300;12;12;12
1344605870;12;12;12
1344605880;10;10;10
1345100100;15;15;15
1345100200;31;31;31
1345100300;28;28;28
1345100400;5;5;5
1345100500;50;50;50
1345100600;22;22;22
1345101300;10;10;10
1345101800;11;11;11
1345101900;0;0;0
1345102400;34;34;34
1345102500;0;0;0
1345102600;37;37;37
1345102700;27;27;27
1345102800;1;1;1
1345102900;30;30;30
1345103100;14;14;14
1345103200;3;3;3
1345103300;52;52;52
1345103400;9;9;9
1345103500;39;39;39
1345103600;56;56;56
1350100110;999;999;999
1350100200;185;185;185
1350100500;999;999;999
1350100600;0;0;0
1350101110;74;74;74
1350101200;999;999;999
1350101310;130;130;130
1350101710;150;150;150
1350200100;71;71;71
1350200200;173;173;173
1350200300;118;118;118
1350200470;127;127;127
1350200480;121;121;121
1350200500;206;206;206
1350200600;68;68;68
1350200700;999;999;999
1350200800;104;104;104
1350202070;28;28;28
1350202080;0;0;0
1350202200;0;0;0
1350202300;22;22;22
1350202700;40;40;40
1350202900;22;22;22
1350203170;19;19;19
1350203180;19;19;19
1350203270;50;50;50
1350203280;50;50;50
1350203370;50;50;50
1350203380;50;50;50
1350203470;50;50;50
1350203480;50;50;50
1350203570;36;36;36
1350203580;36;36;36
1350203770;0;0;0
1350203780;0;0;0
1350204070;9;9;9
1350204080;9;9;9
1350204100;50;50;50
1350204700;0;0;0
1350204800;0;0;0
1350250100;51;51;51
1350250200;16;16;16
1350300100;999;999;999
1350300300;37;37;37
1350300500;109;109;109
1350300600;999;999;999
1350301100;122;122;122
1350301300;93;93;93
1350450100;68;68;68
1350450300;238;238;238
1350450400;999;999;999
1350500100;0;0;0
1350500470;85;85;85
1350500480;64;64;64
1350500600;129;129;129
1350500800;17;17;17
1350500900;10;10;10
1350501700;0;0;0
1350501800;15;15;15
1350501900;16;16;16
1351150100;999;999;999
1351300210;101;101;101
1351300310;61;61;61
1351300710;11;11;11
1351400100;0;0;0
1351400200;3;3;3
1352102100;43;43;43
1352102200;25;25;25
1352102300;32;32;32
1352102400;18;18;18
1352102500;18;18;18
1352102600;0;0;0
1352102700;54;54;54
1352102800;24;24;24
1352102900;73;73;73
1352103000;82;82;82
1352103300;0;0;0
1352103500;15;15;15
1352200600;56;56;56
1352200700;92;92;92
1352200800;81;81;81
1352201000;14;14;14
1352201100;0;0;0
1352202100;25;25;25
1352202200;52;52;52
1352202400;48;48;48
1352203500;33;33;33
1352204500;72;72;72
1352206700;4;4;4
1352207000;23;23;23
1352250200;54;54;54
1352300100;117;117;117
1352704110;178;178;178
1352704210;76;76;76
1352704310;36;36;36
1353100100;23;23;23
1353100200;11;11;11
1353100300;9;9;9
1353100500;13;13;13
1353600510;0;0;0
1353800100;119;119;119
1353800400;112;112;112
1353800600;97;97;97
1353800800;8;8;8
1353801000;48;48;48
1353801100;171;171;171
1353801200;999;999;999
1353801300;999;999;999
1353801500;34;34;34
1353801700;999;999;999
1353801800;51;51;51
1353802000;999;999;999
1353900300;20;20;20
1353900400;131;131;131
1353900500;119;119;119
1353900700;0;0;0
1353900800;0;0;0
1353901400;89;89;89
1361100100;99;99;99
1361100400;26;26;26
1361300200;27;27;27
1361300300;80;80;80
1361600100;121;121;121
1361600200;999;999;999
1361600400;34;34;34
1361600570;999;999;999
1361600580;999;999;999
1361600700;38;38;38
1361600800;999;999;999
1361600900;189;189;189
1361601000;167;167;167
1361601200;41;41;41
1361601300;45;45;45
1361601400;60;60;60
1361601600;30;30;30
1361601700;0;0;0
1361601800;36;36;36
1361602000;41;41;41
1361602100;43;43;43
1361602200;42;42;42
1361700200;38;38;38
1361700300;999;999;999
1361700400;34;34;34
1361700500;999;999;999
1361700600;105;105;105
1361700700;89;89;89
1361700900;52;52;52
1361701100;2;2;2
1361701800;146;146;146
1361701900;66;66;66
1361702000;52;52;52
1361702100;40;40;40
1361702200;42;42;42
1361702300;34;34;34
1361702400;38;38;38
1361702500;40;40;40
1361902770;18;18;18
1361902780;18;18;18
1361902870;28;28;28
1361902880;19;19;19
1361902970;18;18;18
1361902980;18;18;18
1361903070;0;0;0
1361903080;0;0;0
1361903170;0;0;0
1361903180;0;0;0
1361903270;67;67;67
1361903280;12;12;12
1361903370;0;0;0
1361903380;0;0;0
1361903470;0;0;0
1361903480;0;0;0
1361903570;20;20;20
1361903580;20;20;20
1361903670;49;49;49
1361903680;50;50;50
1361903770;17;17;17
1361903780;17;17;17
1361903870;13;13;13
1361903880;33;33;33
1361904070;0;0;0
1361904080;0;0;0
1361904170;0;0;0
1361904180;0;0;0
1361951010;999;999;999
1361951110;95;95;95
1361951210;147;147;147
1361951310;141;141;141
1362001570;0;0;0
1362001580;0;0;0
1362001670;0;0;0
1362001680;0;0;0
1362001770;0;0;0
1362001780;0;0;0
1362001870;0;0;0
1362001880;0;0;0
1362001970;11;11;11
1362001980;11;11;11
1362002070;49;49;49
1362002080;48;48;48
1362002170;0;0;0
1362002180;6;6;6
1362002270;11;11;11
1362002280;14;14;14
1362002370;20;20;20
1362002380;20;20;20
1362002470;14;14;14
1362002480;9;9;9
1362002570;13;13;13
1362002580;11;11;11
1362002670;0;0;0
1362002680;0;0;0
1362002770;0;0;0
1362002780;0;0;0
1362002870;0;0;0
1362002880;0;0;0
1362002970;23;23;23
1362002980;10;10;10
1362003070;10;10;10
1362003080;10;10;10
1362003270;18;18;18
1362003280;18;18;18
1363101700;37;37;37
1363101800;0;0;0
1363102100;40;40;40
1363102600;73;73;73
1363102900;36;36;36
1363103000;36;36;36
1363103600;36;36;36
1363105400;34;34;34
1363105500;20;20;20
1363105600;14;14;14
1363105700;65;65;65
1363105900;82;82;82
1363106000;60;60;60
1363106100;31;31;31
1363106200;75;75;75
1363106300;16;16;16
1363106400;999;999;999
1363106500;121;121;121
1363106600;67;67;67
1363106700;77;77;77
1363106900;106;106;106
1363107000;7;7;7
1363107100;27;27;27
1363107200;42;42;42
1363107300;25;25;25
1363107400;0;0;0
1363107500;91;91;91
1363107600;46;46;46
1363107700;0;0;0
1363107800;27;27;27
1363108100;0;0;0
1363108400;0;0;0
1363108500;139;139;139
1363108600;34;34;34
1363108700;5;5;5
1363108800;66;66;66
1363108900;49;49;49
1363109000;62;62;62
1363109100;5;5;5
1363109200;0;0;0
1363109300;0;0;0
1363109400;16;16;16
1363109500;23;23;23
1363109600;33;33;33
1363109700;46;46;46
1363109800;0;0;0
1363200200;41;41;41
1363201200;48;48;48
1363201700;91;91;91
1363202400;8;8;8
1363202500;999;999;999
1363202600;32;32;32
1363202700;41;41;41
1363202900;77;77;77
1363203000;88;88;88
1363203100;37;37;37
1363203200;62;62;62
1363203300;98;98;98
1363203400;1;1;1
1363203600;0;0;0
1363203700;25;25;25
1363203800;44;44;44
1363203900;58;58;58
1363204000;1;1;1
1363204100;35;35;35
1363204200;0;0;0
1363204300;44;44;44
1363204400;0;0;0
1363204500;32;32;32
1363204600;42;42;42
1363204700;46;46;46
1363204800;34;34;34
1363204900;58;58;58
1363205000;0;0;0
1363205100;45;45;45
1363208600;20;20;20
1363208700;87;87;87
1363209000;39;39;39
1363500200;128;128;128
1363600110;111;111;111
1363600210;36;36;36
1363600310;61;61;61
1363600410;94;94;94
1363600610;21;21;21
1363600710;149;149;149
1363600810;999;999;999
1363600910;33;33;33
1363601010;157;157;157
1363601110;96;96;96
1363601210;70;70;70
1363601310;999;999;999
1363601410;999;999;999
1363601510;57;57;57
1363601610;87;87;87
1363602210;58;58;58
1363602310;16;16;16
1363602410;0;0;0
1363602610;91;91;91
1363602710;90;90;90
1363603010;0;0;0
1363603710;217;217;217
1363606910;119;119;119
1363607010;146;146;146
1363607110;202;202;202
1363607210;999;999;999
1363607310;27;27;27
1363617410;0;0;0
1363617510;0;0;0
1363617610;0;0;0
1363617710;90;90;90
1363617810;12;12;12
1363650510;180;180;180
1363700110;49;49;49
1363700310;54;54;54
1363700410;166;166;166
1363700510;999;999;999
1363700610;183;183;183
1363700710;122;122;122
1363701010;999;999;999
1363701110;110;110;110
1363701210;166;166;166
1363701410;53;53;53
1363701610;74;74;74
1363701910;60;60;60
1363702110;47;47;47
1363702310;999;999;999
1363702410;42;42;42
1363702510;999;999;999
1363702610;87;87;87
1363702710;999;999;999
1363702810;59;59;59
1363702910;37;37;37
1363703010;0;0;0
1363750310;999;999;999
1363750810;204;204;204
1363900110;61;61;61
1363900210;126;126;126
1363900410;3;3;3
1363900610;999;999;999
1363900710;0;0;0
1363900810;60;60;60
1363901110;234;234;234
1363901510;55;55;55
1363901610;78;78;78
1363901710;52;52;52
1363950110;61;61;61
1363952310;144;144;144
1363952410;83;83;83
1363952510;79;79;79
1363952610;44;44;44
1363952710;218;218;218
1364002110;108;108;108
1364002210;0;0;0
1364002310;84;84;84
1364002410;103;103;103
1364002510;105;105;105
1364002610;23;23;23
1364002710;108;108;108
1364002810;45;45;45
1364002910;0;0;0
1364003010;109;109;109
1364003110;38;38;38
1364003210;130;130;130
1364003310;80;80;80
1364003410;117;117;117
1364003510;31;31;31
1364003610;2;2;2
1364003710;75;75;75
1364003810;128;128;128
1364003910;0;0;0
1364004010;0;0;0
1364004110;203;203;203
1364004210;46;46;46
1364004310;145;145;145
1364004410;75;75;75
1364004510;124;124;124
1364004610;125;125;125
1364004710;92;92;92
1364004810;81;81;81
1364004910;109;109;109
1364005010;101;101;101
1364005110;133;133;133
1364005210;138;138;138
1364005310;8;8;8
1364005410;52;52;52
1364005510;25;25;25
1364005610;49;49;49
1364005710;44;44;44
1364005810;71;71;71
1364005910;45;45;45
1364006010;0;0;0
1364202170;16;16;16
1364202180;11;11;11
1364202270;44;44;44
1364202280;0;0;0
1364202370;19;19;19
1364202380;16;16;16
1364202470;60;60;60
1364202480;38;38;38
1364202570;22;22;22
1364202580;9;9;9
1364202670;158;158;158
1364202680;167;167;167
1364202770;111;111;111
1364202780;109;109;109
1364300170;37;37;37
1364300180;27;27;27
1364300270;80;80;80
1364300280;6;6;6
1364300370;100;100;100
1364300380;31;31;31
1364300400;999;999;999
1364302470;30;30;30
1364302480;47;47;47
1364302570;74;74;74
1364302580;101;101;101
1364302670;92;92;92
1364302680;10;10;10
1364302770;51;51;51
1364302780;54;54;54
1364302870;244;244;244
1364302880;999;999;999
1365000110;117;117;117
1370300100;101;101;101
1370300500;62;62;62
1370301000;93;93;93
1370301500;34;34;34
1370301770;29;29;29
1370301780;61;61;61
1370302600;58;58;58
1370302700;68;68;68
1370600100;999;999;999
1381200200;2;2;2
1381200300;34;34;34
1381200400;999;999;999
1381200500;100;100;100
1381200600;35;35;35
1381200800;33;33;33
1381200900;232;232;232
1381201000;46;46;46
1381201100;40;40;40
1381201200;20;20;20
1381201300;50;50;50
1381201500;54;54;54
1381201670;12;12;12
1381201680;37;37;37
1381201700;50;50;50
1381201870;46;46;46
1381201900;0;0;0
1381202100;65;65;65
1381202200;56;56;56
1381202300;57;57;57
1381202400;75;75;75
1381202500;63;63;63
1381202600;0;0;0
1381202670;25;25;25
1381202680;30;30;30
1381202700;67;67;67
1381202800;106;106;106
1381202900;6;6;6
1381203000;22;22;22
1381203100;34;34;34
1381203200;24;24;24
1381203300;50;50;50
1381203400;50;50;50
1381203500;56;56;56
1381203600;80;80;80
1381203700;50;50;50
1381203800;26;26;26
1381203900;0;0;0
1381204000;0;0;0
1381204100;0;0;0
1381204200;31;31;31
1381204300;29;29;29
1381204400;50;50;50
1381204500;48;48;48
1381204600;0;0;0
1381204770;46;46;46
1381204780;28;28;28
1381204800;50;50;50
1381204870;45;45;45
1381204880;56;56;56
1381204900;26;26;26
1381205000;51;51;51
1381205100;13;13;13
1381205200;0;0;0
1381205300;0;0;0
1381205470;33;33;33
1381205480;25;25;25
1381205570;11;11;11
1381205580;12;12;12
1381205670;20;20;20
1381205680;12;12;12
1381205770;27;27;27
1381205780;24;24;24
1381205870;31;31;31
1381205880;28;28;28
1381205970;27;27;27
1381205980;32;32;32
1387100100;999;999;999
1388100170;39;39;39
1388100180;25;25;25
1388100570;65;65;65
1388100580;7;7;7
1388600100;106;106;106
1388600200;153;153;153
1388600480;999;999;999
1388600580;180;180;180
1388600600;21;21;21
1390100400;3;3;3
1390100600;3;3;3
1390101000;17;17;17
1390102900;1;1;1
1390103000;1;1;1
1390103300;3;3;3
1390104600;7;7;7
1390104700;2;2;2
1390104900;1;1;1
1390105600;9;9;9
1390300100;44;44;44
1390300400;0;0;0
1390300500;0;0;0
1390300600;22;22;22
1390300700;28;28;28
1390301000;32;32;32
1390301100;2;2;2
1390301600;55;55;55
1390301700;20;20;20
1390302100;0;0;0
1390302900;1;1;1
1390400100;187;187;187
1390400200;10;10;10
1390400300;33;33;33
1391800400;180;180;180
1391900100;999;999;999
1391900200;175;175;175
1392100100;40;40;40
1393100100;104;104;104
1393100200;201;201;201
1393100500;72;72;72
1393100800;999;999;999
1393100900;146;146;146
1393200100;155;155;155
1393200300;209;209;209
1393500100;226;226;226
1393900100;31;31;31
1393900200;77;77;77
1393900300;14;14;14
1393900400;26;26;26
1393900500;85;85;85
1393900600;21;21;21
1393900700;8;8;8
1393900800;14;14;14
1396150100;33;33;33
1396200200;57;57;57
1396200700;43;43;43
1396300100;55;55;55
1396600100;131;131;131
1396600200;999;999;999
1396600800;151;151;151
1396700170;23;23;23
1396700180;25;25;25
1396700300;9;9;9
1397100170;6;6;6
1397100180;3;3;3
1397100370;9;9;9
1397100380;74;74;74
1397100570;2;2;2
1397100580;36;36;36
1397100800;19;19;19
1397101000;57;57;57
1397101100;47;47;47
1397101200;111;111;111
1397101370;46;46;46
1397101380;40;40;40
1397101400;45;45;45
1397101600;27;27;27
1397103800;43;43;43
1397103900;207;207;207
1397104000;41;41;41
1397104100;15;15;15
1397104200;20;20;20
1397104300;7;7;7
1397104400;55;55;55
1397104500;3;3;3
1397104600;24;24;24
1397104700;36;36;36
1397104800;84;84;84
1397104900;23;23;23
1397105000;36;36;36
1397105100;19;19;19
1397105200;22;22;22
1397105300;59;59;59
1397105400;44;44;44
1397105500;60;60;60
1397105600;21;21;21
1397105700;172;172;172
1397105800;43;43;43
1397105870;34;34;34
1397105880;37;37;37
1397105970;45;45;45
1397105980;44;44;44
1397106070;42;42;42
1397106080;48;48;48
1397106170;72;72;72
1397106180;72;72;72
1397106270;41;41;41
1397106280;20;20;20
1397106370;54;54;54
1397106380;43;43;43
1397106470;46;46;46
1397106480;34;34;34
1397106570;70;70;70
1397106580;73;73;73
1397106670;75;75;75
1397106680;63;63;63
1397106770;24;24;24
1397106780;9;9;9
1397300100;999;999;999
1397300200;8;8;8
1397300300;170;170;170
1397300400;140;140;140
1397300500;999;999;999
1397300800;999;999;999
1397300900;220;220;220
1397301000;142;142;142
1397301100;138;138;138
1398200100;50;50;50
1398200300;49;49;49
1398200400;27;27;27
1398200500;93;93;93
1398200600;50;50;50
1398200700;96;96;96
1398200800;56;56;56
1398200900;46;46;46
1398201000;126;126;126
1398201100;99;99;99
1398201200;127;127;127
1398201300;122;122;122
1398201400;120;120;120
1398201500;103;103;103
1398500100;55;55;55
1398500200;999;999;999
1398500300;74;74;74
1398500400;999;999;999
1398650100;999;999;999
1399100700;7;7;7
1399150100;61;61;61
1411000100;133;133;133
1411000200;171;171;171
1411000300;144;144;144
1411000400;37;37;37
1411000500;11;11;11
1411000600;124;124;124
1411000700;6;6;6
1411400100;999;999;999
1412000100;192;192;192
1412000200;999;999;999
1412000300;12;12;12
1412000400;24;24;24
1412200300;67;67;67
1412900100;2;2;2
1413500200;55;55;55
1413500300;104;104;104
1413500400;190;190;190
1413600100;999;999;999
1413600200;25;25;25
1414100500;8;8;8
1414100600;44;44;44
1414101000;43;43;43
1414101400;23;23;23
1414101600;8;8;8
1414101700;37;37;37
1414101800;62;62;62
1414101900;16;16;16
1414102000;21;21;21
1414102200;36;36;36
1414102500;19;19;19
1414102600;134;134;134
1414102800;22;22;22
1414102900;0;0;0
1414103000;0;0;0
1414103200;0;0;0
1414103300;0;0;0
1414103400;0;0;0
1414103500;0;0;0
1414200300;0;0;0
1414200400;37;37;37
1414200600;14;14;14
1414200700;23;23;23
1414250100;100;100;100
1414250200;999;999;999
1414250300;999;999;999
1414250400;999;999;999
1414250500;999;999;999
1414300200;36;36;36
1414300400;26;26;26
1414500100;89;89;89
1414500200;111;111;111
1414500300;0;0;0
1414500400;243;243;243
1414600110;215;215;215
1414600410;32;32;32
1414600500;151;151;151
1414600610;111;111;111
1414600710;21;21;21
1414601310;212;212;212
1414601610;186;186;186
1414601710;999;999;999
1414700100;91;91;91
1414700300;29;29;29
1414700400;14;14;14
1414700500;93;93;93
1414700600;3;3;3
1414700700;66;66;66
1414700800;999;999;999
1414700900;172;172;172
1414701000;160;160;160
1414701100;48;48;48
1414701200;31;31;31
1414701300;41;41;41
1414701400;48;48;48
1414701500;999;999;999
1414701600;73;73;73
1414701700;13;13;13
1414701800;91;91;91
1414701900;35;35;35
1414702000;2;2;2
1414900100;84;84;84
1414900200;198;198;198
1414900300;24;24;24
1414900400;42;42;42
1414900600;14;14;14
1414900700;29;29;29
1414900800;999;999;999
1415200100;18;18;18
1415200300;0;0;0
1415201200;1;1;1
1415201400;42;42;42
1415201500;79;79;79
1415201700;0;0;0
1416000100;155;155;155
1416000200;22;22;22
1416000300;64;64;64
1416000400;244;244;244
1416000500;1;1;1
1416000600;12;12;12
1416000700;26;26;26
1416000800;25;25;25
1417100100;12;12;12
1417100200;0;0;0
1417100300;66;66;66
1417100400;29;29;29
1417100500;0;0;0
1417100600;29;29;29
1417150100;999;999;999
1417400100;3;3;3
1417400200;3;3;3
1417400300;4;4;4
1417400400;0;0;0
1417400500;2;2;2
1417400600;13;13;13
1417400701;13;13;13
1417400801;7;7;7
1417400901;1;1;1
1417401100;2;2;2
1417401200;3;3;3
1417401400;2;2;2
1417401500;11;11;11
1417401700;23;23;23
1417402600;0;0;0
1417402700;3;3;3
1417403000;6;6;6
1417406300;6;6;6
1417406400;0;0;0
1417406500;5;5;5
1417406600;0;0;0
1417406700;7;7;7
1417406800;10;10;10
1417406900;10;10;10
1417407000;3;3;3
1417407100;15;15;15
1417407200;10;10;10
1417407300;16;16;16
1417600100;27;27;27
1417600200;73;73;73
1417600300;3;3;3
1417600400;1;1;1
1417600500;0;0;0
1417600700;53;53;53
1417600900;49;49;49
1417751110;10;10;10
1417751210;28;28;28
1417751310;4;4;4
1417751410;26;26;26
1417751610;1;1;1
1417751710;17;17;17
1417751810;15;15;15
1417751910;4;4;4
1417752110;2;2;2
1417800210;1;1;1
1417800410;13;13;13
1417800510;0;0;0
1417800610;2;2;2
1417900200;38;38;38
1417900400;0;0;0
1417900700;0;0;0
1417900800;27;27;27
1417900900;55;55;55
1417901080;999;999;999
1417901100;999;999;999
1417901200;109;109;109
1417901300;34;34;34
1417901670;21;21;21
1417901680;38;38;38
1417901770;197;197;197
1417901970;74;74;74
1417902180;171;171;171
1417902200;34;34;34
1417902370;0;0;0
1417902380;50;50;50
1417902470;0;0;0
1417902480;0;0;0
1417902580;0;0;0
1417902670;0;0;0
1417902680;0;0;0
1417902770;0;0;0
1417902780;0;0;0
1417902870;0;0;0
1417902880;0;0;0
1417902970;0;0;0
1417902980;0;0;0
1417903000;0;0;0
1417903180;70;70;70
1417903270;0;0;0
1418000100;28;28;28
1418100100;70;70;70
1418100200;46;46;46
1418100400;62;62;62
1418100500;34;34;34
1418100600;25;25;25
1418100700;35;35;35
1418100900;137;137;137
1418101000;66;66;66
1418101200;12;12;12
1418101500;18;18;18
1418101600;6;6;6
1418101700;44;44;44
1418101800;54;54;54
1418101900;36;36;36
1418102100;33;33;33
1418102200;10;10;10
1418102400;23;23;23
1418102500;38;38;38
1418102700;15;15;15
1418103000;36;36;36
1418103100;10;10;10
1418103200;50;50;50
1418103300;64;64;64
1418103400;37;37;37
1418103700;37;37;37
1418104000;31;31;31
1418104200;7;7;7
1418104300;43;43;43
1418200100;19;19;19
1418200200;61;61;61
1418300200;76;76;76
1418300300;72;72;72
1418300600;0;0;0
1418301100;197;197;197
1418301400;30;30;30
1418301500;247;247;247
1418301800;999;999;999
1418500100;999;999;999
1418500200;10;10;10
1418500300;47;47;47
1418500400;112;112;112
1418500700;228;228;228
1418501400;187;187;187
1418600500;999;999;999
1418601100;194;194;194
1418603300;229;229;229
1418604200;999;999;999
1418700200;103;103;103
1418700300;16;16;16
1418701200;999;999;999
1418701500;64;64;64
1419200100;108;108;108
1419200300;43;43;43
1419200400;52;52;52
1419200500;91;91;91
1419200600;81;81;81
1419200700;64;64;64
1419200800;84;84;84
1419200900;55;55;55
1419201000;98;98;98
1419201100;100;100;100
1419201200;59;59;59
1419201300;77;77;77
1419201400;27;27;27
1419201500;24;24;24
1419201600;32;32;32
1419300100;35;35;35
1419300200;48;48;48
1419300300;27;27;27
1419300400;100;100;100
1419300500;28;28;28
1419400300;164;164;164
1419400400;57;57;57
1419400500;93;93;93
1419500200;40;40;40
1419900100;21;21;21
1419900200;0;0;0
1420100100;3;3;3
1421400200;201;201;201
1421600400;121;121;121
1421600500;205;205;205
1421601000;999;999;999
1421601400;999;999;999
1426100100;16;16;16
1426100200;42;42;42
1426100300;12;12;12
1426100400;0;0;0
1428100110;70;70;70
1428100210;238;238;238
1428100310;108;108;108
1428100410;999;999;999
