ID_Product,Quantity,Quantity_Fourniss_After_Cumule,on_depot
ABR4083S,2,2,2
ABR4084S,10,10,10
ABR4085S,3,3,3
ABR4086S,10,10,10
ABR4087S,6,6,6
ABR4088S,1,1,1
ABR4089S,0,0,0
ABR4090S,0,0,0
ABR5001,10,10,10
ABR5002,10,10,10
ABR5003,9,9,9
AR1017S,0,0,0
AR1018S,0,0,0
AR1019S,5,5,5
AR1020S,0,0,0
AR1021S,0,0,0
AR1022S,10,10,10
AR2001,0,0,0
AR2003,10,10,10
AR2004,5,5,5
AR2005,8,8,8
AR2007,10,10,10
AR2008,1,1,1
AR2010,8,8,8
AR2011,0,0,0
AR2012,0,0,0
AR2013,10,10,10
AR2014,3,3,3
AR2015,10,10,10
AR2016,10,10,10
AR2017S,5,5,5
AR2018S,2,2,2
AR2019S,10,10,10
AR2020S,2,2,2
AR2021S,10,10,10
AR2022S,6,6,6
AR2023S,1,1,1
AR2024S,0,0,0
AR2025S,8,8,8
AR2026S,5,5,5
AR2027S,0,0,0
AR2028S,2,2,2
AR2029S,4,4,4
AR2030S,0,0,0
AR2031S,1,1,1
AR2032S,10,10,10
AR2033S,0,0,0
AR2034SR,8,8,8
AR2035SR,9,9,9
AR3002,10,10,10
AR3003,0,0,0
AR3004,10,10,10
AR3005,10,10,10
AR3006,10,10,10
AR3007,10,10,10
AR3008,10,10,10
AR3009,10,10,10
AR3010,10,10,10
AR3010PR,0,0,0
AR3012,10,10,10
AR3013,10,10,10
AFP1011S,3,3,3
AFP1012S,0,0,0
AFP1013LITENS,10,10,10
AFP1014LITENS,10,10,10
AFP2001,10,10,10
AFP2001INA,10,10,10
AFP2001V,10,10,10
AFP2002,10,10,10
AFP2002INA,10,10,10
AFP2002V,10,10,10
AFP2003,10,10,10
AFP2003INA,10,10,10
AFP2003V,0,0,0
AFP2004,0,0,0
AFP2005INA,10,10,10
AFP2006S,10,10,10
AFP2007S,4,4,4
AFP2008S,10,10,10
AFP2009S,10,10,10
AFP3001,10,10,10
AFP3001INA,10,10,10
AFP3001V,10,10,10
AFP3002,10,10,10
AFP3002INA,10,10,10
AFP3002V,10,10,10
AFP3003,10,10,10
AFP3003V,10,10,10
AFP3004,10,10,10
AFP3004INA,10,10,10
AFP3004V,2,2,2
AFP3005,10,10,10
AFP3005INA,10,10,10
AFP3005V,10,10,10
AFP3006,10,10,10
AFP3006INA,10,10,10
AFP3006V,10,10,10
AFP3007,10,10,10
AFP3007INA,10,10,10
AFP3007V,5,5,5
AFP3008,10,10,10
AFP3008INA,10,10,10
AFP3008LITENS,10,10,10
AFP3008V,10,10,10
AFP3009,10,10,10
AFP3009INA,10,10,10
AFP3009V,10,10,10
AFP3010,10,10,10
AFP3010INA,10,10,10
AFP3010V,10,10,10
AFP3011,10,10,10
AFP3031,10,10,10
AFP3031INA,10,10,10
AFP3032INA,10,10,10
AFP3032S,7,7,7
AFP3033INA,10,10,10
AFP3033V,10,10,10
AFP3034INA,10,10,10
AFP3034V,10,10,10
AFP3035,10,10,10
AFP3035INA,10,10,10
AFP3036,10,10,10
AFP3036INA,10,10,10
AFP3037,10,10,10
AFP3037LITENS,10,10,10
AFP3038LITENS,10,10,10
AFP3038S,10,10,10
AFP3039,10,10,10
AFP3039S,10,10,10
AFP3040,10,10,10
AFP3041,10,10,10
AFP3041LITENS,10,10,10
AFP3042,10,10,10
AFP3043,10,10,10
AFP3044LITENS,10,10,10
AFP3044S,10,10,10
AFP3045INA,10,10,10
AFP3045S,10,10,10
AFP3046INA,10,10,10
AFP3046S,8,8,8
AFP3047S,10,10,10
AFP3048INA,10,10,10
AFP3048S,10,10,10
AFP3049INA,7,7,7
AFP3049S,0,0,0
AFP3050INA,10,10,10
AFP3050S,9,9,9
AFP3051S,4,4,4
AFP3051S2,8,8,8
AFP3052INA,10,10,10
AFP3053INA,10,10,10
AFP3054S,10,10,10
AFP3055S,3,3,3
AFP3056S,0,0,0
AFP3057LITENS,10,10,10
AFP3057S,2,2,2
AFP3058S,2,2,2
AFP3059LITENS,10,10,10
AFP3059S,10,10,10
AFP3060S,10,10,10
AFP3061INA,4,4,4
AR0115S,5,5,5
AR0116S,0,0,0
AR0118S,2,2,2
AR0119S,0,0,0
AR0120S,0,0,0
AR0121S,3,3,3
AR0122S,0,0,0
AR0123S,8,8,8
AR0124S,10,10,10
AR0125S,3,3,3
AR0126S,9,9,9
AR0128S,5,5,5
AR0129S,10,10,10
AR0130SR,0,0,0
AR0131S,5,5,5
AR0132S,9,9,9
AR0133BOSCH,10,10,10
AR0134P,5,5,5
AR0135P,3,3,3
AR0136P,6,6,6
AR0137P,6,6,6
AR0138P,6,6,6
AR0139P,6,6,6
AR0140P,5,5,5
AR0141P,5,5,5
AR0142P,6,6,6
AR0143P,6,6,6
AR0144P,6,6,6
AR0145P,6,6,6
AR0146P,0,0,0
AR0147P,6,6,6
AR0148P,6,6,6
AR0149P,6,6,6
AR0150S,5,5,5
AR1001,1,1,1
AR1002,6,6,6
AR1003,9,9,9
AR1004,10,10,10
AR1005,0,0,0
AR1006,10,10,10
AR1007,0,0,0
AR1008,10,10,10
AR1009,10,10,10
AR1010,6,6,6
AR1011S,0,0,0
AR1012S,10,10,10
AR1013S,10,10,10
AR1014S,10,10,10
AR1015S,0,0,0
AR1016S,10,10,10
ABR5104S,2,2,2
ABR5105S,8,8,8
ABR5106S,8,8,8
ABR5107S,2,2,2
ABR5108S,3,3,3
ABR5109S,5,5,5
ABR5110S,7,7,7
ABR5111S,5,5,5
ABR5112S,10,10,10
ABR5113S,2,2,2
ABR5114S,3,3,3
ABR5115S,3,3,3
ABR5116S,2,2,2
ABR5117S,1,1,1
ABR5118S,2,2,2
ABR5119S,7,7,7
ABR5120S,0,0,0
ABR5121S,2,2,2
ABR5122S,0,0,0
ABR5123S,10,10,10
ABR5124S,10,10,10
ABR5125S,10,10,10
ABR5126S,9,9,9
ABR5127S,4,4,4
ABR5128S,9,9,9
ABR5129S,2,2,2
ABR5130S,3,3,3
ABR5131S,3,3,3
ABR5132S,3,3,3
ABR5133S,2,2,2
ABR5134S,0,0,0
ABR5135S,3,3,3
ABR5136S,3,3,3
ABR5137S,3,3,3
ABR5138S,1,1,1
ABR5139S,3,3,3
ABR5140S,3,3,3
ABR5141S,10,10,10
ABR5142S,3,3,3
ABR5143S,0,0,0
ABR5144S,10,10,10
ABR5145S,0,0,0
ABR5146S,3,3,3
ABR5147S,3,3,3
ABR5148S,9,9,9
ABR5149S,0,0,0
ABR5150S,3,3,3
ABR5151S,10,10,10
ABR5152S,5,5,5
ABR5153S,4,4,4
ABR5004,0,0,0
ABR5005,0,0,0
ABR5006,0,0,0
ABR5007,6,6,6
ABR5008,4,4,4
ABR5009,0,0,0
ABR5010,10,10,10
ABR5011,5,5,5
ABR5012,1,1,1
ABR5013,0,0,0
ABR5014,0,0,0
ABR5015,3,3,3
ABR5016S,0,0,0
ABR5017S,0,0,0
ABR5018S,4,4,4
ABR5019S,5,5,5
ABR5020S,7,7,7
ABR5021S,9,9,9
ABR5022S,6,6,6
ABR5023S,10,10,10
ABR5024S,0,0,0
ABR5025S,9,9,9
ABR5026S,1,1,1
ABR5027S,6,6,6
ABR5028S,3,3,3
ABR5029S,1,1,1
ABR5030S,10,10,10
ABR5031S,6,6,6
ABR5032S,5,5,5
ABR5033S,6,6,6
ABR5034S,5,5,5
ABR5035S,0,0,0
ABR5036S,1,1,1
ABR5037S,10,10,10
ABR5038S,2,2,2
ABR5039S,8,8,8
ABR5040S,9,9,9
ABR5041S,10,10,10
ABR5042S,3,3,3
ABR5043S,10,10,10
ABR5044S,0,0,0
ABR5045S,10,10,10
ABR5046S,0,0,0
ABR5047S,0,0,0
ABR5048S,6,6,6
ABR5049S,2,2,2
ABR5050S,1,1,1
ABR5051S,3,3,3
ABR5052S,10,10,10
ABR5053S,5,5,5
A3433S,4,4,4
A3434S,4,4,4
A3435VALEO,2,2,2
A3436S,10,10,10
A3437S,10,10,10
A3438S,7,7,7
A3439VALEO,10,10,10
A3439PR,10,10,10
A3440PR,2,2,2
A3440SR,0,0,0
A3441S,6,6,6
A3442S,5,5,5
A3443S,0,0,0
A3444S,10,10,10
A3445S,10,10,10
A3446S,10,10,10
A3447S,0,0,0
A3448S,4,4,4
A3449S,1,1,1
A3450S,3,3,3
A3451S,6,6,6
A3452S,0,0,0
A3454S,5,5,5
A3455S,10,10,10
A3456S,10,10,10
A3457S,10,10,10
A3458S,9,9,9
A3459S,4,4,4
A3460S,5,5,5
A3461S,10,10,10
A3462S,6,6,6
A3463S,6,6,6
A3464S,0,0,0
A3465S,3,3,3
A3466S,10,10,10
A3467S,3,3,3
A3468S,0,0,0
A3469S,10,10,10
A3470S,10,10,10
A3471S,6,6,6
A3472VALEO,0,0,0
A3473S,9,9,9
A3474S,3,3,3
A3475S,2,2,2
A3476S,1,1,1
A3477S,4,4,4
A3478S,2,2,2
A3479S,2,2,2
A3480S,0,0,0
A3481S,0,0,0
ABR5154S,10,10,10
ABR5155S,3,3,3
ABR5156S,1,1,1
ABR5157S,7,7,7
ABR5158S,10,10,10
ABR5159S,10,10,10
ABR5160S,5,5,5
ABR5161S,5,5,5
ABR5162S,1,1,1
ABR5163S,5,5,5
ABR5164S,2,2,2
ABR5165S,0,0,0
ABR5166S,0,0,0
ABR5167S,10,10,10
ABR5168S,3,3,3
ABR5169S,8,8,8
ABR5170S,3,3,3
ABR5171S,3,3,3
ABR5172S,4,4,4
ABR5173S,4,4,4
ABR5174S,5,5,5
ABR5175S,4,4,4
ABR5176S,8,8,8
ABR5177S,10,10,10
ABR5178S,9,9,9
ABR5179S,9,9,9
ABR5180S,1,1,1
ABR5181S,4,4,4
ABR5182S,8,8,8
ABR5183S,3,3,3
ABR5184S,0,0,0
ABR5185S,3,3,3
ABR5186S,8,8,8
ABR5187S,3,3,3
ABR5188S,3,3,3
ABR5189S,2,2,2
ABR5190S,4,4,4
ABR5191S,10,10,10
ABR5192S,7,7,7
ABR5193S,3,3,3
ABR5194S,3,3,3
ABR5195S,1,1,1
ABR5196S,6,6,6
ABR5197S,2,2,2
ABR5198S,1,1,1
ABR5199S,5,5,5
ABR5200S,2,2,2
ABR5201S,8,8,8
ABR5202S,0,0,0
ABR5203S,2,2,2
A3528S,9,9,9
A3529S,10,10,10
A3530S,10,10,10
A3531S,0,0,0
A3532VALEO,1,1,1
A3532PR,10,10,10
A3533S,2,2,2
A3534S,10,10,10
A3535VALEO,2,2,2
A3536VALEO,5,5,5
A3536S,10,10,10
A3537S,0,0,0
A3538VALEO,9,9,9
A3538S,10,10,10
A3539S,2,2,2
A3540S,9,9,9
A3541S,2,2,2
A3542VALEO,0,0,0
A3543S,10,10,10
A3544S,10,10,10
A3545S,2,2,2
A3546S,8,8,8
A3547S,3,3,3
A3548VALEO,4,4,4
A3548S,10,10,10
A3549VALEO,7,7,7
A3549PR,0,0,0
A3550S,10,10,10
A3551S,10,10,10
A3552S,10,10,10
A3553S,5,5,5
A3554S,9,9,9
A3555S,8,8,8
A3556S,5,5,5
A3557S,3,3,3
A3558S,3,3,3
A3559S,10,10,10
A3560S,10,10,10
A3561S,10,10,10
A3562S,2,2,2
A3563S,10,10,10
A3564VALEO,1,1,1
A3564S,10,10,10
A3565S,10,10,10
A3566S,3,3,3
A3567PR,10,10,10
A3567S,10,10,10
A3568VALEO,1,1,1
A3568S,10,10,10
A3569S,5,5,5
A3482S,0,0,0
A3483S,3,3,3
A3484VALEO,8,8,8
A3484S,0,0,0
A3485S,4,4,4
A3486S,8,8,8
A3487S,0,0,0
A3488S,10,10,10
A3489S,8,8,8
A3490PR,10,10,10
A3490S,7,7,7
A3491S,9,9,9
A3492S,4,4,4
A3493S,10,10,10
A3494S,7,7,7
A3495S,7,7,7
A3496S,9,9,9
A3497S,10,10,10
A3498S,10,10,10
A3499S,1,1,1
A3500S,1,1,1
A3501S,1,1,1
A3502S,10,10,10
A3503S,10,10,10
A3504S,3,3,3
A3505S,2,2,2
A3506S,5,5,5
A3507S,10,10,10
A3508VALEO,1,1,1
A3508S,10,10,10
A3509S,3,3,3
A3510S,10,10,10
A3511S,10,10,10
A3512VALEO,4,4,4
A3512S,10,10,10
A3513S,10,10,10
A3515S,10,10,10
A3516S,10,10,10
A3517S,0,0,0
A3518S,10,10,10
A3519S,0,0,0
A3520S,10,10,10
A3521S,8,8,8
A3522S,10,10,10
A3523S,2,2,2
A3524VALEO,10,10,10
A3524S,10,10,10
A3525S,6,6,6
A3526S,6,6,6
A3527S,4,4,4
ABR5054S,10,10,10
ABR5055S,10,10,10
ABR5056S,7,7,7
ABR5057S,1,1,1
ABR5058S,10,10,10
ABR5059S,4,4,4
ABR5060S,3,3,3
ABR5061S,10,10,10
ABR5062S,10,10,10
ABR5063S,3,3,3
ABR5064S,2,2,2
ABR5065S,2,2,2
ABR5066S,5,5,5
ABR5067S,9,9,9
ABR5068S,0,0,0
ABR5069S,4,4,4
ABR5070S,1,1,1
ABR5071S,10,10,10
ABR5072S,10,10,10
ABR5073S,10,10,10
ABR5074S,10,10,10
ABR5075S,6,6,6
ABR5076S,1,1,1
ABR5077S,3,3,3
ABR5078S,5,5,5
ABR5079S,5,5,5
ABR5080S,7,7,7
ABR5081S,10,10,10
ABR5082S,3,3,3
ABR5083S,9,9,9
ABR5084S,3,3,3
ABR5085S,1,1,1
ABR5086S,2,2,2
ABR5087S,1,1,1
ABR5088S,7,7,7
ABR5089S,7,7,7
ABR5090S,3,3,3
ABR5091S,9,9,9
ABR5092S,3,3,3
ABR5093S,2,2,2
ABR5094S,4,4,4
ABR5095S,1,1,1
ABR5096S,3,3,3
ABR5097S,3,3,3
ABR5098S,0,0,0
ABR5099S,7,7,7
ABR5100S,2,2,2
ABR5101S,4,4,4
ABR5102S,5,5,5
ABR5103S,2,2,2
AR3014,10,10,10
AR3015,10,10,10
AR3016,10,10,10
AR3017,10,10,10
AR3018,9,9,9
AR3019,10,10,10
AR3020,3,3,3
AR3021,3,3,3
AR3022,10,10,10
AR3023,4,4,4
AR3024,10,10,10
AR3025,10,10,10
AR3026,10,10,10
AR3027,10,10,10
AR3028PR,0,0,0
AR3028S,10,10,10
AR3029S,0,0,0
AR3030S,10,10,10
AR3031S,10,10,10
AR3032S,7,7,7
AR3033S,10,10,10
AR3034S,0,0,0
AR3035S,0,0,0
AR3036S,10,10,10
AR3037PR,0,0,0
AR3038PR,0,0,0
AR3039S,8,8,8
AR3040S,10,10,10
AR3041S,10,10,10
AR3042S,0,0,0
AR3043S,10,10,10
AR3044S,2,2,2
AR3045S,8,8,8
AR3046S,6,6,6
AR3047S,1,1,1
AR3048S,1,1,1
AR3049S,0,0,0
AR3050S,0,0,0
AR3051S,0,0,0
AR3052S,10,10,10
AR4001,0,0,0
AR4002,10,10,10
AR4002PR,0,0,0
AR4003,10,10,10
AR4005,10,10,10
AR4006,5,5,5
AR4006MM,10,10,10
AR4007,10,10,10
AR4009,2,2,2
AR4010S,0,0,0
ABR6072S,8,8,8
ABR6073S,1,1,1
ABR6074S,8,8,8
ABR6075S,3,3,3
ABR6076S,3,3,3
ABR6077S,3,3,3
ABR6078S,10,10,10
ABR6079S,10,10,10
ABR6080S,5,5,5
ABR6081S,5,5,5
ABR6082S,7,7,7
ABR6083S,9,9,9
ABR6084S,2,2,2
ABR6085S,5,5,5
ABR6086S,2,2,2
ABR6087S,0,0,0
ABR6088S,4,4,4
ABR6089S,10,10,10
ABR6090S,0,0,0
ABR6091S,7,7,7
ABR6092S,2,2,2
ABR6093S,3,3,3
A3570PR,0,0,0
A3571PR,10,10,10
A3571S,0,0,0
ABR6094S,3,3,3
A3572S,2,2,2
A3573S,10,10,10
A3574S,0,0,0
A3575S,10,10,10
A3576S,8,8,8
A3577S,10,10,10
A3578S,1,1,1
A3579S,9,9,9
A3580VALEO,6,6,6
A3581S,0,0,0
A3582S,10,10,10
A3583S,10,10,10
A3584S,10,10,10
ABR6095S,5,5,5
ABR6096S,7,7,7
ABR6097S,7,7,7
ABR6098S,8,8,8
ABR6099S,10,10,10
A3585VALEO,10,10,10
A3585PR,4,4,4
A3586S,10,10,10
A3587S,10,10,10
A3588S,3,3,3
A3589S,3,3,3
A3590PR,10,10,10
A3591PR,10,10,10
A3592PR,8,8,8
A3593PR,10,10,10
A3594PR,10,10,10
A3595PR,10,10,10
A3595S,10,10,10
A3596PR,0,0,0
A3596S,9,9,9
A3597S,7,7,7
A3598S,10,10,10
A3599PR,0,0,0
A3599S,4,4,4
A3600S,0,0,0
A3601S,8,8,8
A3602S,10,10,10
A3603S,10,10,10
A3604VALEO,10,10,10
A3604S,8,8,8
A3605VALEO,0,0,0
A3606S,10,10,10
A3607S,10,10,10
A3608PR,10,10,10
A3609PR,10,10,10
A3609S,0,0,0
A3610S,6,6,6
A3611PR,10,10,10
A3612S,0,0,0
ABR6100S,6,6,6
ABR6101S,0,0,0
ABR6102S,4,4,4
ABR6103S,9,9,9
ABR6104S,3,3,3
ABR6105S,7,7,7
ABR6106S,8,8,8
ABR6107S,1,1,1
ABR6108S,10,10,10
ABR6109S,5,5,5
ABR6110S,0,0,0
ABR6111S,10,10,10
ABR6112S,1,1,1
ABR6113S,9,9,9
ABR6114S,5,5,5
ABR6115S,2,2,2
ABR6116S,10,10,10
ABR6117S,5,5,5
ABR6118S,1,1,1
ABR6119S,2,2,2
ABR6120S,3,3,3
ABR6121S,1,1,1
AFP3062INA,10,10,10
AFP3064LITENS,10,10,10
AFP3064S,0,0,0
AFP3065LITENS,10,10,10
AFP3065S,0,0,0
AFP3066LITENS,10,10,10
AFP3066S,0,0,0
AFP3067LITENS,10,10,10
AFP3067S,10,10,10
AFP3068LITENS,4,4,4
AFP3068S,10,10,10
AFP3069S,6,6,6
AFP3070S,10,10,10
AFP3071S,0,0,0
AFP3072S,10,10,10
AFP3073S,10,10,10
AFP3074LITENS,10,10,10
AFP3075LITENS,10,10,10
AFP3075S,0,0,0
AFP3076S,10,10,10
AFP3077S,0,0,0
AFP3078S,10,10,10
AFP3079S,5,5,5
AFP3080S,10,10,10
AFP3081S,2,2,2
AFP3082S,3,3,3
AFP3083S,10,10,10
AFP3084S,10,10,10
AFP3085S,2,2,2
AFP3086S,1,1,1
AFP3087S,0,0,0
AFP3088S,10,10,10
AFP3089S,10,10,10
AFP3090S,4,4,4
AFP3091S,2,2,2
AFP3092S,3,3,3
AFP3093S,2,2,2
AFP3094S,4,4,4
AFP3095S,0,0,0
AFP3096S,2,2,2
AFP3097S,0,0,0
AFP3098S,9,9,9
AFP3099S,10,10,10
AFP3100S,0,0,0
AFP3101S,6,6,6
AFP3102LITENS,10,10,10
AFP3102S,0,0,0
AFP3103S,7,7,7
AFP3106INA,10,10,10
AFP3107LITENS,10,10,10
ABR5204S,9,9,9
ABR5205S,8,8,8
ABR5206S,4,4,4
ABR5207S,3,3,3
ABR5208S,0,0,0
ABR5209S,3,3,3
ABR5210S,10,10,10
ABR5211S,0,0,0
ABR5212S,1,1,1
ABR5213S,3,3,3
ABR5214S,10,10,10
ABR5215S,1,1,1
ABR5216S,9,9,9
ABR5217S,0,0,0
ABR5218S,3,3,3
ABR5219S,5,5,5
ABR5220S,0,0,0
ABR5221S,7,7,7
ABR5222S,5,5,5
ABR5223S,0,0,0
ABR5224S,0,0,0
ABR5225S,10,10,10
ABR5226S,1,1,1
ABR5227S,2,2,2
ABR5228S,4,4,4
ABR5229S,2,2,2
ABR5230S,4,4,4
ABR5231S,4,4,4
ABR5232S,9,9,9
ABR5233S,9,9,9
ABR6001,10,10,10
ABR6002,10,10,10
ABR6003,10,10,10
ABR6004,10,10,10
ABR6005,10,10,10
ABR6006,10,10,10
ABR6007,10,10,10
ABR6008,4,4,4
ABR6009,2,2,2
ABR6010,5,5,5
ABR6011,10,10,10
ABR6012,10,10,10
ABR6013,0,0,0
ABR6014,10,10,10
ABR6015,10,10,10
ABR6016S,10,10,10
ABR6017S,10,10,10
ABR6018S,3,3,3
ABR6019S,10,10,10
ABR6020S,10,10,10
AFP3108LITENS,10,10,10
AFP4001,10,10,10
AFP4001INA,10,10,10
AFP4001V,10,10,10
AFP4002,10,10,10
AFP4002INA,10,10,10
AFP4002V,10,10,10
AFP4003,10,10,10
AFP4003INA,10,10,10
AFP4003V,10,10,10
AFP4004,10,10,10
AFP4005,3,3,3
AFP4005INA,10,10,10
AFP4005V,0,0,0
AFP4006LITENS,10,10,10
AFP5001,5,5,5
AFP5001INA,10,10,10
AFP5001V,8,8,8
AFP5002,10,10,10
AFP5002INA,10,10,10
AFP5003,10,10,10
AFP5004,0,0,0
AFP5004INA,10,10,10
AFP5004V,0,0,0
AFP5005,8,8,8
AFP5005INA,10,10,10
AFP5005PR,10,10,10
AFP5006,10,10,10
AFP5006INA,10,10,10
AFP5007,10,10,10
AFP5007INA,10,10,10
AFP5007V,10,10,10
AFP5008,10,10,10
AFP5008INA,10,10,10
AFP5008V,10,10,10
AFP5008S,5,5,5
AFP5009,10,10,10
AFP5009V,10,10,10
AFP5010,10,10,10
AFP5011,1,1,1
AFP5012,10,10,10
AFP5012INA,10,10,10
AFP5013,9,9,9
AFP5013INA,10,10,10
AFP5013V,7,7,7
AFP5014INA,10,10,10
AFP5014V,10,10,10
AFP5014S,1,1,1
AFP5015,10,10,10
AFP5015INA,10,10,10
AR4011S,10,10,10
AR4012S,10,10,10
AR4013S,8,8,8
AR4014S,1,1,1
AR4015S,0,0,0
AR4016S,0,0,0
AR4017S,0,0,0
AR4018S,9,9,9
AR4019S,6,6,6
AR4020S,5,5,5
AR5001,10,10,10
AR5002,10,10,10
AR5002S,10,10,10
AR5002S2,10,10,10
AR5003,0,0,0
AR5004,0,0,0
AR5005,10,10,10
AR5006,10,10,10
AR5007,10,10,10
AR5008,0,0,0
AR5009,1,1,1
AR5010,10,10,10
AR5011,10,10,10
AR5012,2,2,2
AR5013,10,10,10
AR5014,6,6,6
AR5015,9,9,9
AR5016,10,10,10
AR5017,0,0,0
AR5018,10,10,10
AR5019,0,0,0
AR5020,0,0,0
AR5021,4,4,4
AR5023R,4,4,4
AR5025,7,7,7
AR5026,4,4,4
AR5027,0,0,0
AR5028,7,7,7
AR5029,9,9,9
AR5030,10,10,10
AR5031,0,0,0
AR5032,5,5,5
AR5033,10,10,10
AR5034,2,2,2
AR5035S,1,1,1
AR5036S,10,10,10
AR5037S,10,10,10
AR5038S,10,10,10
AR5039S,10,10,10
AR5040S,10,10,10
A3613S,10,10,10
A3614S,10,10,10
A3615VALEO,1,1,1
A3615S,7,7,7
A3616S,0,0,0
A3617S,10,10,10
A3618PR,10,10,10
A3619S,1,1,1
A3620S,0,0,0
A3622S,8,8,8
A3623S,0,0,0
A3624PR,10,10,10
A3625PR,10,10,10
A3626PR,10,10,10
A3627PR,0,0,0
A3628PR,8,8,8
A3629S,8,8,8
A3630S,10,10,10
A3631S,1,1,1
A3632PR,10,10,10
A3633S,10,10,10
A3634S,0,0,0
A3635S,6,6,6
A3636S,1,1,1
A3637S,10,10,10
A3638S,4,4,4
A3639S,1,1,1
A3640S,5,5,5
A3641VALEO,2,2,2
A3642PR,0,0,0
A3643VALEO,10,10,10
A3644S,3,3,3
A3645PR,10,10,10
A3646PR,5,5,5
A3647PR,10,10,10
A3647S,10,10,10
A3648PR,0,0,0
A3649PR,0,0,0
A3650PR,0,0,0
A3650S,7,7,7
A3652S,10,10,10
A3653VALEO,3,3,3
A3654S,10,10,10
A3655PR,0,0,0
A3656S,1,1,1
A3657S,10,10,10
A3658S,5,5,5
A3659S,10,10,10
A3660S,10,10,10
A3661S,3,3,3
AP6041S,6,6,6
AP6042S,10,10,10
AP6043S,0,0,0
AP6044S,10,10,10
AP6045S,7,7,7
AP6046S,5,5,5
AP6047S,10,10,10
AP6048S,3,3,3
AP6049S,10,10,10
AP6050S,7,7,7
AP6051S,3,3,3
AP6052S,9,9,9
AP6053S,8,8,8
AP6054S,3,3,3
AP6055S,6,6,6
AP6056S,0,0,0
AP6057S,10,10,10
AP6058S,10,10,10
AP6059S,3,3,3
AP6060S,0,0,0
AP6061S,10,10,10
AP6062S,0,0,0
AP6063S,0,0,0
AP6064S,6,6,6
AP6065S,0,0,0
AP6066S,10,10,10
AP6067S,6,6,6
AP6068S,7,7,7
AP6069S,3,3,3
AP6070S,7,7,7
AP6071S,2,2,2
AP6072S,10,10,10
AP6073S,6,6,6
AP6074S,10,10,10
AP6075S,4,4,4
AP6076S,2,2,2
AP6077S,0,0,0
AP6078S,1,1,1
AP6079S,0,0,0
AP6080S,10,10,10
AP6081S,0,0,0
AP6082S,6,6,6
AP6083S,2,2,2
AP6084S,7,7,7
AP9001,10,10,10
AP9002,10,10,10
AP9003,10,10,10
AP9004,0,0,0
AP9005,10,10,10
AP9007,10,10,10
AR5041S,10,10,10
AR5042S,0,0,0
AR5043S,3,3,3
AR5044S,0,0,0
AR5045S,5,5,5
AR5046S,3,3,3
AR5047S,2,2,2
AR5048S,6,6,6
AR5049S,2,2,2
AR5050S,10,10,10
AR5051PR,0,0,0
AR5052S,3,3,3
AR5053S,2,2,2
AR5054S,9,9,9
AR5055S,7,7,7
AR5056S,10,10,10
AR5057S,3,3,3
AR5058S,4,4,4
AR5059S,8,8,8
AR5060S,6,6,6
AR5061S,9,9,9
AR5062S,10,10,10
AR5063S,3,3,3
AR5064S,1,1,1
AR5065S,4,4,4
AR5066S,1,1,1
AR5067S,1,1,1
AR5068S,6,6,6
AR5069S,1,1,1
AR5070S,10,10,10
AR5071S,1,1,1
AR5072S,4,4,4
AR5073S,3,3,3
AR5074S,0,0,0
AR5075S,8,8,8
AR5076S,10,10,10
AR5077S,2,2,2
AR5078S,5,5,5
AR5079S,9,9,9
AR5080S,3,3,3
AR5081S,0,0,0
AR5082S,8,8,8
AR5083S,3,3,3
AR5084S,2,2,2
AR5085S,0,0,0
AR5086S,0,0,0
AR5087P,1,1,1
AR5088S,9,9,9
AR6001,10,10,10
AR6002,10,10,10
A0545S,0,0,0
A0546SEG,10,10,10
A0546S,10,10,10
A0547S,10,10,10
A0548SEG,10,10,10
A0548S,10,10,10
A0549S,0,0,0
A0550S,0,0,0
A0551PR,0,0,0
A0551S,6,6,6
A0552SEG,0,0,0
A0552S,0,0,0
A0553S,5,5,5
A0554SEG,10,10,10
A0554S,10,10,10
A0555S,0,0,0
A0556S,10,10,10
A3704S,6,6,6
A3705VALEO,1,1,1
A3705PR,0,0,0
A0557S,1,1,1
A0558S,10,10,10
A3705S,10,10,10
A3706VALEO,2,2,2
A3706S,3,3,3
A3707VALEO,0,0,0
A3708VALEO,10,10,10
A0559SEG,7,7,7
A0559S,0,0,0
A0560S,8,8,8
A3708PR,0,0,0
A3709VALEO,1,1,1
A0561PR,10,10,10
A0561S,6,6,6
A3709S,5,5,5
A3710VALEO,1,1,1
A3710S,5,5,5
A3711VALEO,1,1,1
A3711PR,0,0,0
A3712VALEO,1,1,1
A3713VALEO,2,2,2
A3713PR,0,0,0
A3714VALEO,1,1,1
A3714S,10,10,10
A3715VALEO,1,1,1
A3715S,0,0,0
A3716VALEO,1,1,1
A3717VALEO,1,1,1
A3717S,0,0,0
A3718VALEO,2,2,2
A3719VALEO,1,1,1
A3719PR,5,5,5
A0562S,5,5,5
A0563S,0,0,0
A3720VALEO,0,0,0
A3721VALEO,1,1,1
A3721S,8,8,8
A3722VALEO,1,1,1
A0564S,10,10,10
A0565S,5,5,5
A0566SEG,10,10,10
A0566S,0,0,0
A0567PR,10,10,10
A0567S,6,6,6
A0567S2,8,8,8
A0568S,10,10,10
A0569PR,0,0,0
A0569S,10,10,10
A0570SEG,9,9,9
A0570S,10,10,10
A0571S,4,4,4
A0572S,10,10,10
A0573S,10,10,10
A0574S,10,10,10
A0575SEG,5,5,5
