ID_Product,Quantity,Quantity_Fourniss_After_Cumule,on_depot
S6347S,0,0,0
S6348S,0,0,0
S6349S,6,6,6
S6350S,5,5,5
S6351S,0,0,0
S6352S,10,10,10
S6353S,6,6,6
S6354S,10,10,10
S6355S,10,10,10
S6356S,4,4,4
S6357S,10,10,10
S6358S,10,10,10
S6359S,9,9,9
S6360S,10,10,10
S6361S,1,1,1
S6362S,2,2,2
S6363S,10,10,10
S6364S,2,2,2
S6365S,3,3,3
S6366S,10,10,10
S6367S,1,1,1
ARE6124P,0,0,0
ARE6124S,10,10,10
ARE6125P,0,0,0
ARE6126P,6,6,6
ARE6127P,10,10,10
ARE6128E,10,10,10
ARE6129S,10,10,10
ARE6130P,1,1,1
ARE6130S,10,10,10
ARE6131S,10,10,10
ARE6132S,2,2,2
ARE6133S,10,10,10
ARE6134S,10,10,10
ARE6134S2,10,10,10
ARE6135P,10,10,10
ARE6135S,10,10,10
ARE6136P,10,10,10
ARE6137S,7,7,7
ARE6138S,2,2,2
ARE6139S,9,9,9
ARE6140S,5,5,5
ARE6141S,10,10,10
ARE6142S,10,10,10
ARE6143S,10,10,10
ARE6144S,10,10,10
ARE6145S,9,9,9
ARE6146S,4,4,4
ARE6147S,10,10,10
ARE6148S,10,10,10
ARE6149P,0,0,0
ARE6149S,7,7,7
ARE6150S,9,9,9
ARE6151S,10,10,10
ARE6152S,10,10,10
ARE6152S2,0,0,0
ARE6153S,1,1,1
ARE6154S,10,10,10
ARE6155S,10,10,10
ARE6156S,10,10,10
ARE6157S,10,10,10
ARE6158P,10,10,10
ARE6159P,6,6,6
ARE6160S,10,10,10
ARE6161S,10,10,10
ARE6162P,10,10,10
ARE6163P,0,0,0
ARE6163S,5,5,5
ARE6164P,8,8,8
ARE6165P,10,10,10
ARE6166P,10,10,10
S6418S,6,6,6
S6419S,5,5,5
S6420S,0,0,0
S6421S,10,10,10
S6422S,5,5,5
S6423S,0,0,0
S6424S,10,10,10
S6425S,1,1,1
S6426S,2,2,2
S6427S,10,10,10
S6428S,10,10,10
S6429S,10,10,10
S6430S,1,1,1
S6431S,6,6,6
S6432S,8,8,8
S6433S,9,9,9
S6434DENSO,2,2,2
S6435S,0,0,0
S6436S,10,10,10
S6437S,1,1,1
S6438DENSO,3,3,3
S6439S,10,10,10
S6440S,10,10,10
S6441S,0,0,0
S6442S,10,10,10
S6443S,10,10,10
S6444S,10,10,10
S6445S,1,1,1
S6446S,0,0,0
S6447S,10,10,10
S6448S,9,9,9
S6449DENSO,1,1,1
S6450DENSO,2,2,2
S6451DENSO,1,1,1
S6452DENSO,1,1,1
S6453DENSO,1,1,1
S6454DENSO,1,1,1
S6454S,9,9,9
S6455DENSO,3,3,3
S6456DENSO,1,1,1
S6457S,10,10,10
S6458DENSO,1,1,1
S6459DENSO,1,1,1
S6460S,10,10,10
S6461DENSO,1,1,1
S6462DENSO,1,1,1
S6463DENSO,1,1,1
S6464DENSO,1,1,1
S6465DENSO,1,1,1
S6466DENSO,2,2,2
S2012SR,10,10,10
S2013,0,0,0
S2014,10,10,10
S2014HITACHI,10,10,10
S2015,10,10,10
S2016,10,10,10
S2017,10,10,10
S2018,7,7,7
S2019,10,10,10
S2020,10,10,10
S2021,10,10,10
S2022,10,10,10
S2023,10,10,10
S2024,10,10,10
S2025,10,10,10
S2026,10,10,10
S2027,10,10,10
S2028,0,0,0
S2029,3,3,3
S2030,1,1,1
S2031,0,0,0
S2032,2,2,2
S2033,0,0,0
S2034,10,10,10
S2035,10,10,10
S2036,10,10,10
S2037,3,3,3
S2038,10,10,10
S2039,10,10,10
S2040,7,7,7
S2041,10,10,10
S2041SR,0,0,0
S2042,10,10,10
S2043,10,10,10
S2044,10,10,10
S2044HITACHI,7,7,7
S2045,10,10,10
S2045HITACHI,0,0,0
S2046,10,10,10
S2047,10,10,10
S2049,10,10,10
S2050,10,10,10
S2051,10,10,10
S2052,10,10,10
S2053,10,10,10
S2053PR,10,10,10
S2053SR,10,10,10
S2054,0,0,0
S2055,3,3,3
S2056,10,10,10
SD9006P,1,1,1
SD9007,10,10,10
SD9008,10,10,10
SD9008LETRIKA,3,3,3
SD9009,0,0,0
SD9010,10,10,10
SD9011,10,10,10
SD9012,0,0,0
SD9013,10,10,10
SD9014,10,10,10
SD9015,10,10,10
SD9016,10,10,10
SD9016P,10,10,10
SD9017,10,10,10
SD9018,10,10,10
SD9018P,10,10,10
SD9019,0,0,0
SD9020,10,10,10
SD9021,10,10,10
SD9022,10,10,10
SD9023,10,10,10
SD9024,10,10,10
SD9025,0,0,0
SD9026,10,10,10
SD9027,10,10,10
SD9029,10,10,10
SD9029P,8,8,8
SD9030,10,10,10
SD9031,10,10,10
SD9033,10,10,10
SD9034,10,10,10
SD9036,0,0,0
SD9037,10,10,10
SD9037P,0,0,0
SD9038,10,10,10
SD9038P,10,10,10
SD9039,10,10,10
SD9040,10,10,10
SD9040S,10,10,10
SD9041,10,10,10
SD9041LETRIKA,10,10,10
SD9041S,10,10,10
SD9042,10,10,10
SD9042LETRIKA,0,0,0
SD9043,10,10,10
SD9043P,9,9,9
SD9044,0,0,0
SD9045,10,10,10
SD9046,10,10,10
SD9047P,3,3,3
AFP0017V,5,5,5
AFP0018,5,5,5
AFP0018INA,10,10,10
AFP0019,10,10,10
AFP0019V,0,0,0
AFP0020,10,10,10
AFP0020INA,10,10,10
AFP0020V,10,10,10
AFP0021,10,10,10
AFP0021INA,10,10,10
AFP0021V,10,10,10
AFP0022,7,7,7
AFP0022INA,8,8,8
AFP0022V,7,7,7
AFP0023,10,10,10
AFP0023INA,10,10,10
AFP0023V,10,10,10
AFP0024,10,10,10
AFP0024V,0,0,0
AFP0025,10,10,10
AFP0025INA,10,10,10
AFP0025PR,0,0,0
AFP0026,10,10,10
AFP0027,10,10,10
AFP0027INA,10,10,10
AFP0027V,10,10,10
AFP0028,10,10,10
AFP0028INA,10,10,10
AFP0028V,10,10,10
AFP0029,10,10,10
AFP0029INA,10,10,10
AFP0030,10,10,10
AFP0030INA,10,10,10
AFP0030V,8,8,8
AFP0031,10,10,10
AFP0031INA,10,10,10
AFP0031V,10,10,10
AFP0032,10,10,10
AFP0032INA,10,10,10
AFP0032V,10,10,10
AFP0033,10,10,10
AFP0033INA,10,10,10
AFP0033V,10,10,10
AFP0034INA,9,9,9
AFP0034V,10,10,10
AFP0035,10,10,10
AFP0035INA,10,10,10
AFP0036,10,10,10
AFP0036INA,10,10,10
AFP0036V,10,10,10
SD1096P,8,8,8
SD1097P,6,6,6
SD1098P,5,5,5
SD1099P,5,5,5
SD1100P,3,3,3
SD1101P,5,5,5
SD1102P,10,10,10
SD1103P,3,3,3
SD1104P,7,7,7
SD1105P,0,0,0
SD1106P,10,10,10
SD1107P,10,10,10
SD1108P,10,10,10
SD1109P,0,0,0
SD1110P,10,10,10
SD1111P,10,10,10
SD1112P,10,10,10
SD1113P,10,10,10
SD1114P,10,10,10
SD1115P,10,10,10
SD1116P,10,10,10
SD1116S,10,10,10
SD1117P,10,10,10
SD1118P,0,0,0
SD1118S,10,10,10
SD1119P,0,0,0
SD1119S,10,10,10
SD1121S,10,10,10
SD1122S,10,10,10
SD1123S,10,10,10
SD1124P,6,6,6
SD1125P,3,3,3
SD1126P,10,10,10
SD1127P,0,0,0
SD1128P,10,10,10
SD1129S,10,10,10
SD1130P,4,4,4
SD1131P,10,10,10
SD1132P,3,3,3
SD1133S,0,0,0
SD1134S,0,0,0
SD1135S,0,0,0
SD1136S,10,10,10
SD1137S,1,1,1
SD2001,10,10,10
SD2002,10,10,10
SD2003,0,0,0
SD2004,10,10,10
SD2006P,0,0,0
SD2008,7,7,7
SBU9265S,10,10,10
SBU9266S,0,0,0
SBU9267S,0,0,0
SBU9268S,10,10,10
SBU9270S,10,10,10
SBU9271S,10,10,10
SBU9272S,8,8,8
SBU9273S,0,0,0
SBU9274S,10,10,10
SBU9275S,10,10,10
SBU9276S,0,0,0
SBU9278S,10,10,10
SBU9278SBULK,10,10,10
SBU9279S,0,0,0
SBU9279SBULK,0,0,0
SBU9280S,10,10,10
SBU9281S,10,10,10
SBU9282S,0,0,0
SBU9282SBULK,10,10,10
SBU9283S,10,10,10
SBU9284P,0,0,0
SBU9285S,0,0,0
SBU9285SBULK,10,10,10
SBU9286S,10,10,10
SBU9287S,10,10,10
SBU9288S,0,0,0
SBU9290S,10,10,10
SBU9291S,10,10,10
SBU9291SBULK,10,10,10
SBU9292LETRIKA,10,10,10
SBU9293S,1,1,1
SBU9293SBULK,10,10,10
SBU9294S,0,0,0
SBU9294SBULK,0,0,0
SBU9295S,10,10,10
SBU9295SBULK,0,0,0
SBU9296S,10,10,10
SBU9296SBULK,10,10,10
SBU9297S,10,10,10
SBU9298S,0,0,0
SBU9298SBULK,0,0,0
SBU9299S,10,10,10
SBU9300S,10,10,10
SBU9301S,10,10,10
SBU9302S,10,10,10
SBU9303S,10,10,10
SBU9303SBULK,10,10,10
SBU9304S,0,0,0
SBU9305S,0,0,0
SBU9305SBULK,10,10,10
SD2009,0,0,0
SD2010,0,0,0
SD2011,10,10,10
SD2012,0,0,0
SD2013,10,10,10
SD2013P,3,3,3
SD2014,10,10,10
SD2015,10,10,10
SD2016,10,10,10
SD2017,10,10,10
SD2018,10,10,10
SD2019,10,10,10
SD2019P,10,10,10
SD2020,0,0,0
SD2021,10,10,10
SD2022,10,10,10
SD2023,7,7,7
SD2024,0,0,0
SD2024HITACHI,10,10,10
SD2024P,10,10,10
SD2025,10,10,10
SD2028,10,10,10
SD2029,10,10,10
SD2029P,6,6,6
SD2030,10,10,10
SD2031,10,10,10
SD2031HITACHI,10,10,10
SD2032,10,10,10
SD2032HITACHI,10,10,10
SD2032P,10,10,10
SD2033,10,10,10
SD2034,0,0,0
SD2034P,4,4,4
SD2035,1,1,1
SD2036,10,10,10
SD2037,10,10,10
SD2038,8,8,8
SD2039,10,10,10
SD2039P,10,10,10
SD2040,10,10,10
SD2041,0,0,0
SD2042,10,10,10
SD2043,10,10,10
SD2043S,10,10,10
SD2044,10,10,10
SD2045,0,0,0
SD2046,7,7,7
SD2047,10,10,10
SD2048,0,0,0
SD2049,10,10,10
S9049,10,10,10
S9050,10,10,10
S9050SR,10,10,10
S9051,10,10,10
S9052,10,10,10
S9054,10,10,10
S9055,10,10,10
S9056,10,10,10
S9058,10,10,10
S9058SR,3,3,3
S9060,10,10,10
S9061,10,10,10
S9062,10,10,10
S9063,10,10,10
S9063P,0,0,0
S9064ER,0,0,0
S9065ER,1,1,1
S9066,10,10,10
S9066SR,1,1,1
S9068,10,10,10
S9068NIKKO,5,5,5
S9069,0,0,0
S9070,10,10,10
S9071,10,10,10
S9071P,7,7,7
S9071PR,10,10,10
S9072ER,0,0,0
S9073ER,0,0,0
S9074,10,10,10
S9075,10,10,10
S9075SR,10,10,10
S9076,10,10,10
S9077,0,0,0
S9078,0,0,0
S9080,10,10,10
S9081,10,10,10
S9082,8,8,8
S9083,8,8,8
S9084,7,7,7
S9085,10,10,10
S9086,0,0,0
S9087,10,10,10
S9088,10,10,10
S9089,9,9,9
S9091ER,1,1,1
S9092,10,10,10
S9092LETRIKA,0,0,0
S9093,10,10,10
S9093LETRIKA,0,0,0
S9094LETRIKA,2,2,2
SBU9306S,10,10,10
SBU9307S,0,0,0
SBU9308S,0,0,0
SBU9309S,10,10,10
SBU9310S,10,10,10
SBU9310SBULK,0,0,0
SBU9311S,0,0,0
SBU9311SBULK,0,0,0
SBU9311SBULK2,0,0,0
SD0001,10,10,10
SD0002,0,0,0
SD0003,10,10,10
SD0004,10,10,10
SD0004BOSCH,1,1,1
SD0004P,10,10,10
SD0005,10,10,10
SD0006,10,10,10
SD0007,10,10,10
SD0008,10,10,10
SD0008P,10,10,10
SD0008S,1,1,1
SD0009,0,0,0
SD0009P,10,10,10
SD0010,10,10,10
SD0010P,0,0,0
SD0011,10,10,10
SD0011BOSCH,2,2,2
SD0011P,10,10,10
SD0012,10,10,10
SD0012P,10,10,10
SD0013,10,10,10
SD0013P,9,9,9
SD0014,10,10,10
SD0014BOSCH,10,10,10
SD0014P,10,10,10
SD0015,10,10,10
SD0016,10,10,10
SD0017,10,10,10
SD0018,0,0,0
SD0019,10,10,10
SD0020,10,10,10
SD0020P,0,0,0
SD0021,10,10,10
SD0021P,10,10,10
SD0022,10,10,10
SD0023,10,10,10
SD0023BOSCH,5,5,5
SD0023P,0,0,0
SD0024,5,5,5
SD0024BOSCH,8,8,8
SBR6001,0,0,0
SBR6002,7,7,7
SBR6003,0,0,0
SBR6004,10,10,10
SBR6005,10,10,10
SBR6006,10,10,10
SBR6007,3,3,3
SBR6008,10,10,10
SBR6009,9,9,9
SBR6010,5,5,5
SBR6011,3,3,3
SBR6012,10,10,10
SBR6014,8,8,8
SBR6016,10,10,10
SBR6017,10,10,10
SBR6018,10,10,10
SBR6019,0,0,0
SBR6020,0,0,0
SBR6022S,1,1,1
SBR6023S,4,4,4
SBR6024S,6,6,6
SBR6025S,4,4,4
SBR6026S,10,10,10
SBR6027S,2,2,2
SBR6028S,4,4,4
SBR6029S,5,5,5
SBR6030S,5,5,5
SBR6031S,0,0,0
SBR6032S,3,3,3
SBR6033S,8,8,8
SBR6034S,2,2,2
SBR6035S,5,5,5
SBR6036S,6,6,6
SBR6037S,4,4,4
SBR6038S,10,10,10
SBR6039S,8,8,8
SBR6040S,6,6,6
SBR6041S,10,10,10
SBR6042S,10,10,10
SBR6043S,0,0,0
SBR6044S,8,8,8
SBR6045S,1,1,1
SBR6046S,0,0,0
SBR6047S,0,0,0
SBR6048S,0,0,0
SBR6049S,10,10,10
SBR6050S,3,3,3
SBR6051S,2,2,2
SBR6052S,9,9,9
SBR6053S,10,10,10
S3064SR,10,10,10
S3065,10,10,10
S3065VALEO,5,5,5
S3065PR,10,10,10
S3065SR,0,0,0
S3066,10,10,10
S3066PR,10,10,10
S3066SR,8,8,8
S3069,3,3,3
S3069VALEO,5,5,5
S3069PR,0,0,0
S3070,10,10,10
S3070VALEO,0,0,0
S3070PR,0,0,0
S3070SR,10,10,10
S3071,10,10,10
S3072,0,0,0
S3072VALEO,7,7,7
S3073,10,10,10
S3074,10,10,10
S3074PR,10,10,10
S3074SR,0,0,0
S3075,10,10,10
S3075VALEO,3,3,3
S3075PR,10,10,10
S3075SR,10,10,10
S3076,10,10,10
S3077,10,10,10
S3078,10,10,10
S3078VALEO,10,10,10
S3079,0,0,0
S3080,10,10,10
S3080SR,10,10,10
S3081,10,10,10
S3081VALEO,10,10,10
S3081SR,10,10,10
S3082,10,10,10
S3082VALEO,10,10,10
S3082S,10,10,10
S3083,0,0,0
S3084,10,10,10
S3085,10,10,10
S3086,10,10,10
S3087,10,10,10
S3088,0,0,0
S3088SR,0,0,0
S3089,10,10,10
S3090,0,0,0
S3091,10,10,10
S3092VALEO,4,4,4
SBR3110S,0,0,0
SBR3111S,10,10,10
SBR3112S,2,2,2
SBR3113S,0,0,0
SBR3114S,3,3,3
SBR3115S,2,2,2
SBR3116S,10,10,10
SBR3117S,10,10,10
SBR3118S,2,2,2
SBR3119S,1,1,1
SBR3120S,2,2,2
SBR3121S,6,6,6
SBR3122S,9,9,9
SBR3123S,7,7,7
SBR4001,10,10,10
SBR4002,7,7,7
SBR4004,10,10,10
SBR4005,0,0,0
SBR4006,10,10,10
SBR4007,2,2,2
SBR4008,10,10,10
SBR4009,10,10,10
SBR4009PR,6,6,6
SBR4010,10,10,10
SBR4013,10,10,10
SBR4014,9,9,9
SBR4015S,5,5,5
SBR4016S,7,7,7
SBR4017S,10,10,10
SBR4017SR,10,10,10
SBR4018S,10,10,10
SBR4019S,10,10,10
SBR4020S,0,0,0
SBR4021S,10,10,10
SBR4021SR,10,10,10
SBR4022S,10,10,10
SBR4023S,2,2,2
SBR4024S,7,7,7
SBR4025S,0,0,0
SBR4026S,10,10,10
SBR4027S,5,5,5
SBR4028S,10,10,10
SBR4029S,10,10,10
SBR4030S,4,4,4
SBR4031S,5,5,5
SBR4032S,2,2,2
SBR4033S,8,8,8
SBR4034S,7,7,7
SBR4035S,10,10,10
SBR4036S,1,1,1
SBR4037S,0,0,0
SBR4038S,5,5,5
SBR4039S,7,7,7
SBR4040S,7,7,7
SBR4041S,9,9,9
SBR4042S,1,1,1
SBR4043S,10,10,10
SBR4044SR,10,10,10
SBR4045S,3,3,3
SBR4046S,3,3,3
SBR4047S,1,1,1
SBR4048S,10,10,10
SBR4049S,10,10,10
SBR4050S,2,2,2
SBR4051S,8,8,8
SBR4052S,10,10,10
SBR5001,10,10,10
SBR5002,4,4,4
SBR5003,10,10,10
SBR5005,0,0,0
SBR5006,10,10,10
SBR5007,10,10,10
SBR5008,10,10,10
SBR5009,10,10,10
SBR5010,10,10,10
SBR5011,10,10,10
SBR5012,10,10,10
SBR5013,8,8,8
SBR5014,10,10,10
SBR5015,10,10,10
SBR5015SR,0,0,0
SBR5016,10,10,10
SBR5016SR,0,0,0
SBR5017,10,10,10
SBR5017SR,10,10,10
SBR5018,10,10,10
SBR5018SR,10,10,10
SBR5019,10,10,10
SBR5020,9,9,9
SBR5021,3,3,3
SBR5022,10,10,10
SBR5023,2,2,2
SBR5024,10,10,10
SBR5025,10,10,10
SBR5026,10,10,10
SBR5027S,10,10,10
SBR5028,10,10,10
SBR5029,10,10,10
SBR5030,2,2,2
SBR5031,2,2,2
S0916SEG,10,10,10
S0916S,10,10,10
S0917S,0,0,0
S0918S,0,0,0
S0919S,8,8,8
S0920S,8,8,8
S0922BOSCH,5,5,5
S0922S,10,10,10
S0923SEG,5,5,5
S0923S,4,4,4
S0924S,10,10,10
S0925S,10,10,10
S0926S,2,2,2
S0927SEG,6,6,6
S0927S,9,9,9
S0928S,10,10,10
S0929S,5,5,5
S0930S,2,2,2
S0931S,10,10,10
S0932S,8,8,8
S0933S,9,9,9
S0934S,0,0,0
S0935S,1,1,1
S0936S,0,0,0
S0937SEG,5,5,5
S0937S,10,10,10
S0938S,6,6,6
S0939SEG,5,5,5
S0939PR,0,0,0
S0939S,10,10,10
S0940SEG,10,10,10
S0940S,7,7,7
S0941SEG,10,10,10
S0941S,10,10,10
S0942S,10,10,10
S0943S,10,10,10
S0944PR,10,10,10
S0945S,6,6,6
S0946S,0,0,0
S0947S,0,0,0
S0949BOSCHPR,1,1,1
S0950BOSCHPR,8,8,8
S0951S,7,7,7
S0952S,0,0,0
S0953S,10,10,10
S0954S,5,5,5
S0955PR,0,0,0
S0956BOSCH,2,2,2
S0956S,8,8,8
S0957S,2,2,2
SD2103S,2,2,2
SD3001,10,10,10
SD3001VALEO,6,6,6
SD3002,0,0,0
SD3004,10,10,10
SD3005,8,8,8
SD3006,10,10,10
SD3007,0,0,0
SD3008,10,10,10
SD3009,10,10,10
SD3009VALEO,0,0,0
SD3009P,0,0,0
SD3010,10,10,10
SD3011,10,10,10
SD3011VALEO,10,10,10
SD3011P,10,10,10
SD3012,10,10,10
SD3012VALEO,3,3,3
SD3012P,10,10,10
SD3013,10,10,10
SD3013VALEO,10,10,10
SD3013A,0,0,0
SD3013P,10,10,10
SD3014,10,10,10
SD3014P,10,10,10
SD3015,10,10,10
SD3015P,10,10,10
SD3015P2,10,10,10
SD3016,1,1,1
SD3017,0,0,0
SD3018,10,10,10
SD3018VALEO,3,3,3
SD3018P,0,0,0
SD3019,10,10,10
SD3019P,10,10,10
SD3020,10,10,10
SD3020VALEO,10,10,10
SD3021,10,10,10
SD3022,0,0,0
SD3023,10,10,10
SD3024,10,10,10
SD3025,0,0,0
SD3026,10,10,10
SD3027,10,10,10
SD3027VALEO,7,7,7
SD3027P,10,10,10
SD3028,10,10,10
SD3028VALEO,10,10,10
SD3028P,10,10,10
SD3029,10,10,10
JSX3334IKA,10,10,10
JSX3536,10,10,10
JSX3537,10,10,10
JSX383940,10,10,10
JSX383940IKA,5,5,5
JSX3841,10,10,10
JSX3841IKA,10,10,10
JSX434544,10,10,10
JSX5152,10,10,10
JSX515263,10,10,10
JSX5152IKA,3,3,3
JSX5354,10,10,10
JSX616263,10,10,10
JSX7071,0,0,0
JSX7273,10,10,10
JSX74757677,0,0,0
JX42,10,10,10
LASX1516,0,0,0
LASX1516IKA,9,9,9
LASX31IKA,10,10,10
LASX36,0,0,0
LASX36BULK,10,10,10
LASX36IKA,10,10,10
LASX9293IKA,0,0,0
LAX82,10,10,10
LAX82IKA,10,10,10
M0001,1,1,1
M0003,0,0,0
M0005,0,0,0
M0006,10,10,10
M0013,2,2,2
M0018,0,0,0
M0020,2,2,2
M0021,0,0,0
M0023,2,2,2
M0024,0,0,0
M0025,2,2,2
M0026,1,1,1
M0027,9,9,9
M0028,0,0,0
M0030,0,0,0
MASX1516,10,10,10
MASX1718,10,10,10
MASX1718IKA,10,10,10
MASX1920,10,10,10
MASX1920IKA,1,1,1
MASX2122,10,10,10
MASX2122IKA,2,2,2
MASX2324,10,10,10
MASX2526,10,10,10
SD2050,10,10,10
SD2051,7,7,7
SD2052,1,1,1
SD2053,9,9,9
SD2054,10,10,10
SD2055,0,0,0
SD2056,10,10,10
SD2058,10,10,10
SD2059,6,6,6
SD2060,5,5,5
SD2062,0,0,0
SD2064,4,4,4
SD2065,10,10,10
SD2066,10,10,10
SD2067S,10,10,10
SD2068S,10,10,10
SD2069P,3,3,3
SD2070P,0,0,0
SD2071P,2,2,2
SD2072P,10,10,10
SD2073P,10,10,10
SD2074P,1,1,1
SD2075P,2,2,2
SD2076P,2,2,2
SD2077P,5,5,5
SD2078P,10,10,10
SD2079P,10,10,10
SD2080P,0,0,0
SD2081P,10,10,10
SD2082P,5,5,5
SD2083P,0,0,0
SD2084P,4,4,4
SD2085P,10,10,10
SD2086P,0,0,0
SD2087P,10,10,10
SD2088P,0,0,0
SD2089P,0,0,0
SD2090P,5,5,5
SD2091P,10,10,10
SD2092P,0,0,0
SD2093P,0,0,0
SD2094P,3,3,3
SD2095S,10,10,10
SD2096P,8,8,8
SD2097P,10,10,10
SD2098P,0,0,0
SD2099S,0,0,0
SD2100S,10,10,10
SD2101S,10,10,10
SD2102S,4,4,4
SBR3059S,5,5,5
SBR3060S,4,4,4
SBR3062S,9,9,9
SBR3063S,10,10,10
SBR3064S,1,1,1
SBR3065S,6,6,6
SBR3066S,10,10,10
SBR3067S,10,10,10
SBR3068S,10,10,10
SBR3069S,0,0,0
SBR3070S,4,4,4
SBR3071S,0,0,0
SBR3072S,10,10,10
SBR3073S,1,1,1
SBR3074S,10,10,10
SBR3075S,0,0,0
SBR3076S,0,0,0
SBR3077S,10,10,10
SBR3078S,8,8,8
SBR3079S,8,8,8
SBR3080S,2,2,2
SBR3081S,0,0,0
SBR3082S,0,0,0
SBR3083S,10,10,10
SBR3084S,2,2,2
SBR3085S,0,0,0
SBR3086S,3,3,3
SBR3087S,10,10,10
SBR3088S,1,1,1
SBR3089S,0,0,0
SBR3090S,5,5,5
SBR3091S,1,1,1
SBR3092S,3,3,3
SBR3093S,10,10,10
SBR3094S,3,3,3
SBR3095S,6,6,6
SBR3096S,4,4,4
SBR3097S,10,10,10
SBR3098S,2,2,2
SBR3099S,10,10,10
SBR3100S,3,3,3
SBR3101S,10,10,10
SBR3102S,3,3,3
SBR3103S,2,2,2
SBR3104S,3,3,3
SBR3105S,2,2,2
SBR3106S,8,8,8
SBR3107S,0,0,0
SBR3108S,0,0,0
SBR3109S,1,1,1
S5499MITSUBISHI,0,0,0
S5499S,10,10,10
S5500MITSUBISHI,8,8,8
S5501MITSUBISHI,0,0,0
S5502MITSUBISHI,2,2,2
S5503MITSUBISHI,3,3,3
S5504MITSUBISHI,5,5,5
S5505MITSUBISHI,0,0,0
S5506MITSUBISHI,6,6,6
S5507MITSUBISHI,0,0,0
S5508MITSUBISHI,3,3,3
S5508S,10,10,10
S5509MITSUBISHI,0,0,0
S5510MITSUBISHI,3,3,3
S5510S,1,1,1
S5511MITSUBISHI,10,10,10
S5511S,9,9,9
S5512MITSUBISHI,0,0,0
S5513MITSUBISHI,2,2,2
S5514MITSUBISHI,1,1,1
S5514S,0,0,0
S5515MITSUBISHI,3,3,3
S5516MITSUBISHI,2,2,2
S5517MITSUBISHI,4,4,4
S5518MITSUBISHI,0,0,0
S5519MITSUBISHI,2,2,2
S5520MITSUBISHI,0,0,0
S5521MITSUBISHI,0,0,0
S5522MITSUBISHI,0,0,0
S5522S,0,0,0
S5523MITSUBISHI,10,10,10
S5524MITSUBISHI,2,2,2
S5525MITSUBISHI,10,10,10
S5526MITSUBISHI,10,10,10
S5527MITSUBISHI,0,0,0
S5528MITSUBISHI,0,0,0
S5528S,3,3,3
S5529MITSUBISHI,0,0,0
S5530MITSUBISHI,0,0,0
S5531MITSUBISHI,0,0,0
S5532S,2,2,2
S5533S,10,10,10
S5534S,10,10,10
S5535S,9,9,9
S5536S,10,10,10
S5537S,7,7,7
S5538MITSUBISHI,4,4,4
S5539MITSUBISHI,5,5,5
S5540MITSUBISHI,10,10,10
S5541MITSUBISHI,5,5,5
SBR2036S,8,8,8
SBR2037S,0,0,0
SBR2038S,5,5,5
SBR2039S,2,2,2
SBR2040S,10,10,10
SBR2041S,9,9,9
SBR2042S,1,1,1
SBR2043S,1,1,1
SBR2044S,3,3,3
SBR2045S,0,0,0
SBR2046S,8,8,8
SBR2047S,1,1,1
SBR2048S,2,2,2
SBR2049S,1,1,1
SBR2050S,5,5,5
SBR2051S,2,2,2
SBR2052S,3,3,3
SBR2053S,3,3,3
SBR2054S,3,3,3
SBR2055S,3,3,3
SBR2056S,0,0,0
SBR2057S,3,3,3
SBR2058S,3,3,3
SBR2059S,3,3,3
SBR2060S,3,3,3
SBR2061S,0,0,0
SBR2062S,0,0,0
SBR2063S,3,3,3
SBR2064S,2,2,2
SBR2065S,8,8,8
SBR2066S,1,1,1
SBR2067S,2,2,2
SBR2068S,1,1,1
SBR2069S,0,0,0
SBR2070S,5,5,5
SBR2071S,10,10,10
SBR2072S,8,8,8
SBR3001,10,10,10
SBR3001SR,0,0,0
SBR3002,4,4,4
SBR3002SR,10,10,10
SBR3003,3,3,3
SBR3004,10,10,10
SBR3004SR,0,0,0
SBR3005,10,10,10
SBR3006,0,0,0
SBR3007,0,0,0
SBR3008,10,10,10
SBR3008PR,0,0,0
SBR3009,10,10,10
S0958S,1,1,1
S0959S,5,5,5
S0960S,0,0,0
S0961PR,10,10,10
S0962S,0,0,0
S0963SEG,10,10,10
S0963S,9,9,9
S0964S,10,10,10
S0965S,10,10,10
S0966SEG,10,10,10
S0967S,0,0,0
S0968S,10,10,10
S0969S,2,2,2
S0970SEG,10,10,10
S0970S,0,0,0
S0971SEG,10,10,10
S0972SEG,10,10,10
S0973SEG,10,10,10
S0974SEG,10,10,10
S0975SEG,10,10,10
S0975S,0,0,0
S0976S,0,0,0
S0977SEG,10,10,10
S0978SEG,10,10,10
S0979SEG,10,10,10
S0980SEG,10,10,10
S0981SEG,4,4,4
S0981S,10,10,10
S0982S,4,4,4
S0983S,0,0,0
S0984S,9,9,9
S0985SEG,10,10,10
S0985S,7,7,7
S0986SEG,10,10,10
S0987SEG,10,10,10
S0988SEG,10,10,10
S0989SEG,10,10,10
S0990SEG,10,10,10
S0991SEG,10,10,10
S0992SEG,10,10,10
S0993SEG,9,9,9
S0994SEG,7,7,7
S0995SEG,10,10,10
S0996SEG,3,3,3
S0996S,9,9,9
S0997SEG,8,8,8
S0998BOSCH,3,3,3
S0999S,6,6,6
S1001,0,0,0
S1002,1,1,1
SD1054,10,10,10
SD1054P,10,10,10
SD1055,10,10,10
SD1056,10,10,10
SD1057,10,10,10
SD1058,10,10,10
SD1059,0,0,0
SD1059P,0,0,0
SD1060,5,5,5
SD1061,2,2,2
SD1062,4,4,4
SD1063,10,10,10
SD1063DELCO,10,10,10
