ID_Product,Quantity,Quantity_Fourniss_After_Cumule,(2) Main Warehouse
23102175,0,0,0
23102176,0,0,0
23102177,0,0,0
23102178,0,0,0
23102181,0,0,0
23102184,0,0,0
23102185,0,0,0
23102186,0,0,0
23102187,0,0,0
23102189,0,0,0
23102190,0,0,0
23102192,0,0,0
23102194,0,0,0
23102195,0,0,0
23102196,0,0,0
23102197,0,0,0
23102198,0,0,0
23102200,0,0,0
23102201,0,0,0
23103001,10,10,10
23103002,10,10,10
231030022,10,10,10
23103003,10,10,10
231030032,10,10,10
23103004,8,8,8
23103005,10,10,10
231030052,10,10,10
23103006,10,10,10
231030062,10,10,10
23103007,10,10,10
23103008,10,10,10
23103009,10,10,10
23103010,6,6,6
23103011,10,10,10
23103012,10,10,10
23103013,10,10,10
231030132,10,10,10
23103014,10,10,10
23103015,10,10,10
231030152,10,10,10
23103016,10,10,10
231030162,10,10,10
23103017,10,10,10
231030172,10,10,10
23103018,10,10,10
231030182,10,10,10
23103019,10,10,10
23103020,10,10,10
231030202,10,10,10
23103021,10,10,10
23103022,10,10,10
231030222,10,10,10
23103023,10,10,10
231030232,10,10,10
23103024,10,10,10
23103025,10,10,10
23103026,10,10,10
231030262,10,10,10
23103027,10,10,10
23103028,10,10,10
23103029,10,10,10
23103030,10,10,10
23103031,10,10,10
231030312,10,10,10
23103032,10,10,10
23103033,10,10,10
23103034,0,0,0
231030342,10,10,10
23103035,0,0,0
231030352,10,10,10
23103036,10,10,10
23103037,10,10,10
23103038,10,10,10
23103039,10,10,10
23103040,10,10,10
23103041,10,10,10
231030412,10,10,10
23103042,8,8,8
23103043,0,0,0
231030432,10,10,10
23103044,10,10,10
23103045,10,10,10
23103046,10,10,10
23103047,0,0,0
231030472,6,6,6
23103048,10,10,10
23103049,0,0,0
231030492,10,10,10
23103050,10,10,10
231030502,10,10,10
23103051,10,10,10
23103052,10,10,10
23103054,10,10,10
23103055,0,0,0
23103056,10,10,10
23103057,10,10,10
23103058,0,0,0
231030582,10,10,10
23103059,0,0,0
231030592,10,10,10
23103060,0,0,0
231030602,10,10,10
23103061,10,10,10
23103062,10,10,10
23103063,10,10,10
23103064,0,0,0
231030642,10,10,10
23103065,2,2,2
231030652,8,8,8
23103066,10,10,10
231030662,4,4,4
23103067,10,10,10
23103068,10,10,10
23103069,10,10,10
23103070,0,0,0
231030702,10,10,10
23103071,10,10,10
23103072,10,10,10
23103073,10,10,10
231030732,10,10,10
23103074,10,10,10
23103075,10,10,10
23103076,10,10,10
231030762,8,8,8
23103077,8,8,8
23103078,10,10,10
23103079,10,10,10
23103080,10,10,10
23103081,0,0,0
231030812,10,10,10
23103082,10,10,10
23103083,0,0,0
23103084,10,10,10
23103085,10,10,10
23103086,8,8,8
23103087,10,10,10
23103088,10,10,10
231030882,10,10,10
23103090,0,0,0
23103091,10,10,10
23103092,10,10,10
231030922,10,10,10
23103093,10,10,10
23103094,10,10,10
23103095,10,10,10
231030952,4,4,4
23103096,10,10,10
231030962,10,10,10
23103097,0,0,0
23103098,2,2,2
23103099,10,10,10
23103100,0,0,0
231031002,10,10,10
23103101,10,10,10
231031012,6,6,6
23103102,0,0,0
23103103,10,10,10
23103104,10,10,10
231031042,10,10,10
23103105,10,10,10
231031052,10,10,10
23103106,0,0,0
23103107,0,0,0
231031072,10,10,10
23103108,0,0,0
231031082,10,10,10
23103109,6,6,6
23103110,10,10,10
23103111,10,10,10
23103112,10,10,10
23103113,10,10,10
23103114,0,0,0
231031142,10,10,10
23103115,10,10,10
23103116,10,10,10
231031162,10,10,10
23103117,0,0,0
231031172,6,6,6
23103118,10,10,10
231031182,10,10,10
23103119,10,10,10
231031192,10,10,10
23103120,10,10,10
231031202,6,6,6
23103121,10,10,10
23103122,10,10,10
231031222,10,10,10
23103123,0,0,0
231031232,10,10,10
23103124,6,6,6
23103125,10,10,10
231031252,0,0,0
23103126,10,10,10
23103127,10,10,10
23103128,10,10,10
23103129,10,10,10
23103130,10,10,10
231031302,10,10,10
23103131,10,10,10
231031312,10,10,10
23103132,10,10,10
23103133,0,0,0
231031332,10,10,10
23103134,10,10,10
23103135,10,10,10
23103136,10,10,10
23103137,10,10,10
23103138,10,10,10
23103139,10,10,10
23103140,0,0,0
231031402,10,10,10
23103141,10,10,10
231031412,10,10,10
23103142,10,10,10
23103143,10,10,10
231031432,4,4,4
23103144,10,10,10
23103145,10,10,10
23103146,10,10,10
23103147,10,10,10
23103148,0,0,0
231031482,0,0,0
23103149,10,10,10
23103150,10,10,10
23103151,10,10,10
23103152,10,10,10
23103153,10,10,10
23103154,0,0,0
231031542,10,10,10
23103155,0,0,0
231031552,4,4,4
23103156,10,10,10
231031562,10,10,10
23103157,10,10,10
23103158,10,10,10
23103159,10,10,10
231031592,10,10,10
23103160,10,10,10
23103161,10,10,10
23103162,10,10,10
23103163,10,10,10
23103164,10,10,10
23103165,10,10,10
23103166,10,10,10
23103167,10,10,10
23103168,10,10,10
23103169,0,0,0
231031692,4,4,4
23103170,0,0,0
231031702,0,0,0
23103171,8,8,8
23103172,0,0,0
231031722,8,8,8
23103173,10,10,10
23103174,10,10,10
23103175,10,10,10
23103176,10,10,10
23103177,0,0,0
231031772,10,10,10
23103178,10,10,10
23103179,10,10,10
23103180,0,0,0
231031802,10,10,10
23103181,0,0,0
231031812,10,10,10
23103182,10,10,10
231031822,10,10,10
23103183,10,10,10
23103184,10,10,10
23103185,0,0,0
23103186,0,0,0
231031862,10,10,10
23103187,10,10,10
231031872,10,10,10
23103188,10,10,10
23103189,10,10,10
231031892,2,2,2
23103190,6,6,6
231031902,4,4,4
23103191,2,2,2
23103192,10,10,10
231031922,10,10,10
23103193,10,10,10
231031932,10,10,10
23103194,10,10,10
23103195,10,10,10
231031952,10,10,10
23103196,10,10,10
23103197,10,10,10
23103198,0,0,0
231031982,10,10,10
23103199,10,10,10
23103200,10,10,10
23103201,10,10,10
23103202,10,10,10
23103203,10,10,10
231032032,2,2,2
23103204,10,10,10
231032042,4,4,4
23103205,10,10,10
23103206,10,10,10
23103207,10,10,10
231032072,10,10,10
23103208,2,2,2
23103209,0,0,0
231032092,10,10,10
23103210,10,10,10
23103211,8,8,8
23103212,0,0,0
231032122,10,10,10
23103214,10,10,10
231032142,10,10,10
23103215,10,10,10
23103216,10,10,10
23103217,10,10,10
231032172,10,10,10
23103218,0,0,0
231032182,10,10,10
23103219,10,10,10
231032192,0,0,0
23103220,10,10,10
23103221,10,10,10
23103222,10,10,10
23103223,10,10,10
23103224,10,10,10
23103225,10,10,10
23103226,10,10,10
23103227,10,10,10
231032272,10,10,10
23103228,0,0,0
231032282,10,10,10
23103229,10,10,10
23103230,10,10,10
23103231,10,10,10
23103232,10,10,10
23103233,10,10,10
231032332,10,10,10
23103234,10,10,10
231032342,4,4,4
23103235,10,10,10
23103236,10,10,10
231032362,10,10,10
23103237,10,10,10
23103238,4,4,4
23103239,8,8,8
23103240,0,0,0
231032402,10,10,10
23103241,10,10,10
23103242,0,0,0
231032422,10,10,10
23103243,10,10,10
23103244,10,10,10
23103245,10,10,10
23103246,10,10,10
23103247,10,10,10
23104001,0,0,0
231040012,10,10,10
23104002,10,10,10
23104003,10,10,10
231040032,10,10,10
23104004,10,10,10
231040042,10,10,10
23104005,10,10,10
23104006,10,10,10
231040062,10,10,10
23104007,10,10,10
23104008,10,10,10
231040082,10,10,10
23104009,0,0,0
231040092,10,10,10
23104010,10,10,10
231040102,4,4,4
23104011,6,6,6
231040112,0,0,0
23104012,0,0,0
23104013,10,10,10
23104014,10,10,10
23104015,10,10,10
231040152,10,10,10
23104016,10,10,10
23104017,10,10,10
231040172,10,10,10
23104018,10,10,10
231040182,10,10,10
23104019,10,10,10
23104020,10,10,10
23104021,10,10,10
23104022,10,10,10
231040222,0,0,0
23104023,10,10,10
231040232,0,0,0
23104024,0,0,0
23104025,0,0,0
231040252,10,10,10
23104026,0,0,0
23104027,10,10,10
23104028,10,10,10
23104029,10,10,10
231040292,10,10,10
23104030,10,10,10
23104031,0,0,0
231040312,10,10,10
23104032,10,10,10
23104033,10,10,10
23104035,10,10,10
23104036,10,10,10
231040362,10,10,10
23104037,10,10,10
231040372,0,0,0
23104038,10,10,10
23104039,10,10,10
23104040,10,10,10
23104041,10,10,10
231040412,0,0,0
23104042,10,10,10
23104043,10,10,10
23104044,6,6,6
231040442,2,2,2
23104045,10,10,10
231040452,10,10,10
23104046,0,0,0
23104047,10,10,10
23104048,10,10,10
231040482,10,10,10
23104049,0,0,0
23104050,0,0,0
231040502,10,10,10
23104051,10,10,10
231040512,10,10,10
23104052,10,10,10
231040522,10,10,10
23104053,0,0,0
23104054,10,10,10
231040542,10,10,10
23104055,10,10,10
23104056,6,6,6
23104057,10,10,10
23104058,10,10,10
23104059,10,10,10
23104060,10,10,10
231040602,10,10,10
23104061,8,8,8
23104062,10,10,10
23104063,0,0,0
23104064,10,10,10
231040642,10,10,10
23104065,0,0,0
231040652,10,10,10
23104066,0,0,0
231040662,10,10,10
23104067,10,10,10
23104068,10,10,10
231040682,4,4,4
23104069,10,10,10
23104070,10,10,10
23104071,10,10,10
23104072,10,10,10
23104073,10,10,10
23104074,0,0,0
23104075,0,0,0
231040752,10,10,10
23104076,10,10,10
23104077,10,10,10
23104078,0,0,0
231040782,10,10,10
23104079,10,10,10
23104080,10,10,10
23104081,4,4,4
23104082,10,10,10
23104083,0,0,0
23104084,10,10,10
23104085,0,0,0
231040852,2,2,2
23104086,0,0,0
23104087,10,10,10
23104088,10,10,10
23104089,0,0,0
231040892,10,10,10
23104090,0,0,0
23104091,6,6,6
23104092,0,0,0
231040922,10,10,10
23104093,0,0,0
231040932,10,10,10
23104094,0,0,0
23104095,10,10,10
23104096,0,0,0
23104097,10,10,10
23104098,10,10,10
23104099,10,10,10
23104100,10,10,10
23104101,0,0,0
231041012,10,10,10
23104102,10,10,10
23104103,10,10,10
23104104,10,10,10
23104105,4,4,4
23104106,10,10,10
231041062,10,10,10
23104107,10,10,10
23104108,10,10,10
23104109,0,0,0
231041092,10,10,10
23104110,0,0,0
23104111,10,10,10
23104112,0,0,0
23104113,10,10,10
23104114,10,10,10
231041142,10,10,10
23104115,0,0,0
231041152,10,10,10
23104116,10,10,10
23104117,10,10,10
23104118,0,0,0
231041182,10,10,10
23104119,10,10,10
23104120,10,10,10
23104121,0,0,0
23104122,10,10,10
23104123,10,10,10
231041232,10,10,10
23104124,0,0,0
23104125,10,10,10
231041252,10,10,10
23104126,0,0,0
231041262,10,10,10
23104127,10,10,10
23104128,10,10,10
23104129,10,10,10
23104130,0,0,0
231041302,10,10,10
23104131,10,10,10
231041312,6,6,6
23104132,0,0,0
231041322,10,10,10
23104133,10,10,10
231041332,10,10,10
23104134,10,10,10
23104135,10,10,10
23104136,10,10,10
231041362,10,10,10
23104137,10,10,10
23104138,10,10,10
231041382,10,10,10
23104139,4,4,4
23104140,2,2,2
23104141,10,10,10
23104142,10,10,10
23104143,10,10,10
231041432,4,4,4
23104144,0,0,0
231041442,10,10,10
23104145,0,0,0
231041452,10,10,10
23104146,10,10,10
23104147,10,10,10
23104148,10,10,10
23104149,10,10,10
23104150,0,0,0
231041502,10,10,10
23104151,10,10,10
23104152,0,0,0
231041522,10,10,10
23104153,10,10,10
23104154,10,10,10
23104155,10,10,10
23104156,10,10,10
23104157,10,10,10
23104158,10,10,10
23104159,0,0,0
231041592,10,10,10
23104160,10,10,10
23104161,10,10,10
23104162,0,0,0
231041622,10,10,10
23104163,10,10,10
23104165,8,8,8
23104166,10,10,10
231041662,10,10,10
23105001,10,10,10
23105002,10,10,10
23105003,10,10,10
23105004,10,10,10
23105005,10,10,10
23105006,10,10,10
23105007,0,0,0
23105008,10,10,10
23105009,10,10,10
23105010,10,10,10
23105011,10,10,10
23105012,10,10,10
23105013,10,10,10
23105014,10,10,10
23105015,10,10,10
23105016,8,8,8
23105017,9,9,9
23105018,10,10,10
23105019,10,10,10
23105020,10,10,10
23105021,10,10,10
23105022,10,10,10
23105023,10,10,10
23105024,10,10,10
23105025,10,10,10
23105026,10,10,10
23105027,10,10,10
23105028,10,10,10
23105029,10,10,10
23105030,10,10,10
23105031,10,10,10
23105032,7,7,7
23105033,10,10,10
23105034,5,5,5
23105035,10,10,10
23105036,10,10,10
23105037,10,10,10
23105038,10,10,10
23105039,10,10,10
23105040,10,10,10
23105041,10,10,10
23105042,10,10,10
23105043,10,10,10
23105044,10,10,10
23105045,0,0,0
23105046,10,10,10
23105047,10,10,10
23105048,10,10,10
23105049,10,10,10
23105050,10,10,10
23105051,10,10,10
23105052,10,10,10
23105053,10,10,10
23105054,10,10,10
23105055,10,10,10
23105056,10,10,10
23105057,10,10,10
23105058,10,10,10
23105059,10,10,10
23105060,10,10,10
23105061,10,10,10
23105062,10,10,10
23105063,10,10,10
23105064,10,10,10
23105065,10,10,10
23105066,10,10,10
23105067,9,9,9
23105068,0,0,0
23105069,10,10,10
23105070,0,0,0
23105071,10,10,10
23105072,10,10,10
23105073,10,10,10
23105074,10,10,10
23105075,10,10,10
23105076,10,10,10
23105077,10,10,10
23105078,10,10,10
23105079,10,10,10
23105080,10,10,10
23105081,10,10,10
23105082,10,10,10
23105083,0,0,0
23105084,10,10,10
23105085,10,10,10
23105086,10,10,10
23105087,10,10,10
23105088,10,10,10
23105089,10,10,10
23105090,8,8,8
23105091,10,10,10
23105092,10,10,10
23105093,9,9,9
23105094,10,10,10
23105095,10,10,10
23106001,10,10,10
23106002,10,10,10
23106003,10,10,10
23106004,10,10,10
23106005,0,0,0
23106006,10,10,10
23106007,10,10,10
23106008,10,10,10
23106009,0,0,0
23106010,10,10,10
23106011,0,0,0
23106012,10,10,10
23106013,10,10,10
23106014,10,10,10
2311113LLD,0,0,0
2311113RLD,0,0,0
2311117LLD,0,0,0
2311117RLD,0,0,0
2311131LLDE,10,10,10
2311131RLDE,10,10,10
2311135LLDE,6,6,6
2311135RLDE,6,6,6
2311137LLEMN2,10,10,10
2311137RLEMN2,10,10,10
2311139LLDEM1,10,10,10
2311139LLDEM2,10,10,10
2311139RLDEM1,7,7,7
2311139RLDEM2,3,3,3
2311140LLDEM2,10,10,10
2311140LLEMN2,10,10,10
2311140RLDEM2,3,3,3
2311140RLEMN2,5,5,5
2311141LLDEM2,10,10,10
2311141LLEMN2,10,10,10
2311141RLDEM2,5,5,5
2311141RLEMN2,5,5,5
2311402PXAVC,0,0,0
2311501L,0,0,0
2311501R,0,0,0
2311521LAE,10,10,10
2311521RAE,10,10,10
2311523LUE,10,10,10
2311523RUE,10,10,10
2311607NU,0,0,0
2311901RU,0,0,0
2311923R,0,0,0
2311940LA,10,10,10
2311940RA,10,10,10
2311951LAE,10,10,10
2311951RAE,10,10,10
2311952LLDAE,10,10,10
2311952RLDAE,10,10,10
2311955LLDUE,10,10,10
2311955RLDUE,10,10,10
2311956LAE,10,10,10
2311956LLDUE,10,10,10
2311956LLD6UE,0,0,0
2311956LUE,9,9,9
2311956LUE6,10,10,10
2311956RAE,10,10,10
2311956RLDUE,10,10,10
2311956RLD6UE,0,0,0
2311956RUE,5,5,5
2311956RUE6,10,10,10
2311958LUE,10,10,10
2311958RUE,10,10,10
2312016PAE,0,0,0
2312022LUE,8,8,8
2312022RUE,10,10,10
2310C01,0,0,0
2310G01,10,10,10
2310G02,0,0,0
2310G03,0,0,0
2310G04,0,0,0
2310M01,2,2,2
2310M02,2,2,2
2311M01,0,0,0
2311M02,4,4,4
2312M01,0,0,0
2312M02,0,0,0
2313M01,0,0,0
2313M03,0,0,0
2313M04,0,0,0
2314M03,0,0,0
2314M04,0,0,0
2314M05,0,0,0
2314M07,3,3,3
2314M08,0,0,0
2314M13,0,0,0
2314M14,0,0,0
2315M01,0,0,0
2315M02,0,0,0
2315M03,0,0,0
2315M04,0,0,0
2315M05,0,0,0
2315M06,0,0,0
2315M07,0,0,0
2315M11,0,0,0
2316M01,0,0,0
2316M02,0,0,0
2316M04,2,2,2
2317M01,0,0,0
2317M02,0,0,0
2318M01,0,0,0
2318M02,0,0,0
23201001,8,8,8
23201002,10,10,10
23201003,10,10,10
23201004,6,6,6
23201005,10,10,10
23201006,10,10,10
23201007,5,5,5
23201008,10,10,10
23201009,10,10,10
23201010,10,10,10
23201011,10,10,10
23201012,10,10,10
23201013,10,10,10
23201014,3,3,3
23201015,10,10,10
23201016,10,10,10
23201017,10,10,10
23201018,9,9,9
23201019,2,2,2
23201020,10,10,10
23201021,10,10,10
23201022,4,4,4
23201023,10,10,10
23201024,7,7,7
23201025,4,4,4
23201026,9,9,9
23201027,10,10,10
23201028,10,10,10
23201029,10,10,10
23201030,10,10,10
23201031,0,0,0
23201032,10,10,10
23201033,4,4,4
23201034,10,10,10
23201035,10,10,10
23201036,10,10,10
23201037,10,10,10
23201038,10,10,10
23201039,10,10,10
23201040,10,10,10
23201041,10,10,10
23201042,6,6,6
23201043,10,10,10
23201044,10,10,10
23201045,0,0,0
23201046,10,10,10
23201047,10,10,10
23201048,10,10,10
23201049,10,10,10
23201050,8,8,8
23201051,7,7,7
23201052,10,10,10
23201053,10,10,10
23201054,10,10,10
23201055,10,10,10
23201056,10,10,10
23201057,10,10,10
23201058,10,10,10
23201059,10,10,10
23201060,5,5,5
23201061,10,10,10
23201062,5,5,5
23201063,10,10,10
23201064,1,1,1
23201065,6,6,6
23201066,10,10,10
23201067,10,10,10
23201068,10,10,10
23201069,10,10,10
23201070,6,6,6
23201071,10,10,10
23201072,10,10,10
23201073,10,10,10
23201074,10,10,10
23201075,10,10,10
23201076,10,10,10
23201077,10,10,10
23201078,5,5,5
23201079,10,10,10
23201080,10,10,10
23201081,10,10,10
23201082,10,10,10
23201083,10,10,10
23201084,10,10,10
23201085,10,10,10
23201086,10,10,10
23201087,9,9,9
23201088,10,10,10
23201089,9,9,9
23201090,10,10,10
23201091,10,10,10
23201092,10,10,10
23201093,10,10,10
23201094,10,10,10
23201095,10,10,10
23201096,10,10,10
23201097,10,10,10
23201098,10,10,10
23201099,10,10,10
23201100,10,10,10
23201101,10,10,10
23201102,9,9,9
23201103,10,10,10
23201104,10,10,10
23201105,10,10,10
23201106,7,7,7
23201107,10,10,10
23201108,10,10,10
23201109,6,6,6
23201110,10,10,10
23201111,10,10,10
23201112,10,10,10
23201113,10,10,10
23201114,10,10,10
23201115,10,10,10
23201116,10,10,10
23201117,10,10,10
23201118,10,10,10
23201119,10,10,10
23201120,10,10,10
23201121,10,10,10
23201122,10,10,10
23201123,10,10,10
23201124,10,10,10
23201125,10,10,10
23201126,10,10,10
23201127,0,0,0
23201128,10,10,10
23201129,10,10,10
23201130,6,6,6
23201131,10,10,10
23201132,0,0,0
23201133,10,10,10
23201134,0,0,0
23201135,10,10,10
23201136,0,0,0
23201137,0,0,0
23201138,9,9,9
23201139,10,10,10
23201140,9,9,9
23201141,1,1,1
23201142,10,10,10
23201143,10,10,10
23201144,5,5,5
23201145,10,10,10
23201146,7,7,7
23201147,10,10,10
23201148,9,9,9
23201149,10,10,10
23201150,10,10,10
23201151,10,10,10
23201152,6,6,6
23201153,10,10,10
23201154,10,10,10
23201155,3,3,3
23201156,4,4,4
23201157,10,10,10
23201158,0,0,0
23201159,8,8,8
23201160,10,10,10
23201161,10,10,10
23201162,10,10,10
23201163,10,10,10
23201164,10,10,10
23201165,10,10,10
23201166,10,10,10
23201167,10,10,10
23201168,0,0,0
23201169,10,10,10
23201170,3,3,3
23201171,10,10,10
23201172,10,10,10
23201173,10,10,10
23201174,10,10,10
23201175,10,10,10
23201178,8,8,8
23201179,3,3,3
23201180,10,10,10
23201181,10,10,10
23201182,10,10,10
23201183,4,4,4
23201184,8,8,8
23201185,8,8,8
23201186,0,0,0
23201187,0,0,0
23201188,8,8,8
23201189,10,10,10
23201190,10,10,10
23201191,10,10,10
23201192,0,0,0
23201193,0,0,0
23201194,9,9,9
23201195,9,9,9
23201196,0,0,0
23201197,0,0,0
23201198,10,10,10
23201199,10,10,10
23201202,10,10,10
23201203,10,10,10
23201204,0,0,0
23201205,0,0,0
23201206,10,10,10
23201207,10,10,10
23201208,3,3,3
23201209,7,7,7
23201210,10,10,10
23201211,0,0,0
23201212,10,10,10
23201213,10,10,10
23201214,10,10,10
23201215,0,0,0
23201216,10,10,10
23201217,10,10,10
23201218,5,5,5
23201219,0,0,0
23201220,0,0,0
23201221,0,0,0
23201222,0,0,0
23201223,0,0,0
23201224,10,10,10
23201225,10,10,10
23201226,10,10,10
23201227,4,4,4
23201228,10,10,10
23201229,10,10,10
23201230,10,10,10
23201231,10,10,10
23201232,10,10,10
23201233,10,10,10
23201234,10,10,10
23201235,10,10,10
23201236,8,8,8
23201237,10,10,10
23201238,10,10,10
23201239,3,3,3
23201240,10,10,10
23201241,10,10,10
23201242,4,4,4
23201243,6,6,6
23201244,10,10,10
23201245,10,10,10
23201246,6,6,6
23201247,0,0,0
23201248,4,4,4
23201249,0,0,0
23201250,0,0,0
23201251,0,0,0
23201252,9,9,9
23201253,9,9,9
23201254,1,1,1
23201255,0,0,0
23201256,10,10,10
23201257,10,10,10
23201258,10,10,10
23201259,10,10,10
23201260,10,10,10
23201261,10,10,10
23201262,10,10,10
23201263,10,10,10
23201264,8,8,8
23201265,5,5,5
23201266,0,0,0
23201267,4,4,4
23201268,10,10,10
23201269,10,10,10
23201270,8,8,8
23201271,10,10,10
23201272,10,10,10
23201273,10,10,10
23201274,0,0,0
23201275,10,10,10
23201276,10,10,10
23201277,10,10,10
23201278,10,10,10
23201279,10,10,10
23201280,6,6,6
23201281,3,3,3
23201282,3,3,3
23201283,8,8,8
23201284,10,10,10
23201285,10,10,10
23201286,10,10,10
23201287,10,10,10
23201288,10,10,10
23201289,10,10,10
23201290,7,7,7
23201291,10,10,10
23201292,10,10,10
23201293,10,10,10
23201294,7,7,7
23201295,6,6,6
23201296,10,10,10
23201297,10,10,10
23201298,10,10,10
23201299,8,8,8
23201300,0,0,0
23201301,0,0,0
23201302,6,6,6
23201303,5,5,5
23201304,10,10,10
23201305,10,10,10
23201306,10,10,10
23201307,10,10,10
23201308,10,10,10
23201309,10,10,10
23201310,10,10,10
23201311,7,7,7
23201312,10,10,10
23201313,10,10,10
23201314,9,9,9
23201315,6,6,6
23201316,0,0,0
23201317,0,0,0
23201318,0,0,0
23201319,10,10,10
23201320,10,10,10
23201321,10,10,10
23201322,10,10,10
23201323,10,10,10
23201324,10,10,10
23201325,10,10,10
23201328,10,10,10
23201329,10,10,10
23201330,10,10,10
23201331,10,10,10
23201332,7,7,7
23201333,10,10,10
23201334,10,10,10
23201335,10,10,10
23201336,10,10,10
23201337,10,10,10
23201338,10,10,10
23201339,10,10,10
23202001,10,10,10
23202002,10,10,10
23202003,10,10,10
23202004,10,10,10
23202005,0,0,0
23202006,10,10,10
23202007,10,10,10
23202008,10,10,10
23202009,10,10,10
23202010,10,10,10
23202011,10,10,10
23202012,10,10,10
23202013,10,10,10
23202014,10,10,10
23202015,10,10,10
23202016,10,10,10
23202017,10,10,10
23202018,10,10,10
23202019,10,10,10
23202020,10,10,10
23202021,10,10,10
23202022,10,10,10
23202023,10,10,10
23202024,10,10,10
23202025,10,10,10
23202026,0,0,0
23202027,10,10,10
23202028,10,10,10
23202029,10,10,10
23202030,10,10,10
23202031,10,10,10
23202032,6,6,6
23202033,0,0,0
23202034,10,10,10
23202035,10,10,10
23202036,10,10,10
23202037,10,10,10
23202038,0,0,0
23202039,10,10,10
23202040,3,3,3
23202041,10,10,10
23202042,10,10,10
23202043,10,10,10
23202044,10,10,10
23202045,10,10,10
23202046,10,10,10
23202047,10,10,10
23202048,10,10,10
23202049,10,10,10
23202050,10,10,10
23202051,10,10,10
23202052,10,10,10
23202053,10,10,10
23202054,10,10,10
23202055,10,10,10
23202056,10,10,10
23202057,10,10,10
23202058,10,10,10
23202059,10,10,10
23202060,10,10,10
23202061,10,10,10
23202062,10,10,10
23202063,10,10,10
23202064,10,10,10
23202065,3,3,3
23202066,10,10,10
23202067,10,10,10
23202068,10,10,10
23202069,10,10,10
23202070,10,10,10
23202071,1,1,1
23202072,10,10,10
23202073,10,10,10
23202074,10,10,10
23202075,10,10,10
23202076,10,10,10
23202077,10,10,10
23202078,10,10,10
23202079,10,10,10
23202080,4,4,4
23202081,10,10,10
23202082,10,10,10
23202083,10,10,10
23202084,10,10,10
23202085,10,10,10
23202086,10,10,10
23202087,10,10,10
23202088,10,10,10
23202089,10,10,10
23202090,10,10,10
23202091,10,10,10
23202092,10,10,10
23202093,10,10,10
23202094,10,10,10
23202095,6,6,6
23202096,10,10,10
23202097,10,10,10
23202098,10,10,10
23202099,10,10,10
23202100,10,10,10
23202101,10,10,10
23202102,10,10,10
23202103,10,10,10
23202104,10,10,10
23202105,10,10,10
23202106,10,10,10
23202107,10,10,10
23202108,10,10,10
23202109,10,10,10
23202110,10,10,10
23202111,4,4,4
23202112,5,5,5
23202113,10,10,10
23202114,10,10,10
23202115,10,10,10
23202116,10,10,10
23202117,10,10,10
23202118,10,10,10
23202119,10,10,10
23202120,10,10,10
23202121,10,10,10
23202122,10,10,10
23202123,10,10,10
23202124,4,4,4
23202125,10,10,10
23202126,7,7,7
23202127,3,3,3
23202128,10,10,10
23202129,10,10,10
23202130,10,10,10
23202131,10,10,10
23202133,10,10,10
23202134,10,10,10
23202136,10,10,10
23202137,10,10,10
23202138,0,0,0
23202139,7,7,7
23202140,0,0,0
23202141,3,3,3
23202142,10,10,10
23202143,10,10,10
23202144,8,8,8
23202145,10,10,10
23202146,10,10,10
23202147,8,8,8
23202148,10,10,10
23202149,1,1,1
23202150,0,0,0
23202151,10,10,10
23202152,0,0,0
23202153,1,1,1
23202154,2,2,2
23202155,10,10,10
23202156,10,10,10
23202157,10,10,10
23202158,10,10,10
23202159,10,10,10
23202160,10,10,10
23202161,10,10,10
23202162,10,10,10
23202163,10,10,10
23202164,10,10,10
23202165,10,10,10
23202166,10,10,10
23202167,10,10,10
23202168,4,4,4
23202169,10,10,10
23202170,0,0,0
23202171,10,10,10
23202172,10,10,10
23202173,10,10,10
23202174,10,10,10
23202175,0,0,0
23202176,10,10,10
23202177,10,10,10
23202178,10,10,10
23202179,10,10,10
23202180,10,10,10
23202181,10,10,10
23202182,10,10,10
23202183,10,10,10
23202184,10,10,10
23202185,10,10,10
23202186,10,10,10
23202187,10,10,10
23202188,5,5,5
23202189,5,5,5
23202190,10,10,10
23202192,10,10,10
23202193,9,9,9
23202194,10,10,10
23202195,10,10,10
23202196,0,0,0
23202197,10,10,10
23202198,7,7,7
23202199,10,10,10
23202200,10,10,10
23202201,10,10,10
23202202,9,9,9
23202203,0,0,0
23202204,9,9,9
23202205,10,10,10
23202206,10,10,10
23202207,2,2,2
23202208,6,6,6
23202209,1,1,1
23202210,10,10,10
23202211,0,0,0
23202212,10,10,10
23202213,10,10,10
23202214,10,10,10
23202215,0,0,0
23202216,10,10,10
23202217,10,10,10
23202218,10,10,10
23202219,0,0,0
23202220,10,10,10
23202221,10,10,10
23202222,5,5,5
23202223,9,9,9
23202224,10,10,10
23202225,10,10,10
23202226,3,3,3
23202227,10,10,10
23202228,0,0,0
23202229,10,10,10
23202230,0,0,0
23202231,10,10,10
23202232,2,2,2
23202233,10,10,10
23202234,9,9,9
23202235,10,10,10
23202236,5,5,5
23202237,7,7,7
23202238,6,6,6
23202239,8,8,8
23202240,7,7,7
23202241,10,10,10
23202242,10,10,10
23202450,0,0,0
2321M03,10,10,10
2322G01,0,0,0
2322M02,10,10,10
2323C01,0,0,0
2323C01RP,1,1,1
2323G03,10,10,10
2323G04,10,10,10
2323G05,10,10,10
2323G06,10,10,10
2323G07,0,0,0
2323M01,0,0,0
2323M02,0,0,0
2323M04,0,0,0
2324C01,0,0,0
2324C02,0,0,0
2324G02,0,0,0
