ID_Product,Quantity,Quantity_Fourniss_After_Cumule,(2) Main Warehouse
12004128,10,10,10
12004129,10,10,10
12004130,10,10,10
12004131,10,10,10
12004132,0,0,0
12004136,10,10,10
12004139,10,10,10
12004141,0,0,0
12004142,0,0,0
12004144,4,4,4
12004145,5,5,5
12004146,10,10,10
12004147,10,10,10
12004148,10,10,10
12004149,10,10,10
12004150,10,10,10
12004151,10,10,10
12004152,10,10,10
12004153,10,10,10
12004154,10,10,10
12004155,10,10,10
12004156,10,10,10
12004157,10,10,10
12004158,10,10,10
12004159,10,10,10
12004160,10,10,10
12004161,2,2,2
12004162,0,0,0
12004163,9,9,9
12004164,8,8,8
12004165,1,1,1
12004166,10,10,10
12004167,10,10,10
12004169,0,0,0
12005001,9,9,9
12005002,10,10,10
12005003,10,10,10
12005004,10,10,10
12005005,10,10,10
12005006,10,10,10
12005007,10,10,10
12005008,10,10,10
12005009,10,10,10
12005010,10,10,10
12005011,10,10,10
12005012,9,9,9
12005013,10,10,10
12005014,10,10,10
12005015,10,10,10
12005016,10,10,10
12005017,10,10,10
12005018,1,1,1
12005019,10,10,10
12005020,8,8,8
12005021,7,7,7
12005022,10,10,10
12005024,10,10,10
12005025,10,10,10
12005026,10,10,10
12005027,7,7,7
12005028,10,10,10
12005029,10,10,10
12005030,10,10,10
12005031,3,3,3
12005032,10,10,10
12005033,10,10,10
12005034,10,10,10
12005035,10,10,10
12005036,7,7,7
12005037,10,10,10
12005038,4,4,4
12005039,10,10,10
12005040,10,10,10
12005041,10,10,10
12005042,10,10,10
12005047,7,7,7
12005048,10,10,10
12005049,10,10,10
12005050,4,4,4
12005052,10,10,10
12005053,10,10,10
12005054,10,10,10
12005055,10,10,10
12005056,5,5,5
12005057,9,9,9
12005058,10,10,10
12005059,10,10,10
12005060,7,7,7
12005061,10,10,10
12005062,10,10,10
12005063,10,10,10
12005064,10,10,10
12005065,10,10,10
12005066,10,10,10
12005067,10,10,10
12005068,0,0,0
12005070,10,10,10
12005071,10,10,10
12005072,10,10,10
12005073,10,10,10
12005074,0,0,0
12005075,10,10,10
12005077,10,10,10
12005078,10,10,10
12005079,10,10,10
12005080,10,10,10
12005081,10,10,10
12005082,10,10,10
12005083,10,10,10
12005085,10,10,10
12005086,10,10,10
12005087,10,10,10
12005088,10,10,10
12005089,0,0,0
12005090,9,9,9
12005091,10,10,10
12005092,10,10,10
12005093,10,10,10
12005094,10,10,10
12005096,10,10,10
12005097,6,6,6
12006001,0,0,0
12006002,10,10,10
12006003,10,10,10
12006006,0,0,0
12006007,10,10,10
12006008,10,10,10
12006009,0,0,0
12006010,10,10,10
12006011,10,10,10
12006012,10,10,10
12006013,5,5,5
12006014,10,10,10
12006015,10,10,10
12006016,2,2,2
12006017,0,0,0
12006018,10,10,10
12006019,10,10,10
12006020,10,10,10
12006021,0,0,0
12006022,3,3,3
12006023,0,0,0
12006024,10,10,10
12006025,10,10,10
12006026,6,6,6
12006027,6,6,6
12006028,10,10,10
12006029,8,8,8
12006030,3,3,3
12006031,10,10,10
12006032,10,10,10
12006033,10,10,10
12006034,10,10,10
12006035,0,0,0
12006036,10,10,10
12006037,10,10,10
12006038,1,1,1
12006039,10,10,10
12006040,10,10,10
12006041,0,0,0
12006042,10,10,10
12006043,8,8,8
12006044,0,0,0
12006045,6,6,6
12006046,0,0,0
12006047,10,10,10
12006048,0,0,0
12006049,10,10,10
12006050,10,10,10
12006051,0,0,0
12006052,10,10,10
12006053,10,10,10
12006054,10,10,10
12006055,8,8,8
12006056,10,10,10
12006057,10,10,10
12006058,10,10,10
12006059,10,10,10
12006060,7,7,7
12006061,10,10,10
12006062,0,0,0
12006063,0,0,0
12006064,10,10,10
12006065,10,10,10
12006066,10,10,10
12006067,10,10,10
12006068,10,10,10
12006069,8,8,8
12006070,10,10,10
12006071,10,10,10
12006072,10,10,10
12006073,10,10,10
12006074,10,10,10
12007001,10,10,10
12007002,10,10,10
12007003,10,10,10
12007004,10,10,10
12007005,0,0,0
12007006,10,10,10
12007007,10,10,10
12007008,10,10,10
12007009,10,10,10
12007010,10,10,10
12007011,10,10,10
12007012,5,5,5
12007013,10,10,10
12007014,0,0,0
12007015,10,10,10
12007016,10,10,10
12007017,1,1,1
12007018,10,10,10
12007019,10,10,10
12007020,10,10,10
12007021,8,8,8
12007022,0,0,0
12007023,0,0,0
12007024,0,0,0
12007025,10,10,10
12007026,0,0,0
12007027,0,0,0
12007028,0,0,0
12007029,0,0,0
12007030,7,7,7
12007031,0,0,0
12007032,0,0,0
12007033,0,0,0
12007034,10,10,10
12007035,1,1,1
12007036,5,5,5
12007037,7,7,7
12007038,10,10,10
12007039,0,0,0
12007040,0,0,0
12007041,1,1,1
12007042,0,0,0
12007043,0,0,0
12007045,3,3,3
12007046,0,0,0
12007047,0,0,0
12007048,10,10,10
12007049,2,2,2
12007050,10,10,10
12008001,10,10,10
12008002,7,7,7
12008003,10,10,10
12008004,10,10,10
12008005,0,0,0
12008006,0,0,0
12008007,10,10,10
12008008,10,10,10
12008009,10,10,10
12008010,10,10,10
12008011,10,10,10
12008012,10,10,10
12008013,10,10,10
12008014,10,10,10
12008015,10,10,10
12008016,10,10,10
12008017,10,10,10
12008018,10,10,10
12008019,8,8,8
12008020,10,10,10
12008021,10,10,10
12008022,10,10,10
12008023,10,10,10
12008024,10,10,10
12008025,10,10,10
12008026,10,10,10
12008027,10,10,10
12008028,10,10,10
12008029,3,3,3
12008030,10,10,10
12008031,6,6,6
12008032,10,10,10
12008033,7,7,7
12008034,6,6,6
12008035,10,10,10
12008036,10,10,10
12008037,5,5,5
12008038,10,10,10
12008039,10,10,10
12008040,10,10,10
12008041,0,0,0
12008042,2,2,2
12008043,10,10,10
12008044,0,0,0
12008045,10,10,10
12008046,10,10,10
12008047,10,10,10
12008048,6,6,6
12008049,0,0,0
12008050,10,10,10
12008051,4,4,4
12008052,10,10,10
12008053,0,0,0
12008054,8,8,8
12008055,5,5,5
12008056,0,0,0
12008057,0,0,0
12008058,0,0,0
12008059,0,0,0
12008060,0,0,0
12008061,10,10,10
12008062,0,0,0
12008063,10,10,10
12008064,2,2,2
12008065,10,10,10
12008066,10,10,10
12008067,10,10,10
12008068,10,10,10
12008069,10,10,10
12008070,10,10,10
12008071,10,10,10
12008072,10,10,10
12008073,10,10,10
12008074,0,0,0
12008075,10,10,10
12008076,10,10,10
12008077,10,10,10
12008078,10,10,10
12008079,10,10,10
12008080,0,0,0
12008081,2,2,2
12008082,10,10,10
12008083,10,10,10
12008084,10,10,10
12008085,0,0,0
12008086,10,10,10
12008087,10,10,10
12008088,10,10,10
12008089,10,10,10
12008090,10,10,10
12008091,10,10,10
12008092,10,10,10
12008093,0,0,0
12008094,0,0,0
12008095,0,0,0
12008096,10,10,10
12008097,9,9,9
12008098,10,10,10
12008099,10,10,10
12008100,4,4,4
12008101,10,10,10
12008102,10,10,10
12008103,10,10,10
12008104,10,10,10
12008105,4,4,4
12008106,10,10,10
12008107,0,0,0
12008108,7,7,7
12008109,0,0,0
12008110,0,0,0
12008111,0,0,0
12008112,0,0,0
12008113,10,10,10
12008114,0,0,0
12008115,10,10,10
12008116,10,10,10
12008117,10,10,10
12008118,10,10,10
12008119,10,10,10
12008120,10,10,10
12008121,10,10,10
12008122,10,10,10
12008123,10,10,10
12008124,0,0,0
12008125,0,0,0
12008126,10,10,10
12008127,0,0,0
12008128,0,0,0
12008129,0,0,0
12008130,0,0,0
12008131,0,0,0
12008132,0,0,0
12008133,10,10,10
12008134,0,0,0
12008135,10,10,10
12008136,10,10,10
12008137,10,10,10
12008138,10,10,10
12008139,8,8,8
12008140,10,10,10
12008141,10,10,10
12008142,0,0,0
12008143,0,0,0
12008144,10,10,10
12008145,10,10,10
12008146,10,10,10
12008147,10,10,10
12008148,10,10,10
12008149,6,6,6
12008150,8,8,8
12008151,6,6,6
12008152,0,0,0
12008153,7,7,7
12008154,10,10,10
12008155,10,10,10
12008156,10,10,10
12008157,10,10,10
12008158,8,8,8
12008159,10,10,10
12008160,0,0,0
12008161,10,10,10
12008162,6,6,6
12008163,10,10,10
12008164,2,2,2
12008165,0,0,0
12008166,3,3,3
12008167,0,0,0
12008168,10,10,10
12008169,10,10,10
12008170,0,0,0
12008171,3,3,3
12008172,10,10,10
12008173,8,8,8
12008174,0,0,0
12008175,9,9,9
12008176,0,0,0
12008177,0,0,0
12008178,10,10,10
12008179,10,10,10
12008180,0,0,0
12008181,10,10,10
12008182,10,10,10
12008183,10,10,10
12008184,1,1,1
12008185,10,10,10
12008186,1,1,1
12008187,10,10,10
12008188,10,10,10
12008189,0,0,0
12008192,10,10,10
12008193,10,10,10
12008194,10,10,10
12008195,0,0,0
12008196,10,10,10
12008197,0,0,0
12008198,10,10,10
12008199,0,0,0
12008200,0,0,0
12008201,0,0,0
12008202,10,10,10
12008203,10,10,10
12008204,10,10,10
12008205,0,0,0
12008206,10,10,10
12008207,0,0,0
12008208,4,4,4
12008209,10,10,10
12008210,10,10,10
12008211,10,10,10
12008212,10,10,10
12008213,10,10,10
12008214,3,3,3
12008215,10,10,10
12008216,10,10,10
12008217,0,0,0
12008218,10,10,10
12008219,10,10,10
12008220,7,7,7
12008221,10,10,10
12008222,2,2,2
12008223,0,0,0
12008224,10,10,10
12008225,0,0,0
12008226,0,0,0
12008227,4,4,4
12008228,10,10,10
12008229,0,0,0
12008230,0,0,0
12008231,0,0,0
12008232,0,0,0
12008233,0,0,0
12008234,0,0,0
12008235,0,0,0
12008236,0,0,0
12008237,8,8,8
12008239,0,0,0
12009001,10,10,10
12009002,10,10,10
12009003,10,10,10
12009004,10,10,10
12009005,10,10,10
12009006,0,0,0
12009007,10,10,10
12009008,10,10,10
12009009,0,0,0
12009010,10,10,10
12009011,0,0,0
12009012,10,10,10
12009013,7,7,7
12009014,10,10,10
12009015,0,0,0
12009016,10,10,10
12009017,0,0,0
12009018,10,10,10
12009019,0,0,0
12009020,10,10,10
12009021,7,7,7
12009022,10,10,10
12009023,10,10,10
12009024,10,10,10
12009025,10,10,10
12009026,10,10,10
12009027,10,10,10
12009028,10,10,10
12009029,10,10,10
12009030,10,10,10
12009031,10,10,10
12009032,10,10,10
12009033,9,9,9
12009034,10,10,10
12009035,10,10,10
12009036,10,10,10
12009037,8,8,8
12009038,10,10,10
12009039,10,10,10
12009040,10,10,10
12009041,10,10,10
12009042,10,10,10
12009043,9,9,9
12009044,10,10,10
12009045,10,10,10
12009046,10,10,10
12009047,6,6,6
12009048,7,7,7
12009049,5,5,5
12009050,10,10,10
12009051,10,10,10
12009052,10,10,10
12009053,10,10,10
12009054,10,10,10
12009055,10,10,10
12009056,8,8,8
12009057,10,10,10
12009058,7,7,7
12009059,10,10,10
12009060,10,10,10
12009061,10,10,10
12009062,10,10,10
12009063,9,9,9
12009064,10,10,10
12009065,10,10,10
12009066,8,8,8
12009067,10,10,10
12009068,10,10,10
12009069,10,10,10
12009070,10,10,10
12009071,5,5,5
12009072,0,0,0
12009073,2,2,2
12009074,10,10,10
12009075,10,10,10
12009076,10,10,10
12009077,10,10,10
12009078,10,10,10
12009079,10,10,10
12009080,10,10,10
12009081,10,10,10
12009082,10,10,10
12009083,10,10,10
12009084,10,10,10
12009085,10,10,10
12009086,10,10,10
12009087,10,10,10
12009088,10,10,10
12009089,10,10,10
12009090,0,0,0
12009091,0,0,0
12009092,10,10,10
12009093,10,10,10
12009094,9,9,9
12009095,5,5,5
12009096,10,10,10
12009097,10,10,10
12009098,10,10,10
12009099,10,10,10
12009100,10,10,10
12009101,7,7,7
12009102,10,10,10
12009103,10,10,10
12009104,10,10,10
12009105,10,10,10
12009106,10,10,10
12009107,10,10,10
12009108,9,9,9
12009109,10,10,10
12009110,10,10,10
12009111,10,10,10
12009112,10,10,10
12009113,10,10,10
12009114,7,7,7
12009115,7,7,7
12009116,10,10,10
12009117,10,10,10
12009118,10,10,10
12009119,0,0,0
12009121,10,10,10
12009122,10,10,10
12009123,8,8,8
12009124,10,10,10
12009125,10,10,10
12009126,8,8,8
12009127,10,10,10
12009128,10,10,10
12009129,10,10,10
12009130,0,0,0
12009131,0,0,0
12009132,0,0,0
12009133,1,1,1
12009134,5,5,5
12009135,5,5,5
12009136,0,0,0
12009137,4,4,4
12009138,0,0,0
12009139,3,3,3
12009140,0,0,0
12009141,0,0,0
12009142,0,0,0
12009143,10,10,10
12009144,0,0,0
12009145,1,1,1
12009146,0,0,0
12009147,0,0,0
12009148,0,0,0
12009149,0,0,0
12009150,8,8,8
12009151,0,0,0
12009230,10,10,10
12009231,10,10,10
12009232,0,0,0
12009233,10,10,10
12009234,10,10,10
12009235,8,8,8
12009236,0,0,0
12009237,10,10,10
12009238,10,10,10
12009239,10,10,10
12009240,8,8,8
12009241,8,8,8
12009242,0,0,0
12009243,10,10,10
12009244,10,10,10
12009245,10,10,10
12009246,10,10,10
12009247,10,10,10
12010001,7,7,7
12010002,10,10,10
12010003,0,0,0
12010004,3,3,3
12010005,10,10,10
12010006,10,10,10
12010007,10,10,10
12010008,7,7,7
12010009,10,10,10
12010011,0,0,0
12010012,10,10,10
12010013,10,10,10
12010014,10,10,10
12010015,10,10,10
12010016,10,10,10
12010017,0,0,0
12010018,0,0,0
12010019,10,10,10
12010020,10,10,10
12010021,0,0,0
12010022,10,10,10
12010023,10,10,10
12010024,0,0,0
12010025,0,0,0
12010026,10,10,10
12010027,10,10,10
12011001,10,10,10
12011002,10,10,10
12011003,10,10,10
12011004,10,10,10
12011005,6,6,6
12011006,10,10,10
12011007,10,10,10
12011008,10,10,10
12011009,10,10,10
12011010,6,6,6
12011011,10,10,10
12011012,2,2,2
12011013,10,10,10
12011014,10,10,10
12011015,10,10,10
12011016,10,10,10
12011017,10,10,10
12011018,10,10,10
12011019,10,10,10
12011020,10,10,10
12011021,10,10,10
12011022,10,10,10
12011023,10,10,10
12011024,4,4,4
12011025,10,10,10
12011026,10,10,10
12011027,10,10,10
12011028,1,1,1
12011029,10,10,10
12011030,10,10,10
12011031,10,10,10
12011032,10,10,10
12011033,0,0,0
12011034,10,10,10
12011035,10,10,10
12011036,10,10,10
12011037,10,10,10
12011038,10,10,10
12011039,10,10,10
12011040,10,10,10
12011041,10,10,10
12011042,10,10,10
12011043,10,10,10
12011044,10,10,10
12011045,10,10,10
12011046,10,10,10
12011047,4,4,4
12011048,5,5,5
12011049,10,10,10
12011050,10,10,10
12011051,10,10,10
12011052,10,10,10
12011053,0,0,0
12011054,0,0,0
12011055,10,10,10
12011056,10,10,10
12011057,4,4,4
12011058,2,2,2
12011059,10,10,10
12011060,1,1,1
12011061,5,5,5
12011062,10,10,10
1201101LMLDEM,9,9,9
1201101RMLDEM,10,10,10
1201103LMLDEM2,1,1,1
1201103RMLDEM2,0,0,0
1201104LMLDEM2,10,10,10
1201104RMLDEM2,10,10,10
12012001,10,10,10
12012002,0,0,0
12012003,10,10,10
12012004,9,9,9
12012005,10,10,10
12012006,10,10,10
12012007,1,1,1
12012008,10,10,10
12012009,10,10,10
12012010,0,0,0
12012011,10,10,10
12012012,10,10,10
1201901LUE,9,9,9
1201901RUE,10,10,10
1201902LLDUE,7,7,7
1201902RLDUE,10,10,10
1201903LUE,3,3,3
1201903RUE,10,10,10
1203G01,0,0,0
1203G02,0,0,0
1203M02,0,0,0
1204G01,10,10,10
1204G02,10,10,10
1204G03,7,7,7
1204G04,8,8,8
1204M01,0,0,0
1204M02,0,0,0
1204M03,0,0,0
1204M05,0,0,0
1204M06,0,0,0
1207G01,10,10,10
1207G02,9,9,9
1207M02,0,0,0
1208M01,7,7,7
1208M02,3,3,3
1209M01,10,10,10
1209M02,10,10,10
1209M03RP,1,1,1
1209M05,5,5,5
1209M06,0,0,0
1209M08,0,0,0
12100001,10,10,10
12100002,10,10,10
12100003,10,10,10
12100004,10,10,10
12100005,10,10,10
12100006,7,7,7
12100007,10,10,10
12100008,10,10,10
12100009,2,2,2
12100010,10,10,10
12100011,10,10,10
12100012,10,10,10
12100013,0,0,0
12100014,10,10,10
12100015,10,10,10
12100016,10,10,10
12100017,10,10,10
12100018,10,10,10
12100019,10,10,10
12100020,7,7,7
12100021,10,10,10
12100022,10,10,10
12100023,0,0,0
12100024,10,10,10
12100025,10,10,10
12100026,10,10,10
12100027,6,6,6
12100028,10,10,10
12100029,10,10,10
12100030,10,10,10
12100031,10,10,10
12100032,3,3,3
12100033,7,7,7
12100034,10,10,10
12100035,0,0,0
12100036,10,10,10
12100037,10,10,10
12100038,10,10,10
12100039,10,10,10
12100040,10,10,10
12100041,6,6,6
12100042,10,10,10
12100043,10,10,10
12100044,10,10,10
12100045,10,10,10
12100046,6,6,6
12100047,10,10,10
12100048,10,10,10
12100049,0,0,0
12100050,7,7,7
12100051,7,7,7
12100052,10,10,10
12100100,10,10,10
12100101,10,10,10
12100102,6,6,6
12100103,0,0,0
12100104,10,10,10
12100105,10,10,10
12100106,10,10,10
12100107,10,10,10
12100108,10,10,10
12100109,10,10,10
12100110,10,10,10
12100111,10,10,10
12100112,10,10,10
12100113,0,0,0
12101001,10,10,10
12101002,8,8,8
12101003,10,10,10
12101004,10,10,10
12101005,10,10,10
12101006,10,10,10
12101007,10,10,10
12101008,10,10,10
12101009,10,10,10
12101010,10,10,10
12101011,10,10,10
12101012,10,10,10
12101013,10,10,10
12101015,10,10,10
12101016,10,10,10
12101017,10,10,10
12101018,10,10,10
12101019,10,10,10
12101020,10,10,10
12101021,10,10,10
12101022,10,10,10
12101023,10,10,10
12101024,10,10,10
12101025,10,10,10
12101026,8,8,8
12101027,4,4,4
12101028,10,10,10
12101029,10,10,10
12101030,10,10,10
12101031,10,10,10
12101032,10,10,10
12101033,10,10,10
12101034,10,10,10
12101035,10,10,10
12101036,10,10,10
12101037,10,10,10
12101038,10,10,10
12101039,10,10,10
12101041,10,10,10
12101042,10,10,10
12101043,10,10,10
12101044,10,10,10
12101045,10,10,10
12101046,8,8,8
12101047,10,10,10
12101048,10,10,10
12101049,10,10,10
12101050,9,9,9
12101051,10,10,10
12101052,10,10,10
12101053,10,10,10
12101054,10,10,10
12101055,10,10,10
12101056,10,10,10
12101057,10,10,10
12101058,7,7,7
12101059,10,10,10
12101060,4,4,4
12101061,10,10,10
12101062,10,10,10
12101063,10,10,10
12101064,10,10,10
12101065,10,10,10
12101066,10,10,10
12101067,10,10,10
12101068,10,10,10
12101069,6,6,6
12101070,10,10,10
12101071,7,7,7
12101072,10,10,10
12101073,10,10,10
12101074,10,10,10
12101075,10,10,10
12101076,10,10,10
12101077,3,3,3
12101078,10,10,10
12101081,10,10,10
12101082,10,10,10
12101083,10,10,10
12101084,10,10,10
12101087,0,0,0
12101088,10,10,10
12101089,10,10,10
12101092,10,10,10
12101093,10,10,10
12101094,10,10,10
12101095,1,1,1
12101096,10,10,10
12101097,10,10,10
12101098,8,8,8
12101099,10,10,10
12101100,10,10,10
12101101,10,10,10
12101103,10,10,10
12101105,4,4,4
12101106,10,10,10
12101107,10,10,10
12101110,10,10,10
12101111,10,10,10
12101112,10,10,10
12101113,10,10,10
12101114,0,0,0
12101115,10,10,10
12101116,10,10,10
12101117,10,10,10
12101118,10,10,10
12101119,10,10,10
12101120,10,10,10
12101121,10,10,10
12101122,10,10,10
12101123,10,10,10
12101124,9,9,9
12101125,10,10,10
12101126,10,10,10
12101127,9,9,9
12101128,10,10,10
12101129,10,10,10
12101130,10,10,10
12101131,10,10,10
12101132,10,10,10
12101133,10,10,10
12101134,10,10,10
12101135,10,10,10
12101136,10,10,10
12101137,10,10,10
12101138,10,10,10
12101139,10,10,10
12101140,10,10,10
12101141,10,10,10
12101142,10,10,10
12101143,10,10,10
12101144,10,10,10
12101145,10,10,10
12101146,10,10,10
12101147,9,9,9
12101148,10,10,10
12101149,0,0,0
12101150,10,10,10
12101151,10,10,10
12101152,10,10,10
12101153,10,10,10
12101154,10,10,10
12101155,10,10,10
12101156,10,10,10
12101157,10,10,10
12101158,10,10,10
12101159,10,10,10
12101160,10,10,10
12101161,10,10,10
12101162,10,10,10
12101163,10,10,10
12101164,10,10,10
12101165,10,10,10
12101166,10,10,10
12101167,10,10,10
12101168,10,10,10
12101169,10,10,10
12102001,10,10,10
12102002,10,10,10
12102003,10,10,10
12102005,10,10,10
12102006,10,10,10
12102007,6,6,6
12102008,10,10,10
12102009,0,0,0
12102010,4,4,4
12102011,10,10,10
12102012,10,10,10
12102013,10,10,10
12102014,10,10,10
12102015,10,10,10
12102016,10,10,10
12102017,8,8,8
12102018,10,10,10
12102019,10,10,10
12102020,10,10,10
12102021,10,10,10
12102022,10,10,10
12102023,8,8,8
12102024,10,10,10
12102025,6,6,6
12102026,10,10,10
12102027,10,10,10
12102028,10,10,10
12102029,0,0,0
12102030,9,9,9
12102031,6,6,6
12102032,10,10,10
12102033,10,10,10
12102034,6,6,6
12102035,10,10,10
12102036,10,10,10
12102037,10,10,10
12102038,10,10,10
12102039,10,10,10
12102040,10,10,10
12102041,10,10,10
12102042,10,10,10
12102043,10,10,10
12102044,10,10,10
12102045,10,10,10
12102046,4,4,4
12102047,10,10,10
12102048,7,7,7
12102049,10,10,10
12102050,10,10,10
12102051,10,10,10
12102052,10,10,10
12102053,10,10,10
12102054,10,10,10
12102055,10,10,10
12102056,10,10,10
12103001,10,10,10
12103002,10,10,10
12104001,8,8,8
1211111LMLDEM1,9,9,9
1211111RMLDEM1,0,0,0
1211114LMLEMD2,6,6,6
1211114LMLEMN2,7,7,7
1211114RMLEMD2,7,7,7
1211114RMLEMN2,10,10,10
1211116LLEBM2,8,8,8
1211116LLEMD2,6,6,6
1211116RLEBM2,5,5,5
1211116RLEMD2,3,3,3
1211131LMLEMN2,3,3,3
1211131RMLEMN2,0,0,0
1211910L3UE,0,0,0
1211910R3U,0,0,0
1211916LUEN,3,3,3
1211916RUEN,10,10,10
1210G04,0,0,0
1211M01,0,0,0
1211M02,0,0,0
1211M03,5,5,5
1211M04,10,10,10
1211M08,8,8,8
1212M01,10,10,10
1212M02,10,10,10
1212M03,10,10,10
1212M04,0,0,0
1212M05,0,0,0
1212M06,4,4,4
1212M07,5,5,5
1212M08,1,1,1
1213C01,10,10,10
1213C02,10,10,10
1213C03,10,10,10
1213C05,0,0,0
1213C06,7,7,7
1213C08,7,7,7
1213G01,6,6,6
1213G02,10,10,10
1213G03,3,3,3
1213G04,10,10,10
1213M01,0,0,0
1213M02,9,9,9
1213M03,10,10,10
1213M04,4,4,4
1213M04RP,1,1,1
1213M05,0,0,0
1213M06,4,4,4
1214C01,10,10,10
1214C02,10,10,10
1214G01,10,10,10
1214G02,0,0,0
1214G03,0,0,0
1214G04,0,0,0
1214G05,10,10,10
1214G06,10,10,10
1214G07,0,0,0
1214G08,10,10,10
1214M01,0,0,0
1214M02,0,0,0
1214M03,0,0,0
1214M03P,10,10,10
1214M04,0,0,0
1214M04P,0,0,0
1214M04RP,1,1,1
1214M05,10,10,10
1214M06,10,10,10
1214M07,10,10,10
1214M08,10,10,10
1214M09,0,0,0
1214M10,3,3,3
1214M11,3,3,3
1214M12,0,0,0
1215M01,7,7,7
1215M02,8,8,8
1215M03,0,0,0
1215M04,0,0,0
1215M05,10,10,10
1215M06,9,9,9
1215M07,0,0,0
1215M08,4,4,4
1216C01,10,10,10
1216C02,10,10,10
1216C03,8,8,8
1216C04,0,0,0
1216G01,10,10,10
1216G02,10,10,10
1216G03,8,8,8
1216G04,9,9,9
1217M01,0,0,0
1217M02,0,0,0
1217M03,0,0,0
1217M05,0,0,0
1217M06,0,0,0
1218C01,10,10,10
1218C02,10,10,10
1218C03,0,0,0
1218C04,10,10,10
1218G01,10,10,10
1218G02,10,10,10
1218M01,9,9,9
1218M02,10,10,10
1218M03,10,10,10
1218M05,5,5,5
1218M06,10,10,10
1218M07,0,0,0
1219M01,3,3,3
1219M02,9,9,9
1219M03,10,10,10
1219M04,10,10,10
1219M05,10,10,10
1219M06,9,9,9
1219M07,10,10,10
1219M08,10,10,10
1219M09,0,0,0
1219M11,10,10,10
1219M12,10,10,10
1219M13,1,1,1
1219M14,2,2,2
1219M15,4,4,4
1219M16,0,0,0
1219M18,0,0,0
12201001,10,10,10
12201002,10,10,10
12201003,10,10,10
12201004,10,10,10
12201005,10,10,10
12201006,10,10,10
12201007,10,10,10
12201008,10,10,10
12201009,10,10,10
12201010,10,10,10
12201011,10,10,10
12201012,10,10,10
12201013,8,8,8
12201014,9,9,9
12201015,10,10,10
12201016,10,10,10
12201017,10,10,10
12201018,10,10,10
12201019,10,10,10
12201020,10,10,10
12201021,10,10,10
12201022,10,10,10
12201023,10,10,10
12201024,10,10,10
12201025,10,10,10
12201026,10,10,10
12201027,10,10,10
12201028,10,10,10
12201029,10,10,10
12201031,10,10,10
12201032,10,10,10
12201033,10,10,10
12201034,10,10,10
12201035,10,10,10
12201036,10,10,10
12201037,10,10,10
12201038,10,10,10
12201039,5,5,5
12201040,10,10,10
12201041,7,7,7
12201042,10,10,10
12201043,10,10,10
12201044,10,10,10
12201045,10,10,10
12201046,0,0,0
12201047,10,10,10
12201048,10,10,10
12201049,0,0,0
12201050,10,10,10
12201051,10,10,10
12201052,10,10,10
12201053,10,10,10
12201054,10,10,10
12201055,10,10,10
12201056,10,10,10
12201057,10,10,10
12201059,10,10,10
12201060,10,10,10
12201061,10,10,10
12201062,7,7,7
12201063,10,10,10
12201064,10,10,10
12201065,10,10,10
12201066,10,10,10
12201067,10,10,10
12201068,10,10,10
12201069,10,10,10
12201070,10,10,10
12201071,10,10,10
12201072,10,10,10
12201073,10,10,10
12201074,10,10,10
12201075,10,10,10
12201076,10,10,10
12201076RP,1,1,1
12201077,10,10,10
12201078,7,7,7
12201079,10,10,10
12201080,10,10,10
12201081,10,10,10
12201082,10,10,10
12201083,10,10,10
12201084,10,10,10
12201085,10,10,10
12201086,10,10,10
12201087,10,10,10
12201088,3,3,3
12201089,10,10,10
12201090,10,10,10
12201091,10,10,10
12201092,6,6,6
12201093,10,10,10
12201094,10,10,10
12201095,10,10,10
12201096,10,10,10
12201097,10,10,10
12201098,5,5,5
12201099,10,10,10
12201100,0,0,0
12201101,10,10,10
12201102,10,10,10
12201103,10,10,10
12201104,10,10,10
12201105,10,10,10
12201106,10,10,10
12201107,10,10,10
12201108,10,10,10
12201109,10,10,10
12201110,10,10,10
12201111,10,10,10
12201112,10,10,10
12201113,10,10,10
12201114,10,10,10
12201115,10,10,10
12201116,10,10,10
12201117,10,10,10
12201118,0,0,0
12201119,7,7,7
12201120,10,10,10
12201121,5,5,5
12201122,10,10,10
12201123,10,10,10
12201124,10,10,10
12201125,10,10,10
12201126,10,10,10
12201127,10,10,10
12201128,10,10,10
12201129,7,7,7
12201130,10,10,10
12201131,10,10,10
12201132,7,7,7
12201133,10,10,10
12201134,10,10,10
12201135,10,10,10
12201136,10,10,10
12201137,0,0,0
12201138,10,10,10
1220C01,10,10,10
1220C03,0,0,0
1220C04,0,0,0
1220G01,10,10,10
1220G02,8,8,8
1220G03,10,10,10
1220G04,10,10,10
1220M01,0,0,0
1220M02,1,1,1
1220M03,0,0,0
1220M05,10,10,10
1220M06,10,10,10
1220M08,0,0,0
1220M09,6,6,6
1220M12,0,0,0
1220M13,10,10,10
1220M14,5,5,5
1220S03,10,10,10
1220S04,10,10,10
1221M01,2,2,2
1221M02,0,0,0
1221M03,0,0,0
1221M04,0,0,0
1221M05,0,0,0
1221M06,4,4,4
1221M11,0,0,0
1221M12,0,0,0
1222M01,3,3,3
1222M02,0,0,0
1222M03,0,0,0
1222M04,0,0,0
1222M06,0,0,0
1223C01,7,7,7
1223C02,10,10,10
1223C03,10,10,10
1223C04,10,10,10
1223M01,0,0,0
1223M02,1,1,1
1223M03,10,10,10
1223M04,0,0,0
1224G01,10,10,10
1224G02,10,10,10
